Gene = Spg21
index = 1014
Annotated 5SS: [  208  4404  7990 12772 15039 19541 21022 23636]
Annotated 3SS: [ 4316  7827 12690 14892 19431 20913 23494 25885]
SMsplice 5SS: [  208  1924  4404  7990 12772 19541 21022]
SMsplice 3SS: [ 1728  4316  7827 12690 19431 20913 23494]
top_k =  500
Partition function (log Z): -2.881013322412158

Sorted 5' Splice Sites (High to Low Probability):
Position 19541: 0.9992556433371288
Position 208: 0.9911671781241832
Position 7990: 0.9368950731474404
Position 12772: 0.9172374671002423
Position 21022: 0.878564496848653
Position 4404: 0.8601189787968242
Position 23636: 0.7272839999101272
Position 1924: 0.4628006015425299
Position 15039: 0.21078667036525722
Position 22386: 0.18476531095993767
Position 1958: 0.17795880501085337
Position 14618: 0.16449266502154147
Position 15561: 0.15200754038509762
Position 6931: 0.11677335644627741
Position 14193: 0.10908130508815746
Position 14151: 0.10545121915324282
Position 5287: 0.07411488291647143
Position 12512: 0.06805218634886484
Position 21361: 0.05675393411883091
Position 9253: 0.05647519724418449
Position 4871: 0.054777431866767236
Position 1962: 0.04116474986942897
Position 15529: 0.041124646619745055
Position 1064: 0.035451140505015626
Position 5127: 0.03276182302084068
Position 14129: 0.032087129190355085
Position 13077: 0.031472470401126815
Position 23435: 0.02933395915045434
Position 13014: 0.02923782838708996
Position 7893: 0.026543103047582676
Position 15461: 0.025700570474112144
Position 1903: 0.02239486080954315
Position 5811: 0.021677709027622262
Position 8415: 0.021612473978443444
Position 8083: 0.019531440491423992
Position 8613: 0.01474457927184846
Position 4450: 0.014513015531239324
Position 22021: 0.011339047150957278
Position 23970: 0.010122735430035746
Position 5377: 0.01009962248486328
Position 5096: 0.00932091495115981
Position 4454: 0.009248662232606179
Position 13006: 0.009247178202769605
Position 5206: 0.008723851228193483
Position 23399: 0.008573730519513085
Position 20383: 0.008217310080748389
Position 3345: 0.008114949332810872
Position 5407: 0.006157555483978678
Position 1885: 0.00609740748483998
Position 248: 0.0056564696808548715
Position 4408: 0.005558763813931631
Position 22661: 0.005099510693495998
Position 2780: 0.004702158077364372
Position 1766: 0.004273128231270497
Position 5274: 0.003607160222891152
Position 2009: 0.0034798613445745003
Position 1436: 0.0034141531832677574
Position 874: 0.0033378431668620234
Position 3922: 0.0032292961105068914
Position 24143: 0.0030530545470258234
Position 987: 0.003024933827088658
Position 26051: 0.0026574800195235115
Position 4259: 0.0025770605037247424
Position 4458: 0.002323030297192847
Position 23430: 0.002302603578086196
Position 2054: 0.0020862099539764455
Position 5037: 0.001384535766810447
Position 859: 0.001349936902684187
Position 1703: 0.0013126484629668196
Position 14357: 0.001249334351590791
Position 3052: 0.001172485097079597
Position 12831: 0.0011484218562613857
Position 1337: 0.0011018304194411344
Position 365: 0.0009604634401929648
Position 2337: 0.0008910619188077932
Position 2883: 0.0008672393429910905
Position 4039: 0.0008527877487795851
Position 920: 0.0007855629178871932
Position 241: 0.0007127806877206285
Position 3136: 0.0005405623409862405
Position 2774: 0.0005309473672664113
Position 356: 0.0004150151149145964
Position 813: 0.00035474688170708123
Position 14743: 0.0003096151188211813
Position 1051: 0.00030826566674744155
Position 266: 0.0002911616431764382
Position 237: 0.00023997190591714665
Position 7994: 0.00023055232869899925
Position 7850: 0.0002182228979046454
Position 885: 0.00015722919920150931
Position 912: 0.00015668700050459696
Position 405: 0.00015633673449711282
Position 992: 0.00013924696256155074
Position 409: 0.00011448481207412708
Position 254: 9.214574322766643e-05
Position 1265: 9.182323903893776e-05
Position 420: 8.699732091929177e-05
Position 262: 8.65791090666796e-05
Position 9044: 7.756568040751381e-05
Position 1290: 7.41231433402577e-05
Position 631: 6.650524234855598e-05
Position 8849: 6.408514385746577e-05
Position 8404: 5.536955890793972e-05
Position 385: 5.4416823685149095e-05
Position 8933: 5.278556217710251e-05
Position 319: 5.0757266594559696e-05
Position 1386: 4.0615297035844404e-05
Position 856: 3.6004938284132346e-05
Position 1038: 3.023246931097463e-05
Position 4483: 2.9367839555211486e-05
Position 1533: 2.1838901744683915e-05
Position 819: 2.045813803463078e-05
Position 274: 2.0177612109602652e-05
Position 337: 1.887222532276332e-05
Position 352: 1.885749697123637e-05
Position 1218: 1.790008040476966e-05
Position 720: 1.606328970513168e-05
Position 1832: 6.6735108744422986e-06
Position 2005: 1.1275061254765497e-06
Position 4476: 5.636154882124812e-07
Position 110: 4.212637562824398e-07
Position 1807: 4.201573622467349e-07
Position 387: 3.9802048590044136e-07
Position 259: 3.642448952741388e-07
Position 633: 3.410130341447407e-07
Position 235: 3.035551731177232e-07
Position 597: 2.6947783009785043e-07
Position 354: 2.515083428127837e-07
Position 391: 1.6567535944287926e-07
Position 311: 1.619423315827939e-07
Position 389: 1.5963522821133416e-07
Position 494: 1.3579227525279025e-07
Position 115: 1.336019075978272e-07
Position 431: 5.62613143903062e-08
Position 166: 2.529139241469062e-08
Position 18: 1.8798813260491105e-08
Position 245: 1.219048960431995e-08
Position 325: 9.297634923303775e-09
Position 287: 8.531944926932745e-09
Position 510: 7.3648000745461984e-09
Position 362: 6.499467612602199e-09
Position 662: 3.651220073833946e-09
Position 37: 2.1541585767429112e-09
Position 413: 1.9602786499912767e-09
Position 243: 4.1847729748665224e-10
Position 399: 1.190478451097598e-11
Position 576: 1.0788465808893762e-11
Position 602: 9.65659463747883e-12
Position 570: 9.047107695875587e-12
Position 303: 7.641270387764649e-12
Position 448: 7.27860767602895e-12
Position 360: 6.964198074365154e-12
Position 445: 6.469046613979245e-12
Position 451: 4.620648955967596e-12
Position 642: 4.620298827314696e-12
Position 463: 4.593740469514876e-12
Position 252: 6.643600048794468e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 19431: 0.9998281476449842
Position 7827: 0.9755497304790977
Position 12690: 0.8829503796406644
Position 20913: 0.8774162417066627
Position 4316: 0.8741830305607199
Position 23494: 0.8074974048338535
Position 1728: 0.6595886141172848
Position 15351: 0.2128463727536549
Position 14892: 0.21078667036525725
Position 14083: 0.17320739116007222
Position 22260: 0.16827996983357807
Position 25885: 0.1484071852040255
Position 26330: 0.1352264804403243
Position 6782: 0.11677335644627744
Position 4970: 0.10885700080759297
Position 24212: 0.09640980094102367
Position 14488: 0.0859170677773878
Position 23342: 0.08095419668269373
Position 12408: 0.07470483843210544
Position 12929: 0.06546590247836888
Position 26269: 0.06181872866763782
Position 23784: 0.05977643010953662
Position 25158: 0.058936292082825616
Position 26510: 0.05640125873412619
Position 9118: 0.055496015685909006
Position 14511: 0.04877054169974793
Position 13956: 0.04769451058618914
Position 21147: 0.037848841836615514
Position 21113: 0.033498725526842334
Position 12644: 0.02701615088335952
Position 26438: 0.026816220230284436
Position 13994: 0.025717751685493985
Position 754: 0.021234346470081142
Position 21875: 0.02027047597977427
Position 26478: 0.02017808978867829
Position 4678: 0.019798271559163017
Position 24966: 0.01931684331823569
Position 4798: 0.019009247389217436
