Gene = A630076J17Rik
index = 78
Annotated 5SS: [ 141 2067]
Annotated 3SS: [1995 2963]
SMsplice 5SS: [ 141 2067 2429]
SMsplice 3SS: [1995 2352 2963]
top_k =  500
Partition function (log Z): -3.749941610182289

Sorted 5' Splice Sites (High to Low Probability):
Position 141: 0.9801018830362151
Position 2429: 0.8365905290650959
Position 2067: 0.8298984010968382
Position 634: 0.04487341973398251
Position 2174: 0.04330190576528219
Position 1433: 0.029082886786989254
Position 742: 0.028421018541733154
Position 1862: 0.015820999035116145
Position 115: 0.014398584791313727
Position 1724: 0.011750508927696713
Position 1910: 0.01088047332017611
Position 890: 0.010659658197159834
Position 748: 0.00916033881671315
Position 2098: 0.009027135452797297
Position 1866: 0.0074374465326762715
Position 1145: 0.006169599989146942
Position 312: 0.00589523508885554
Position 1369: 0.005570137271365551
Position 363: 0.004303710900822837
Position 2793: 0.002760765884524865
Position 1567: 0.0022777500809587864
Position 816: 0.0020441483719312254
Position 3245: 0.0020197280113068918
Position 1067: 0.0017933718727412438
Position 3364: 0.0017076628981579091
Position 3759: 0.0016372863616822293
Position 1217: 0.001033204953766766
Position 3772: 0.0008581453070522849
Position 397: 0.000790289946207272
Position 2131: 0.0007316160618948682
Position 1392: 0.0005876498698463058
Position 849: 0.0005245040085063986
Position 414: 0.0003525249319447577
Position 2910: 0.0003201836229509497
Position 1618: 0.00031109744883390774
Position 1899: 0.0002750691156861814
Position 1545: 0.00026246746271023667
Position 2915: 0.0002433881209748629
Position 1874: 0.00023622848600351337
Position 2447: 0.00022867659586012776
Position 1403: 0.0001804557282771414
Position 1522: 0.00016893652777329985
Position 1783: 0.00013488293622416033
Position 3872: 0.0001340773870204332
Position 2810: 0.00012520103618312054
Position 2460: 0.00011729040092467718
Position 1756: 0.00011583068798450734
Position 1415: 0.00011476161090531662
Position 2085: 9.690515969490839e-05
Position 2060: 8.79446339944396e-05
Position 2148: 5.7601946305064446e-05
Position 991: 7.5755329794113396e-06
Position 145: 4.388851966927727e-06
Position 37: 2.9208912904211924e-06
Position 355: 1.881164514143438e-06
Position 1339: 1.7588270366044523e-06
Position 394: 1.721422074137147e-06
Position 272: 1.3941050091925678e-06
Position 260: 1.1017245646999913e-06
Position 345: 1.0123047955764906e-06
Position 1424: 8.645947998635497e-07
Position 700: 7.889404548776837e-07
Position 46: 7.429243009987053e-07
Position 149: 6.130730098388419e-07
Position 77: 5.659857053553495e-07
Position 686: 5.43849298083464e-07
Position 2557: 5.366741977550256e-07
Position 484: 3.4019898779920996e-07
Position 3184: 2.7454167956521675e-07
Position 572: 2.0759195840609237e-07
Position 689: 2.0057082214732708e-07
Position 694: 1.941440987446228e-07
Position 783: 1.816564258796834e-07
Position 3151: 1.6929317537271867e-07
Position 750: 1.5527458968450076e-07
Position 610: 1.0945288173622486e-07
Position 496: 9.145747401614182e-08
Position 3120: 7.913060046097592e-08
Position 177: 7.3640223537169e-08
Position 316: 6.156691498760421e-08
Position 15: 3.740043126187026e-08
Position 498: 9.737467533499174e-09
Position 263: 2.159325245611649e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2352: 0.8418193323389491
Position 1995: 0.7943166166644626
Position 2963: 0.46254847229424306
Position 3355: 0.13117379505597562
Position 2866: 0.10516322439860243
Position 624: 0.07642688390236246
Position 1950: 0.048918514176522314
Position 2321: 0.046091058677875926
Position 3971: 0.0355809885812391
Position 3358: 0.0249751324219095
Position 1752: 0.023716405076052976
Position 1927: 0.02256395264516443
Position 3052: 0.019549638501778394
Position 1311: 0.016988131059065017
Position 1339: 0.015848698490167002
Position 2358: 0.014398211304280505
Position 3834: 0.013866619657367097
Position 1665: 0.012163962930896588
Position 1969: 0.012138596613250941
Position 549: 0.011498094126896157
Position 3695: 0.01125392764482703
Position 4049: 0.011231596151275666
Position 2884: 0.010947112705384794
Position 2289: 0.010669368602047188
Position 1463: 0.009691640308309518
Position 2914: 0.008724524156611046
Position 246: 0.008346827529942482
Position 3244: 0.008077139549400793
Position 1509: 0.006590062398355312
Position 3670: 0.006550093469257274
Position 3450: 0.006028284987751509
Position 3791: 0.005998439889788046
Position 2679: 0.005673454416134888
Position 3743: 0.005569203612045541
Position 1720: 0.004136405976815737
Position 1640: 0.003583075754439778
Position 3272: 0.0033148796810094786
Position 889: 0.0029999721351824256
Position 2384: 0.0027017624852131395
Position 2776: 0.002603987303719036
Position 694: 0.0025629496936871695
Position 2066: 0.0024956939122332883
Position 2480: 0.0024707214830205935
Position 1030: 0.002133670748994585
Position 1774: 0.002107690201003791
Position 2572: 0.002086292626961199
Position 2612: 0.0020423555980601756
Position 3473: 0.002010913701168252
Position 1016: 0.001964092062033972
Position 2966: 0.0019528699812130605
Position 2993: 0.001893794034728912
Position 2662: 0.0018004989397905602
Position 2803: 0.0017426169047553598
Position 1794: 0.001714231283866871
Position 3225: 0.0016585336821559793
Position 1216: 0.001609874854514221
Position 1107: 0.0015930087128001003
Position 3100: 0.0014749404439507825
Position 3318: 0.0013821911397870381
Position 783: 0.0012365071394791866
Position 3110: 0.0011504074246810859
Position 1699: 0.001117684661504131
Position 2513: 0.0010848693206818637
Position 525: 0.001081883622234165
Position 2694: 0.0009954186858024694
Position 3577: 0.000965546817041224
Position 1239: 0.0008970584222435509
Position 767: 0.0008559487629818342
Position 3017: 0.0008030751005218653
Position 281: 0.0006562714171704447
Position 2868: 0.0006531862937923492
Position 1273: 0.0006416613115495175
Position 2002: 0.0006341705057883118
Position 553: 0.0005514149856111835
Position 1777: 0.0005497828323739038
Position 2983: 0.0004965395553687852
Position 3563: 0.00047920683481989277
Position 3504: 0.00047710065325681854
Position 2428: 0.00045513885681179714
Position 3999: 0.00045480704906853737
Position 2543: 0.000448266538661034
Position 3626: 0.0004130383802681892
Position 2085: 0.0004061168773785019
Position 870: 0.00038655854821094946
Position 2524: 0.00038457249531109776
Position 3702: 0.00036591594412444374
Position 4067: 0.0003601702311147452
Position 3631: 0.00035496054712074766
Position 214: 0.00033408204981892224
Position 2729: 0.0002777209860760795
Position 1418: 0.0002730861913957553
Position 3922: 0.00027152368506350454
Position 2173: 0.00025865803251583013
Position 183: 0.00025856305580988727
Position 2923: 0.0002473961915500092
Position 3021: 0.0002401873736441864
Position 1894: 0.0002296114258716067
Position 2731: 0.00019870370756139372
Position 1067: 0.0001788614886698203
Position 3855: 0.00016652495644957956
Position 2941: 0.00016434078618287107
Position 468: 0.0001632559992796234
Position 3120: 0.00016208003960451988
Position 3550: 0.000160435310370222
Position 2888: 0.00015689528771111944
Position 3517: 0.0001463100067117772
Position 1468: 0.00014091426822383319
Position 2920: 0.00012802978165892603
Position 250: 0.0001251094737938117
Position 2223: 0.00012286102189620982
Position 532: 0.0001207775435369295
Position 1045: 0.00011976131069317462
Position 2295: 0.00010087101057474311
Position 2528: 8.341025952840249e-05
Position 633: 8.189345077399133e-05
Position 2253: 7.844324877105633e-05
Position 2050: 6.746462248832815e-05
Position 946: 4.485184617326132e-05
Position 453: 3.6674732109958555e-05
Position 3598: 1.1904085467753864e-05
Position 2139: 9.176530972879376e-06
Position 912: 6.77043003115925e-06
Position 351: 5.791817045663666e-06
Position 459: 5.45947922847157e-06
Position 191: 5.2513697570206715e-06
Position 955: 4.941368400601367e-06
Position 1155: 3.7814524586226482e-06
Position 484: 2.6454760707255423e-06
Position 295: 2.4802946314112534e-06
Position 964: 2.1978817299792004e-06
Position 1144: 2.180512367900447e-06
Position 738: 1.195984672882469e-06
Position 1117: 1.0184746060630996e-06
Position 301: 8.696309996759487e-07
Position 1033: 7.96169151014365e-07
Position 1275: 7.048731836121249e-07
Position 447: 6.982903520430729e-07
Position 803: 6.021852323258714e-07
Position 813: 4.635424779329838e-07
Position 557: 4.275458623659401e-07
Position 451: 4.064769303077438e-07
Position 203: 3.9626284831019965e-07
Position 289: 3.2395372503674736e-07
Position 1359: 2.7481453600238e-07
Position 455: 2.4511126514120837e-07
Position 297: 2.1699002533616498e-07
Position 560: 2.1627213717994915e-07
Position 254: 1.790351762268137e-07
Position 430: 1.7671237724690732e-07
Position 304: 1.618726698228251e-07
Position 322: 1.396689487965585e-07
Position 291: 5.908267389647573e-08
Position 316: 5.115914697313744e-08
Position 260: 3.643464782548236e-08
Position 721: 3.6368296723136995e-08
Position 742: 3.020364945606635e-08
Position 825: 2.266901737761852e-08
Position 917: 2.2041874178454486e-08
Position 345: 1.962890092848158e-08
Position 436: 1.8086141673035753e-08
Position 578: 1.5901703384244192e-08
Position 727: 1.5501174245273776e-08
Position 581: 1.4738766160673286e-08
Position 263: 1.3107352164031662e-08
Position 361: 1.231392367790473e-08
Position 566: 1.1679400709580712e-08
Position 639: 1.0795362390586901e-08
Position 432: 9.563113958858704e-09
Position 412: 5.9428404841361626e-09
Position 408: 2.955788221574073e-09
Position 81: 2.7160586811633234e-09
Position 587: 1.7389561238493235e-09
Position 193: 1.6898821863660121e-09
Position 124: 1.405744910472717e-09
Position 374: 7.640476905328808e-10
Position 394: 5.729794135601427e-10
Position 390: 2.0705175733788743e-10
Position 140: 2.924463121567122e-11
