Gene = Smcp
index = 989
Annotated 5SS: [169]
Annotated 3SS: [4438]
SMsplice 5SS: [169]
SMsplice 3SS: [4438]
top_k =  500
Partition function (log Z): -6.207138789889069

Sorted 5' Splice Sites (High to Low Probability):
Position 169: 0.9907184013191709
Position 2545: 0.28311100693456126
Position 2511: 0.14391848302070998
Position 1014: 0.0973364195311195
Position 3927: 0.07131184229204288
Position 2601: 0.01590159268510886
Position 114: 0.006135994905567069
Position 2525: 0.005849297452376674
Position 2226: 0.005570174062565508
Position 359: 0.005536390418796189
Position 758: 0.004339422510950448
Position 2785: 0.003742621435392528
Position 2845: 0.0029871234051426793
Position 825: 0.002254050895441419
Position 3431: 0.0015146512803153587
Position 4533: 0.001437232698093876
Position 3036: 0.0012878571194946914
Position 1092: 0.0011164516815776065
Position 1002: 0.0009659201341306059
Position 4587: 0.000964246857424798
Position 3393: 0.0009311103849333942
Position 2754: 0.0008236901370440524
Position 4850: 0.0006233827240630265
Position 473: 0.0006233565984192232
Position 1575: 0.0006145347364866618
Position 2773: 0.0004291480249004708
Position 813: 0.00038034272952356416
Position 2149: 0.00032086318643022906
Position 341: 0.0003032187403346546
Position 2862: 0.00029693323471321586
Position 336: 0.00025600824990849603
Position 263: 0.0001888318328536814
Position 601: 0.00015873051076592895
Position 1291: 0.00014819472351516828
Position 370: 7.575867341752841e-05
Position 1040: 6.48054769499057e-05
Position 831: 6.015549736359598e-05
Position 592: 4.2364479431330075e-05
Position 2185: 4.024919747179714e-05
Position 2355: 1.0048604975704497e-05
Position 1375: 9.682204517538621e-06
Position 156: 6.7866889107113946e-06
Position 836: 6.316476761344138e-06
Position 845: 3.873658122658246e-06
Position 660: 2.7260987301699532e-06
Position 725: 2.0703200510561993e-06
Position 466: 2.0393836614420227e-06
Position 154: 2.6931071804981727e-07
Position 197: 6.277691620191261e-08
Position 192: 6.05584913455276e-08
Position 187: 2.5749899974573706e-08
Position 224: 1.7949127352918755e-09
Position 330: 1.5181492159334728e-09
Position 215: 6.830558032485965e-10
Position 240: 6.637029977619523e-10
Position 279: 4.800151968735237e-10
Position 427: 2.7371221036263536e-10
Position 299: 2.872045976692893e-11
Position 408: 2.003557756714082e-11
Position 459: 1.5639945563375626e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 4438: 0.5798969736820492
Position 2454: 0.4108565483932166
Position 4648: 0.11863157646515492
Position 4689: 0.11436942059732835
Position 960: 0.09395553219417807
Position 2403: 0.06105859995283452
Position 3796: 0.05335873935238645
Position 4731: 0.013871151530335768
Position 3308: 0.013385020529290132
Position 3621: 0.012801612184646776
Position 3485: 0.011972288104703568
Position 4545: 0.011745002313355615
Position 2891: 0.01131886986174327
Position 2878: 0.010500132845888278
Position 2658: 0.00901001269541362
Position 3632: 0.00852625901194899
Position 2843: 0.008380538675014418
Position 2593: 0.007679800598627504
Position 2048: 0.006864569443735195
Position 3525: 0.005554819350869374
Position 2714: 0.005547421447566686
Position 848: 0.003912073192856641
Position 2111: 0.0036478311164507586
Position 2412: 0.00362666258229676
Position 3776: 0.003342085952025991
Position 2229: 0.0032866028818342705
Position 259: 0.0032729376699738182
Position 4771: 0.0031886739420692845
Position 3744: 0.0030875479830885957
Position 4921: 0.002940361436446292
Position 3882: 0.0027858591177567487
Position 2434: 0.0026408482241588272
Position 4692: 0.0022348207296874916
Position 4608: 0.0021457088992820686
Position 2917: 0.0019269127451045592
Position 1981: 0.001921137396263689
Position 4713: 0.0017283793273671542
Position 659: 0.0016943401130979192
Position 531: 0.0015918721721451985
Position 279: 0.0014527925059209129
Position 730: 0.001443695290607497
Position 885: 0.0013643744521463633
Position 459: 0.0012826959135441977
Position 2268: 0.001254860746893248
Position 4406: 0.0011975900493397806
Position 3673: 0.0011917358222537568
Position 2293: 0.0010594062633518457
Position 636: 0.0009818897865076835
Position 286: 0.0009516420259198079
Position 3088: 0.0009479736698953984
Position 2149: 0.0009360592805501554
Position 1541: 0.0008614747634589934
Position 910: 0.0007747940894313218
Position 4849: 0.0007691025059866888
Position 1279: 0.00072076513364746
Position 3376: 0.0006973228973622806
Position 3333: 0.0006792698960570504
Position 358: 0.0006567123127474554
Position 3847: 0.0006118692443534873
Position 311: 0.0005999469962859711
Position 3816: 0.000592803085015299
Position 4839: 0.0005717892325274308
Position 4168: 0.0005606057883481396
Position 2483: 0.0005299003314786875
Position 4210: 0.0005241278931698552
Position 5029: 0.000515053442242038
Position 3502: 0.0004852189213999993
Position 4051: 0.0004649789688682325
Position 2068: 0.00043013569171688814
Position 3581: 0.00042687160516428484
Position 684: 0.000414964466545586
Position 2302: 0.0004099902251336112
Position 734: 0.0003956556251111715
Position 3638: 0.0003864715991227602
Position 2358: 0.0003653349387336928
Position 938: 0.000351176326994488
Position 570: 0.0003053380699388416
Position 4587: 0.0003013621487452157
Position 676: 0.0002937175970104178
Position 2772: 0.0002762132769771339
Position 946: 0.00027160824087313454
Position 1329: 0.0002660846220692882
Position 282: 0.00025376756320358046
Position 968: 0.00024968883058680634
Position 2462: 0.00023202420480542872
Position 754: 0.00023079326063727302
Position 4485: 0.00022580969623583926
Position 1309: 0.00022069523896691275
Position 439: 0.0002198738774511886
Position 224: 0.00020919926345837366
Position 2829: 0.00019075438968289919
Position 542: 0.00017679936322366783
Position 2600: 0.00015810649556110754
Position 3987: 0.00014810508714567465
Position 981: 0.00013850562751973797
Position 1931: 0.0001316741321813106
Position 1222: 0.00012762663105722998
Position 912: 0.0001156590239253844
Position 2307: 0.00010564043492893164
Position 316: 0.00010381582797972861
Position 2163: 0.00010147945789895592
Position 2320: 0.00010118481646859228
Position 3035: 9.781469449325655e-05
Position 821: 9.579980775249046e-05
Position 5100: 9.069217504554396e-05
Position 466: 8.316033304532142e-05
Position 2053: 7.815374743811789e-05
Position 2617: 6.755132084132371e-05
Position 2642: 6.521030689796321e-05
Position 2182: 5.683238062684141e-05
Position 511: 5.197276686274493e-05
Position 1604: 4.83253093287655e-05
Position 1183: 4.3431048974591944e-05
Position 888: 3.813105792946399e-05
Position 1228: 3.721551375706493e-05
Position 824: 3.22518111093299e-05
Position 394: 2.2575307806877158e-05
Position 267: 2.1731945164826446e-05
Position 812: 1.9897524316504848e-05
Position 2072: 1.751547218043115e-05
Position 904: 1.727080820432057e-05
Position 818: 1.708752563268501e-05
Position 1009: 1.591073839840896e-05
Position 689: 1.4161145127096686e-05
Position 851: 1.3523383169766726e-05
Position 2115: 1.2822800695651184e-05
Position 859: 1.0363484834396216e-05
Position 1475: 8.428179443960965e-06
Position 698: 8.407638622142008e-06
Position 704: 7.996165317944448e-06
Position 2332: 7.70493654516966e-06
Position 2355: 7.434466886688499e-06
Position 917: 6.095433023248014e-06
Position 592: 5.076687388976044e-06
Position 701: 4.977832273093438e-06
Position 627: 4.914802720644494e-06
Position 1530: 4.6258088630016215e-06
Position 376: 4.618282368617561e-06
Position 750: 1.2373496581295365e-06
Position 2504: 1.1783204003520052e-06
Position 2086: 1.1380206741209137e-06
Position 618: 6.678850419417871e-07
Position 549: 6.284210344488109e-07
Position 319: 4.991124738887768e-07
Position 595: 4.5258218646943565e-07
Position 587: 4.511186240058303e-07
Position 539: 4.3491126320827476e-07
Position 413: 4.246727772264722e-07
Position 313: 4.1225010800758203e-07
Position 472: 2.820362477293904e-07
Position 765: 2.570541608590902e-07
Position 601: 2.399738242362347e-07
Position 585: 2.2975260337930476e-07
Position 566: 1.9105950664035736e-07
Position 686: 1.636860361659462e-07
Position 470: 8.103768406070788e-08
Position 1332: 1.5798928224387437e-08
Position 1237: 7.389891563463747e-09
Position 479: 7.052487012323487e-09
Position 1243: 6.941110018195175e-09
Position 1208: 6.729576402377854e-09
Position 801: 2.8943905126350558e-09
Position 778: 2.7103145108537877e-09
Position 775: 2.005556713240876e-09
