Gene = Tcta
index = 1065
Annotated 5SS: [439 835]
Annotated 3SS: [ 779 1906]
SMsplice 5SS: [439]
SMsplice 3SS: [1906]
top_k =  500
Partition function (log Z): -9.502820624818957

Sorted 5' Splice Sites (High to Low Probability):
Position 439: 0.5256925843235263
Position 835: 0.393536646305679
Position 359: 0.20406524804458098
Position 171: 0.1173056981088565
Position 2132: 0.07325596929504201
Position 198: 0.06034370850889245
Position 2090: 0.041321323306963226
Position 1737: 0.030279244066784203
Position 893: 0.021642695779241994
Position 2143: 0.020594583068924695
Position 183: 0.015535086529547264
Position 780: 0.0104791191415065
Position 2217: 0.007220896034687265
Position 661: 0.006190950838622873
Position 126: 0.004941572496045553
Position 330: 0.0041250266800120765
Position 40: 0.003950063838462534
Position 1990: 0.0037897779975845283
Position 1042: 0.0031696543783640446
Position 264: 0.0028932114961588693
Position 941: 0.0028781628024832653
Position 762: 0.002635547773450627
Position 1707: 0.0023416094783897086
Position 99: 0.0008136105156600011
Position 1369: 0.0006742973344866818
Position 189: 0.0006103877975000609
Position 839: 0.0005488626835563641
Position 30: 0.0005170613490948502
Position 551: 0.0003671775288461769
Position 1124: 0.00028193760419001346
Position 370: 0.00018745983178294591
Position 571: 0.00018568516177609282
Position 611: 0.00017663071151408205
Position 422: 0.00016836622550835324
Position 2057: 0.00013259824165413677
Position 492: 0.00012974377019245092
Position 414: 0.0001242939681422469
Position 398: 0.00011159556727359992
Position 425: 7.946044378516355e-05
Position 239: 7.298758755738981e-05
Position 117: 4.697229550320482e-05
Position 213: 3.6858793746637664e-05
Position 621: 2.986092599730023e-05
Position 308: 2.915828049438525e-05
Position 356: 2.9135463613224452e-05
Position 363: 2.8151213166580208e-05
Position 365: 2.6016442319218893e-05
Position 510: 2.561503008204429e-05
Position 614: 2.514825181935539e-05
Position 654: 2.4247809591833392e-05
Position 502: 2.1424748872240183e-05
Position 433: 1.065095750647107e-05
Position 532: 7.0337232391319375e-06
Position 512: 6.502455624571279e-06
Position 53: 4.703318580818977e-06
Position 1054: 3.640693961601058e-07
Position 472: 2.0253821262123332e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 1906: 0.7554438434576266
Position 731: 0.1681799641231907
Position 2388: 0.16467867791833218
Position 779: 0.1253254889416443
Position 521: 0.056179419550036185
Position 695: 0.034940535652342716
Position 540: 0.0263503562671575
Position 1037: 0.0242470948694954
Position 1644: 0.018567581304895497
Position 874: 0.01634635652353192
Position 2257: 0.013941000608082094
Position 755: 0.013666450780626092
Position 1174: 0.010036052725866097
Position 745: 0.009803589285055715
Position 2125: 0.009199948855237358
Position 2046: 0.00912924894976598
Position 2110: 0.008820698924456787
Position 1219: 0.007843485784730223
Position 438: 0.0072582323599840156
Position 344: 0.0071580774912639936
Position 1119: 0.007047707213206355
Position 1612: 0.006279184676736467
Position 2027: 0.005619790453841964
Position 1231: 0.005485721703354975
Position 1245: 0.00505468580781037
Position 386: 0.004262686308557526
Position 239: 0.0041621127302297846
Position 2088: 0.0039274080457479535
Position 1538: 0.0032720869047238666
Position 1661: 0.0032380635331850606
Position 2283: 0.003034508992941486
Position 654: 0.0024939310678181946
Position 292: 0.0021523163576295714
Position 370: 0.002070688427960388
Position 2166: 0.0020441397286912436
Position 1096: 0.0019094611625869078
Position 1416: 0.0014998965334038809
Position 590: 0.0014046815399419645
Position 2420: 0.001191872080947701
Position 2463: 0.0010254514696943526
Position 558: 0.0010240094584883302
Position 1274: 0.0008379415107879812
Position 1153: 0.0007892486705172891
Position 1942: 0.0007759860550854643
Position 273: 0.0007278193642036986
Position 2131: 0.0007078452070812441
Position 661: 0.0005768380663001436
Position 878: 0.00041070070465179623
Position 1609: 0.00040100085341090064
Position 1803: 0.00038457487977681633
Position 2359: 0.0003193194595753376
Position 308: 0.0002496154904915544
Position 2449: 0.00023080208025862446
Position 139: 0.00022963336965088897
Position 314: 0.00022448484492263433
Position 933: 0.00020924569050889702
Position 543: 0.0001792770944696017
Position 669: 0.00016789745724915634
Position 1818: 0.0001639567070286837
Position 414: 0.0001466466771308017
Position 2304: 0.00014189494674830326
Position 249: 0.00010813964443536476
Position 973: 0.00010656519978878517
Position 1041: 0.0001042713225454177
Position 1546: 0.00010234718681533236
Position 793: 6.485028373648266e-05
Position 213: 1.556619444153073e-05
Position 321: 9.767928060729118e-06
Position 189: 7.184478944940818e-06
Position 154: 5.506612322892382e-06
Position 171: 2.9333404955775625e-06
Position 175: 2.0718408151761152e-06
Position 443: 1.4231473482918056e-06
Position 224: 3.231763258663577e-07
Position 330: 1.8983886407446028e-07
Position 94: 1.4809226957117114e-08
Position 102: 7.793367344925725e-09
Position 99: 1.514971924478569e-10
