Gene = Ptma
index = 875
Annotated 5SS: [ 225 2519 2827 3079]
Annotated 3SS: [2446 2729 3004 3238]
SMsplice 5SS: [ 225 2519 2827 3079]
SMsplice 3SS: [2446 2729 3004 3238]
top_k =  500
Partition function (log Z): 7.053314362713678

Sorted 5' Splice Sites (High to Low Probability):
Position 225: 0.9963173414987981
Position 3079: 0.9808947297926957
Position 2519: 0.9558079745772292
Position 2827: 0.9443524640143829
Position 2131: 0.5926447026653365
Position 1568: 0.18308202590564568
Position 1287: 0.06577469534319491
Position 2821: 0.04747888699739405
Position 3317: 0.026623652267705508
Position 2531: 0.023056042866096364
Position 1739: 0.015394882018696831
Position 845: 0.01402645319380983
Position 1603: 0.007172519562765716
Position 1187: 0.006960572315350901
Position 2173: 0.005785867444022274
Position 1474: 0.004687896145508746
Position 794: 0.004530647347292152
Position 3090: 0.004492484197533921
Position 3061: 0.004186183979510588
Position 1837: 0.0036075346800617048
Position 1903: 0.0025982050763187843
Position 2791: 0.0020813545278117462
Position 3085: 0.0020239572281000717
Position 1478: 0.001962692239946085
Position 1803: 0.0017397778020511166
Position 2523: 0.0017113841642335328
Position 3372: 0.0016482535735638211
Position 1865: 0.0015092938117043046
Position 2331: 0.0014390605243052711
Position 2632: 0.0013001809894039997
Position 3005: 0.0011711384400666955
Position 780: 0.0010589242045042386
Position 2196: 0.0009926592059002319
Position 2525: 0.0009389397553141686
Position 2204: 0.0007167492410546249
Position 1234: 0.0007066512359635862
Position 523: 0.0007019927500733998
Position 3342: 0.0006962368014694676
Position 1335: 0.0006802030669637632
Position 2651: 0.0005921083507097622
Position 1068: 0.0005873447754180163
Position 3136: 0.0004783404027026383
Position 3358: 0.0004779069934121027
Position 1372: 0.000459835836849344
Position 2849: 0.0004490721406858259
Position 1926: 0.0004136445996383232
Position 1814: 0.0003441049829206549
Position 2640: 0.00033606068480143496
Position 1826: 0.00032979185111405354
Position 775: 0.0002818536063834616
Position 2769: 0.0002586907556443923
Position 679: 0.0002524012241742265
Position 1711: 0.00024148736219844176
Position 2884: 0.00023758602465553946
Position 2646: 0.0002308630984252461
Position 1421: 0.00022947370473091105
Position 255: 0.00017643711805733503
Position 2243: 0.00016737797763180577
Position 1244: 0.00016013872461969
Position 2553: 0.00015100306893554353
Position 3781: 0.00014393855671389913
Position 1302: 0.0001355504065455953
Position 266: 0.00012890612814068017
Position 3549: 0.00012322292531138975
Position 998: 0.00011830545053821962
Position 1811: 0.00011081675125943168
Position 2635: 0.00010619412214505758
Position 1344: 9.778839219245586e-05
Position 1280: 7.865217885993845e-05
Position 3361: 6.554269492051191e-05
Position 3545: 6.312048692702915e-05
Position 119: 6.193280836823299e-05
Position 3083: 5.768517900717022e-05
Position 1256: 5.668195126958584e-05
Position 2581: 5.383519259967717e-05
Position 3593: 5.374976593166655e-05
Position 1910: 4.70171188744038e-05
Position 1871: 3.5529024990890255e-05
Position 182: 3.217099473637009e-05
Position 2831: 2.9873910144776968e-05
Position 3770: 2.9625245707009526e-05
Position 3811: 2.9592271845226302e-05
Position 1683: 2.7061316013428154e-05
Position 959: 2.6279924771375864e-05
Position 1834: 2.0571911993957512e-05
Position 1513: 1.6914621106967745e-05
Position 3122: 1.4951415015954707e-05
Position 1010: 9.016079770038161e-06
Position 386: 8.143582923027808e-06
Position 1037: 8.095180544179483e-06
Position 2668: 7.809029872486035e-06
Position 708: 4.438206025813281e-06
Position 422: 3.932231321732653e-06
Position 911: 3.6596494575462602e-06
Position 962: 3.2552640700688776e-06
Position 804: 2.9376802066636595e-06
Position 546: 2.827944439481479e-06
Position 1099: 2.6909701232117797e-06
Position 170: 2.443669194430094e-06
Position 2834: 2.4279060977921127e-06
Position 973: 2.3186269401707568e-06
Position 455: 2.2067909691232496e-06
Position 591: 2.078027094638339e-06
Position 864: 2.0610424672925565e-06
Position 837: 1.974871855220398e-06
Position 656: 1.8316051164102853e-06
Position 812: 1.519981636905254e-06
Position 2546: 1.4390182383001813e-06
Position 620: 1.2614745181743404e-06
Position 293: 1.0265647722076569e-06
Position 737: 1.0018203967424961e-06
Position 430: 9.268653621547338e-07
Position 849: 6.685417428586833e-07
Position 512: 6.079918447820046e-07
Position 807: 6.072211833386122e-07
Position 3143: 5.433544789267415e-07
Position 384: 5.355419777058674e-07
Position 1042: 4.4789587960283813e-07
Position 290: 1.787302661835958e-07
Position 2468: 1.0064318432339084e-07
Position 605: 8.879864455306961e-08
Position 280: 7.19753222766691e-08
Position 618: 4.215344451039711e-08
Position 607: 2.9524712867228078e-08
Position 195: 8.085534358343217e-09
Position 2590: 2.6847416177040702e-09
Position 39: 4.6445368655397e-10
Position 42: 3.181558307334941e-10
Position 598: 2.686607425693148e-10
Position 31: 3.1330210249144534e-11
Position 666: 8.096874284291712e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 2446: 0.9687959933601158
Position 2729: 0.9507039034203879
Position 3238: 0.8058247711123592
Position 3004: 0.748596050740732
Position 1959: 0.2696534599796613
Position 2961: 0.20693765472195022
Position 2048: 0.1738607489799739
Position 1434: 0.15506937040937777
Position 1981: 0.13332774017871382
Position 1122: 0.06816905322259822
Position 3658: 0.06614947092675441
Position 3400: 0.06554978281410442
Position 3348: 0.047403541728101385
Position 1334: 0.030801091644374706
Position 2921: 0.030711944988519483
Position 1738: 0.022260829730735635
Position 2667: 0.01483654650051162
Position 2418: 0.012850266897166443
Position 1474: 0.009198478491905783
Position 3590: 0.00912237739363348
Position 670: 0.008886080022325094
Position 1058: 0.0074939418667125035
Position 2711: 0.007422694941516865
Position 693: 0.007145933541374577
Position 2631: 0.0069290336437778394
Position 3220: 0.0067788413727630555
Position 2753: 0.006358927731942395
Position 3419: 0.004648995159235793
Position 1520: 0.004636115171817634
Position 3214: 0.004256656381237655
Position 1938: 0.003961467301050628
Position 3881: 0.003943342912992709
Position 2002: 0.003345934440901032
Position 3009: 0.0031364540337057456
Position 2321: 0.0030578273511786616
Position 3199: 0.0030090693521351787
Position 3193: 0.002861088646827327
Position 1438: 0.0026260109519665844
Position 1669: 0.0026167269139389386
Position 3015: 0.002523838125793897
Position 2250: 0.0022729081890610066
Position 1202: 0.0022287820032111296
Position 3262: 0.0018780491357683294
Position 2900: 0.0018682399063725116
Position 1767: 0.001776788564007005
Position 2695: 0.0015542930773568238
Position 2738: 0.0014714594861583606
Position 3699: 0.0013968677123637374
Position 2968: 0.0013653979487873505
Position 3165: 0.0011718597355065486
Position 1247: 0.000918888951913484
Position 3259: 0.0008655760589317566
Position 2074: 0.0008019641890764015
Position 2455: 0.0006204337877086845
Position 2576: 0.0006083537185949567
Position 3629: 0.0005860128714600451
Position 953: 0.0005731062256839259
Position 2071: 0.0005456398908419457
Position 2756: 0.0005306646394262848
Position 3181: 0.0005192295014437569
Position 3375: 0.000505869017066215
Position 1502: 0.0005016504989500223
Position 2381: 0.0005008231601361454
Position 1856: 0.0004897163466278399
Position 2684: 0.0004800457056392771
Position 334: 0.00045656224742831014
Position 787: 0.0004354826554557863
Position 2973: 0.0004274280749931374
Position 843: 0.00042712989049665823
Position 1316: 0.0004243264748249889
Position 3636: 0.00042372548547310287
Position 1899: 0.0004154296140520383
Position 598: 0.0004043747285223204
Position 1446: 0.0003934342301751252
Position 773: 0.0003598848979232414
Position 1594: 0.000351687384961205
Position 2581: 0.00030135524466610487
Position 2697: 0.0002955684955437521
Position 1307: 0.00027147913203110527
Position 1527: 0.0002543021236251028
Position 1286: 0.0002386686927062599
Position 2643: 0.000225006951090294
Position 354: 0.00020157910437638293
Position 1699: 0.00019487564243774217
Position 1342: 0.00019415335570514952
Position 1042: 0.00018984865441376152
Position 2364: 0.00018918502914192113
Position 1817: 0.00018313403801648102
Position 2461: 0.00016807872765397212
Position 307: 0.00015895683120505514
Position 1350: 0.00012823537578269723
Position 1894: 0.00011258777289282979
Position 3727: 0.00010109721740276179
Position 1355: 9.983478540378466e-05
Position 3265: 9.222804398280439e-05
Position 2280: 9.179837224513943e-05
Position 2768: 8.37347214333473e-05
Position 1301: 8.003863170308767e-05
Position 1460: 6.985408184060115e-05
Position 2374: 6.339393720655492e-05
Position 1850: 6.006783999214632e-05
Position 1021: 5.856531797296164e-05
Position 3792: 5.7825050234892014e-05
Position 1386: 5.769269242483669e-05
Position 1808: 5.6864534016094985e-05
Position 3268: 5.490520444548168e-05
Position 3702: 5.26575318259991e-05
Position 1280: 5.073743738551312e-05
Position 3012: 4.582168855304011e-05
Position 3377: 4.412183373165194e-05
Position 3597: 4.2706670343606776e-05
Position 3536: 4.178707990691202e-05
Position 1747: 4.001175364776002e-05
Position 3383: 3.652695411164068e-05
Position 2790: 3.652388778454812e-05
Position 3150: 3.591707045461201e-05
Position 1796: 3.525155562493932e-05
Position 3770: 3.5206509868465165e-05
Position 2772: 3.515783184132445e-05
Position 1365: 2.9899727376336235e-05
Position 2778: 2.9437878996016154e-05
Position 2253: 2.9187134004357602e-05
Position 2102: 2.861939699127188e-05
Position 1414: 2.7029725088869983e-05
Position 3022: 2.4861748848684625e-05
Position 1703: 2.110256929345354e-05
Position 2874: 1.8979899354429497e-05
Position 2848: 1.8686059312736817e-05
Position 1133: 1.8139665807577312e-05
Position 1320: 1.3822285616724605e-05
Position 3380: 1.3338303576957785e-05
Position 1388: 1.33115203190428e-05
Position 2599: 1.1394332230292796e-05
Position 978: 1.0654489829621807e-05
Position 1204: 9.814767306897072e-06
Position 3286: 8.92499556641139e-06
Position 2464: 7.714969247575523e-06
Position 396: 7.612605167484974e-06
Position 3057: 6.726926383665042e-06
Position 635: 6.224824996269717e-06
Position 900: 4.129217615604785e-06
Position 882: 2.681680421024692e-06
Position 2813: 2.5802227140651414e-06
Position 1139: 2.226088783259953e-06
Position 1017: 2.114106070862332e-06
Position 640: 1.9984624394422124e-06
Position 529: 1.4166722012712335e-06
Position 492: 1.4055844705492703e-06
Position 656: 1.3089220585567548e-06
Position 2676: 1.3085647122441985e-06
Position 3028: 8.793549792244761e-07
Position 3033: 7.356186325455246e-07
Position 849: 5.015337385903918e-07
Position 1407: 3.3855762567736166e-07
Position 437: 2.7286848839302027e-07
Position 907: 2.4727982662181174e-07
Position 605: 2.3412644091907744e-07
Position 990: 8.634178297117546e-08
Position 312: 4.158475981993205e-08
Position 2199: 1.8860958763445098e-08
Position 485: 4.2352434272825145e-09
Position 981: 3.5601010587198056e-09
Position 407: 3.877502360438257e-12
