Gene = Qdpr
index = 878
Annotated 5SS: [  230  2661  5590  6800 10952 12394]
Annotated 3SS: [ 2567  5492  6658 10842 12309 15557]
SMsplice 5SS: [  827  2661  6800 10952 12394]
SMsplice 3SS: [ 2567  6658 10842 12309 15557]
top_k =  500
Partition function (log Z): -1.2359673471149497

Sorted 5' Splice Sites (High to Low Probability):
Position 10952: 0.9965749328695804
Position 6800: 0.979989599351502
Position 2661: 0.974168293849434
Position 12394: 0.7676258132667225
Position 827: 0.44750276232486585
Position 1131: 0.29104824784896616
Position 13178: 0.28866207077603645
Position 5590: 0.25790592236040366
Position 230: 0.24639613461433713
Position 15397: 0.21283409471955092
Position 1645: 0.16478049702353295
Position 3824: 0.13529761749613323
Position 9734: 0.12365221744038915
Position 2144: 0.11631199744774601
Position 355: 0.10289024852998739
Position 6115: 0.07455865784593253
Position 13939: 0.07128752888648729
Position 11543: 0.06134857546569216
Position 9919: 0.052811233910850255
Position 902: 0.05040451113090493
Position 6184: 0.04053705271991437
Position 4077: 0.0362231070887586
Position 8627: 0.034396528433603316
Position 10101: 0.031211803986128564
Position 3651: 0.02897424498743071
Position 3197: 0.027266764599146582
Position 2782: 0.023051056960709842
Position 161: 0.021671748947753106
Position 1406: 0.0213476850682493
Position 8584: 0.02046921197456432
Position 6097: 0.018658275960770167
Position 3533: 0.0182465020132477
Position 12415: 0.017884227597137967
Position 169: 0.01751708008096757
Position 12474: 0.015879847807859056
Position 272: 0.01446488016210285
Position 310: 0.013270227174510582
Position 6069: 0.013152715571517476
Position 4838: 0.011469489372082985
Position 13578: 0.010969496512652352
Position 650: 0.010880292864546847
Position 8777: 0.010627190536923957
Position 85: 0.010495395022668611
Position 5725: 0.01009772347203303
Position 800: 0.009958969568341807
Position 11752: 0.009432050812078646
Position 12398: 0.009424374768882159
Position 11239: 0.008640430989145428
Position 389: 0.007699304163067051
Position 337: 0.0067033851478279
Position 12826: 0.006396905173871319
Position 4419: 0.006356754793117909
Position 14136: 0.005885907384044008
Position 2054: 0.005849487863545171
Position 5521: 0.005649907506746245
Position 455: 0.005466804567745152
Position 5361: 0.005395754373791884
Position 805: 0.005381477413164157
Position 11538: 0.005038741970557585
Position 2187: 0.00478550904204836
Position 5532: 0.0047507319181003226
Position 8282: 0.004538887247083324
Position 8864: 0.00431618025677264
Position 424: 0.004142884562444063
Position 9171: 0.003910480365867434
Position 6035: 0.003689930081681588
Position 118: 0.0036525308759766503
Position 7504: 0.0036057734876977004
Position 107: 0.003540869410846639
Position 2306: 0.0033570590524356837
Position 11197: 0.003297217471617227
Position 2115: 0.0025741019802635943
Position 9739: 0.0025669909299190145
Position 1594: 0.0025466036005521208
Position 302: 0.002521181978202842
Position 203: 0.002272339414348542
Position 5493: 0.0021508271268488276
Position 9202: 0.002144907118016277
Position 15759: 0.002122237692572372
Position 14003: 0.002008206180582206
Position 646: 0.001953925866040556
Position 15823: 0.0019119694894034558
Position 12043: 0.001701349594805164
Position 526: 0.0016650357917444274
Position 10304: 0.0015986763252584368
Position 15619: 0.001401427050186911
Position 9515: 0.0010799021287415773
Position 1357: 0.0010280017601749932
Position 5741: 0.0010002005584674155
Position 1023: 0.0008830915096908371
Position 1314: 0.0008614907633375266
Position 12183: 0.0007499866189150321
Position 12221: 0.0006556272540681465
Position 2033: 0.0006477940559869154
Position 11666: 0.000623645896447473
Position 9337: 0.0005245308171449889
Position 2334: 0.000443526798383528
Position 626: 0.0004418648678750131
Position 8143: 0.0004347331903642569
Position 514: 0.00041302250930198397
Position 431: 0.00038673344930731103
Position 393: 0.00037775410314016996
Position 11489: 0.00034248300225904655
Position 240: 0.0003347475883837303
Position 11402: 0.0003295742794147917
Position 167: 0.00025108090887049323
Position 619: 0.00010452601188603078
Position 122: 8.398326165983541e-05
Position 447: 6.715073525764507e-05
Position 102: 4.200505321152744e-05
Position 573: 3.901149464830497e-05
Position 565: 3.0177457607412818e-05
Position 11246: 2.5975966847831134e-05
Position 10956: 2.5025487756652815e-05
Position 382: 2.2207030613539877e-05
Position 29: 1.9312054432913564e-05
Position 772: 1.612475799538487e-05
Position 11186: 1.572389891146682e-05
Position 457: 1.4640725779577133e-05
Position 348: 1.177204622613311e-05
Position 729: 4.389191223927475e-06
Position 11111: 3.978431037895105e-06
Position 11175: 3.6709818409337076e-06
Position 387: 2.5236646327755275e-07
Position 395: 1.9981846215671627e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 10842: 0.9962465004998864
Position 6658: 0.9736639985707988
Position 2567: 0.8684229786462437
Position 15557: 0.7290033460840459
Position 12309: 0.7228423568169859
Position 13036: 0.337739641621073
Position 5492: 0.19997495476074367
Position 15282: 0.14826871305675812
Position 3716: 0.1350992632326535
Position 15191: 0.12408141377672634
Position 701: 0.10194641804518631
Position 1593: 0.09841018585588378
Position 2517: 0.0943999193451383
Position 1946: 0.08925336917318812
Position 9639: 0.0873126120563118
Position 1051: 0.08248093374434956
Position 11349: 0.07981528753799262
Position 5928: 0.06952953322731285
Position 5411: 0.06448900602004254
Position 13851: 0.06342083589902303
Position 1501: 0.059377128429861245
Position 5982: 0.04470325713837304
Position 14034: 0.04366938737120994
Position 12272: 0.04300567195596026
Position 8544: 0.03993005856468985
Position 9814: 0.03844528613217968
Position 1090: 0.03822523134084262
Position 5940: 0.03636384181413026
Position 3928: 0.033013271203252176
Position 12248: 0.03281073175495811
Position 10037: 0.03072356013355656
Position 1018: 0.02697424596289991
Position 1987: 0.02585684357616106
Position 12199: 0.025656976465061734
Position 3018: 0.02397373043603062
Position 9611: 0.020751705957619195
Position 13452: 0.017081948244228037
Position 16110: 0.015594713796495322
Position 3382: 0.015356573974360282
Position 13717: 0.014972645376365022
Position 1247: 0.013478137034193077
Position 8741: 0.012827195921777113
Position 14368: 0.01270712413758759
Position 804: 0.012488896831967675
Position 2006: 0.012464829825969338
Position 4770: 0.011169344375523296
Position 9625: 0.011117831995010666
Position 2372: 0.010442834260551254
Position 732: 0.009752380689086283
Position 5633: 0.009502665803161914
Position 2549: 0.009384072890233897
Position 2457: 0.00899162146690242
Position 9648: 0.008967738414873767
Position 3421: 0.008517977515999626
Position 689: 0.00842834930003092
Position 11145: 0.007745393706287088
Position 11633: 0.0074802825587189535
Position 9281: 0.007075716976217808
Position 14609: 0.007009980529918441
Position 3409: 0.006792159049676902
Position 8459: 0.006669174369430768
Position 12084: 0.006340616290594714
Position 6719: 0.006325600780703707
Position 3574: 0.006076198509500151
Position 9054: 0.0060459098933880635
Position 14254: 0.005826282582852686
Position 12618: 0.005550320740286253
Position 987: 0.005352834121624811
Position 13325: 0.005279602355221055
Position 9793: 0.005257833253832404
Position 8493: 0.005180495527810819
Position 2234: 0.004986472460090943
Position 8011: 0.004966828301244153
Position 1619: 0.004739398435155224
Position 14733: 0.0047035821936100095
Position 8498: 0.00432123876617393
Position 3529: 0.0041238098258059375
Position 13795: 0.003728236875080781
Position 816: 0.0036530925123982503
Position 12986: 0.003638975981727588
Position 5161: 0.003602836452936573
Position 4312: 0.00327068789558785
Position 5313: 0.003251565683829116
Position 5461: 0.0031741946386997177
Position 4284: 0.00308606689753006
Position 12254: 0.002996371493704903
Position 15168: 0.0029780393725717634
Position 12935: 0.0029429371380587984
Position 12695: 0.0028551982567888985
Position 11665: 0.0028292099304078723
Position 7410: 0.002749828839216216
Position 3326: 0.002584543534670441
Position 14756: 0.002467716362342422
Position 2742: 0.002434106137680087
Position 3901: 0.002366877448679974
Position 11105: 0.0021529848497087983
Position 11033: 0.0021278544833942007
Position 10011: 0.0020869201778304447
Position 12593: 0.0020727948398824862
Position 3462: 0.00204698862294822
Position 1289: 0.0019716255080761405
Position 9723: 0.001706150440999694
Position 11519: 0.0016326840116465218
Position 2168: 0.001434145268768329
Position 2919: 0.001363117409006463
Position 12746: 0.0013408242089308195
Position 3230: 0.0013228876363868601
Position 12120: 0.0012975889512283126
Position 902: 0.001296912257341023
Position 16007: 0.0012555814957849417
Position 3170: 0.0012419772598952945
Position 772: 0.0012098025005891446
Position 14426: 0.0011454731313387612
Position 5094: 0.0011353571548410226
Position 940: 0.0010626418535640174
Position 1597: 0.0010357274967831105
Position 13871: 0.0009329557237333546
Position 8264: 0.0008787413561995627
Position 5513: 0.0008655515916709037
Position 7467: 0.0008519099061037045
Position 2328: 0.0008340183217332764
Position 10722: 0.000814808464155912
Position 777: 0.0008142961380821325
Position 5520: 0.0007758945752482452
Position 11470: 0.0007033316262487219
Position 3740: 0.0006857920800492335
Position 11705: 0.0006581538663393114
Position 11326: 0.0006482739945757874
Position 646: 0.0006160387388176382
Position 11957: 0.0005641206330893992
Position 11242: 0.0005631084511294782
Position 1755: 0.0004986624179545468
Position 12464: 0.0004681188441557274
Position 559: 0.0004662975338196032
Position 13560: 0.0004515303768430828
Position 11277: 0.0004383235677487341
Position 586: 0.0003917282602165202
Position 2066: 0.000375343223293812
Position 12336: 0.00035849464339087367
Position 665: 0.00035790084357452704
Position 867: 0.00035090960006475326
Position 12719: 0.0003428050407596296
Position 12145: 0.00033295010067437383
Position 671: 0.00032832335247317147
Position 354: 0.0003194776000668467
Position 14158: 0.00031660831726891477
Position 12205: 0.00031257636126186017
Position 999: 0.0003109504824577768
Position 4730: 0.0003001449965597008
Position 11428: 0.0002479336253993774
Position 3140: 0.00024725830129879113
Position 3935: 0.0002352115673878699
Position 856: 0.00021589194647910384
Position 11983: 0.00020849401457756419
Position 11367: 0.00018068182862226876
Position 5132: 0.000179040635217735
Position 2762: 0.00016243824721348744
Position 2996: 0.00014414772414289394
Position 3192: 0.00014329809072157994
Position 3348: 0.00013021064747754273
Position 2688: 0.0001242986466395357
Position 3124: 0.0001047010299159817
Position 1356: 0.00010009889161896454
Position 12755: 9.438341225668262e-05
Position 3392: 9.417506233423472e-05
Position 1175: 8.804336695257604e-05
Position 3355: 8.489261190060526e-05
Position 3247: 8.085895696030128e-05
Position 1213: 7.503705182554378e-05
Position 906: 7.280360168629744e-05
Position 13088: 6.42102884278686e-05
Position 714: 6.299893335294456e-05
Position 414: 4.476466841196874e-05
Position 1178: 4.461392969285611e-05
Position 738: 4.206504092190608e-05
Position 3296: 3.889445418478782e-05
Position 3064: 3.540423638255818e-05
Position 3088: 3.334841788190178e-05
Position 3093: 3.0075796832277013e-05
Position 3059: 2.5938128548157024e-05
Position 11153: 2.468136470660734e-05
Position 11214: 2.3076738171795117e-05
Position 933: 2.175801287003405e-05
Position 969: 1.91682046625312e-05
Position 1439: 1.8540112057550202e-05
Position 11057: 1.779096831890985e-05
Position 935: 1.397727164254959e-05
Position 2891: 1.2434988537601169e-05
Position 752: 1.1369582831653137e-05
Position 423: 1.0500822367400466e-05
Position 11128: 1.0316761023489891e-05
Position 633: 1.0029924167133503e-05
Position 9012: 9.477590495648308e-06
Position 864: 7.888032236422714e-06
Position 403: 6.3480452006082794e-06
Position 921: 5.026842851412821e-06
Position 565: 4.643283763845396e-06
Position 13386: 4.404628789366145e-06
Position 11489: 4.221414044116182e-06
Position 947: 4.154919823383125e-06
Position 1112: 4.096957609583385e-06
Position 7377: 4.0347423777802685e-06
Position 1774: 3.562663722451537e-06
Position 8656: 3.1899289564727754e-06
Position 8230: 3.1174079561996995e-06
Position 8644: 2.69149507294634e-06
Position 3098: 2.2184312939981645e-06
Position 649: 2.086538783800561e-06
Position 744: 1.8529490682370095e-06
Position 11392: 9.165068075898092e-07
Position 378: 1.6978614607792863e-07
Position 1626: 7.543978524709524e-08
Position 317: 4.4720989048895105e-09
