Gene = Fadd
index = 392
Annotated 5SS: [360]
Annotated 3SS: [1602]
SMsplice 5SS: [ 360 1066 1737]
SMsplice 3SS: [1009 1602 2294]
top_k =  500
Partition function (log Z): -3.77279251464454

Sorted 5' Splice Sites (High to Low Probability):
Position 360: 0.9822317886000242
Position 1737: 0.9295185461332842
Position 1066: 0.6521055354627948
Position 164: 0.1343879758816172
Position 1280: 0.10557625917540263
Position 4028: 0.0982727059084956
Position 25: 0.06816344103037883
Position 4145: 0.03736515898923272
Position 2383: 0.03320771573186654
Position 2430: 0.02684329372700247
Position 1272: 0.017220008384177324
Position 1098: 0.013970584458110814
Position 627: 0.010918227482409787
Position 1149: 0.008550433589843726
Position 633: 0.008499734219556923
Position 522: 0.007903099566543092
Position 1729: 0.00759755026014855
Position 1125: 0.005507104266329628
Position 1866: 0.004604626574303995
Position 598: 0.002493492446936615
Position 4571: 0.002442342699659401
Position 2404: 0.0023260707064127867
Position 145: 0.001533712728023505
Position 1876: 0.0014741599057262723
Position 604: 0.0013918563379660552
Position 1287: 0.0013536747331351863
Position 3608: 0.0011974252838132604
Position 1445: 0.0011413331835305627
Position 2119: 0.0010830481929307958
Position 2170: 0.0009945896115803208
Position 1547: 0.0009405194197953423
Position 1047: 0.0008704834027862841
Position 656: 0.0007706695073723612
Position 215: 0.0007376210362943161
Position 886: 0.0006375767455236706
Position 89: 0.0006311217096380263
Position 1257: 0.0005349256202852317
Position 1677: 0.000524672953131102
Position 482: 0.0005012168162628031
Position 1712: 0.0004791834926154564
Position 1156: 0.00041753644712927494
Position 118: 0.0004031304537425331
Position 3391: 0.00038816485285053144
Position 2043: 0.00036400682125954084
Position 509: 0.0003605686277842328
Position 1068: 0.00035837687463613894
Position 63: 0.00035389342158438257
Position 1070: 0.00033098597978257804
Position 4959: 0.00032779886639610327
Position 1504: 0.0003249020833025022
Position 760: 0.00028033459941430403
Position 1455: 0.00027316402633227626
Position 1096: 0.00025282502688898017
Position 106: 0.00022482326241018302
Position 1225: 0.0001847699472105898
Position 779: 0.00014920779663734292
Position 979: 0.00011748881157435864
Position 661: 0.00010624555845385352
Position 1129: 0.00010233242676171594
Position 151: 9.679451560749731e-05
Position 2074: 8.237587374142165e-05
Position 1996: 8.085781948556444e-05
Position 805: 8.056232723976307e-05
Position 688: 7.682759858333038e-05
Position 646: 6.0807117234250345e-05
Position 789: 5.273371315483423e-05
Position 1326: 4.842688310676547e-05
Position 546: 4.2874173165364626e-05
Position 37: 4.175240338330468e-05
Position 1247: 3.992842205454907e-05
Position 188: 2.976775722171514e-05
Position 1800: 2.927276037462389e-05
Position 1833: 2.7624798740388282e-05
Position 268: 1.4106864019049897e-05
Position 841: 1.3023099551900322e-05
Position 1986: 1.2483399776209999e-05
Position 703: 1.2182686139168238e-05
Position 2066: 1.2023689211493303e-05
Position 767: 1.039963355926116e-05
Position 705: 1.0153698817792101e-05
Position 570: 9.846171204856902e-06
Position 798: 8.499644264718997e-06
Position 195: 7.98221748993865e-06
Position 774: 6.0277637690272544e-06
Position 208: 5.0149056099321e-06
Position 638: 4.78524646823451e-06
Position 750: 4.297551550744542e-06
Position 772: 4.210078676166316e-06
Position 1788: 4.901005903032844e-07
Position 1845: 2.385826346880897e-07
Position 1723: 1.7002715260497823e-07
Position 1250: 9.648638718001738e-09
Position 401: 7.116537240254511e-09
Position 963: 5.217315477166716e-09
Position 526: 1.7147776257631392e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 1602: 0.9537757280398717
Position 1009: 0.709879344742377
Position 2294: 0.18012673255044837
Position 4176: 0.17529316434611206
Position 229: 0.14255573978488595
Position 5098: 0.13629014367109493
Position 1923: 0.10825452777492098
Position 1141: 0.10391320651656318
Position 3757: 0.08312491940576183
Position 3943: 0.0581087711029457
Position 4365: 0.04107708541075843
Position 3915: 0.0395841067551605
Position 4071: 0.038760868130736266
Position 114: 0.03758486961007278
Position 3433: 0.03512743820955727
Position 3982: 0.0342770231497041
Position 3203: 0.02648903013311167
Position 3065: 0.02439397807738089
Position 501: 0.017474669583142644
Position 4336: 0.01667120896973185
Position 4026: 0.01614021766852957
Position 4410: 0.012645785603012997
Position 1610: 0.011774781706813318
Position 3661: 0.011135517404351317
Position 2012: 0.008852672897743946
Position 3709: 0.007518710633230816
Position 3665: 0.007448705253540229
Position 2037: 0.0074206866080468396
Position 3361: 0.0071745474998980135
Position 1822: 0.007061776693885456
Position 3876: 0.00665088448117603
Position 438: 0.0065961585818858776
Position 3812: 0.006590146391515473
Position 546: 0.0062901527237065194
Position 2167: 0.004857423665677027
Position 2057: 0.004844579448288925
Position 2667: 0.004447201766087929
Position 304: 0.004433823313958997
Position 4246: 0.004335779137743193
Position 3464: 0.003999548848329682
Position 226: 0.003966146225641308
Position 4186: 0.003939170758584268
Position 3227: 0.00363044299069298
Position 3110: 0.00291646024261773
Position 3469: 0.0027769677953136396
Position 4118: 0.0027421585190794484
Position 3545: 0.002692103235833054
Position 2715: 0.0026747583832538455
Position 4958: 0.002668705198194032
Position 1364: 0.0025306128370784923
Position 2810: 0.002432097202345738
Position 4091: 0.00216824686816843
Position 1186: 0.002150762870238657
Position 2965: 0.002120912044608545
Position 2818: 0.002000089580681877
Position 4856: 0.0017367475487787274
Position 691: 0.0015329541769064162
Position 2483: 0.0014774761863033169
Position 1955: 0.0014514690737761544
Position 808: 0.0013424950301581884
Position 467: 0.0011791164538738708
Position 1214: 0.0010487164760672272
Position 2718: 0.0010142657921478006
Position 2169: 0.0009895973122511711
Position 2224: 0.0009281329030959903
Position 1945: 0.0008945991368220344
Position 268: 0.0008835605339157663
Position 1805: 0.0008306212086033143
Position 1893: 0.0007861611511239229
Position 3440: 0.0007549404345151653
Position 160: 0.0007437472085400427
Position 1989: 0.0006606294371677938
Position 3680: 0.0006151666127067857
Position 789: 0.0006101459735471156
Position 1017: 0.0005464229403577191
Position 3042: 0.0005029156662053646
Position 730: 0.0004923187542932922
Position 2513: 0.0004583536421625071
Position 2257: 0.00041955983343007426
Position 2629: 0.00038350070734264604
Position 1521: 0.0003759186643360523
Position 765: 0.00037577450207256917
Position 3232: 0.0003539807688264113
Position 3338: 0.00035216287936658817
Position 2189: 0.0003494795470628279
Position 193: 0.0003174738702520184
Position 2645: 0.00030983768456089195
Position 2462: 0.0002880465886050015
Position 841: 0.00027352885101889076
Position 2680: 0.0002569495533891787
Position 2186: 0.00024349387281470485
Position 2329: 0.00021023455936660307
Position 3984: 0.00019759620578743838
Position 1900: 0.00018399362743855863
Position 241: 0.00018091239852103462
Position 474: 0.0001778428991980994
Position 627: 0.00015272663600996407
Position 1408: 0.0001407749804327253
Position 145: 0.00012353916048980028
Position 954: 9.77778109057999e-05
Position 520: 9.539685688677163e-05
Position 1149: 9.104314794648283e-05
Position 962: 8.611426547166292e-05
Position 1174: 8.454111070773314e-05
Position 184: 7.97566693747667e-05
Position 562: 7.637370222972627e-05
Position 972: 6.0986281220774486e-05
Position 508: 4.923581698549519e-05
Position 1474: 4.8363371360516615e-05
Position 1030: 4.3554044733369525e-05
Position 1211: 4.304139840215944e-05
Position 178: 4.105954807627141e-05
Position 1114: 4.102223149438082e-05
Position 570: 3.987565818683246e-05
Position 1550: 3.980633847727636e-05
Position 1458: 2.8843315892904602e-05
Position 1455: 2.239410698094338e-05
Position 1676: 2.1627305794712538e-05
Position 590: 2.0338123902663483e-05
Position 139: 1.8910471517304358e-05
Position 1429: 1.4078882918653018e-05
Position 481: 1.0349873965092691e-05
Position 1371: 5.498951928617654e-06
Position 810: 4.7055950319809435e-06
Position 1573: 4.190786713766774e-06
Position 168: 4.039163947136761e-06
Position 711: 3.660345819691678e-06
Position 322: 3.4913898703131456e-06
Position 944: 3.3131500135074114e-06
Position 815: 3.215773596145519e-06
Position 895: 2.6736772417176553e-06
Position 1378: 2.6283380016999605e-06
Position 889: 2.627457856402902e-06
Position 1393: 2.5377370604763133e-06
Position 871: 2.220843952482105e-06
Position 735: 2.158556271624245e-06
Position 1485: 2.1526264622715465e-06
Position 767: 1.893699323316842e-06
Position 1528: 1.6330835997749926e-06
Position 1266: 1.1413169375888466e-06
Position 1480: 1.0724035517425438e-06
Position 1036: 1.0008207545833312e-06
Position 772: 9.22246730126706e-07
Position 195: 9.897093589326522e-08
Position 355: 6.206542083822021e-08
Position 401: 1.8001649193622525e-09
Position 631: 1.41435476537932e-09
Position 359: 4.797101385160213e-10
Position 389: 2.0228332904891334e-11
Position 367: 5.251364841943364e-19
