Gene = Cln3
index = 268
Annotated 5SS: [  523  1644  2515  2818  3054  4172  5025  5485  5674  6417  6645  8009
 10328 10474 10615 10824 13347]
Annotated 3SS: [ 1536  2369  2720  2974  4074  4952  5404  5587  6343  6500  7895 10280
 10404 10558 10729 13205 13430]
SMsplice 5SS: [  523  1644  2515  3054  4172  5025  6417  6645  8009 10632 10824 13347]
SMsplice 3SS: [ 1536  2369  2974  4074  4952  6343  6500  7895 10558 10729 13205 13430]
top_k =  500
Partition function (log Z): 15.204695187173655

Sorted 5' Splice Sites (High to Low Probability):
Position 10824: 0.9674408880306068
Position 1644: 0.9663949248193496
Position 5025: 0.9644577616690645
Position 3054: 0.9083035267025549
Position 2515: 0.8867453996091663
Position 8009: 0.8641472260794044
Position 6645: 0.8217870445339358
Position 10632: 0.7550831468127717
Position 13347: 0.7286835960238035
Position 523: 0.6824449744999266
Position 4172: 0.46852183502356237
Position 6417: 0.4151588968235783
Position 5674: 0.4067270780425825
Position 2818: 0.3858940260431665
Position 10474: 0.3274973827860317
Position 6871: 0.3091237162879732
Position 4207: 0.2997409869199769
Position 4591: 0.27144635869457173
Position 218: 0.26148956920206035
Position 82: 0.24701193959763515
Position 10615: 0.20980012785352206
Position 3699: 0.20102837899625628
Position 5485: 0.1858053759783085
Position 3911: 0.1846862601111154
Position 3811: 0.15708021133000566
Position 4203: 0.0894223989201069
Position 12667: 0.07512355014050852
Position 415: 0.06720735199081794
Position 2453: 0.06487721470798807
Position 4176: 0.06072522307238697
Position 6527: 0.05905961604300286
Position 998: 0.04514189068744981
Position 1401: 0.04452830737076949
Position 4418: 0.040476401803460786
Position 10416: 0.0384319987554452
Position 13897: 0.033647836911686206
Position 10328: 0.032489263537705475
Position 13286: 0.03182377021554106
Position 4625: 0.01907809616172152
Position 2197: 0.019049411345475786
Position 13303: 0.01660473322935705
Position 5193: 0.01602139612979652
Position 12605: 0.015995218662388597
Position 3655: 0.015860498658836042
Position 2941: 0.015416130323354774
Position 1450: 0.015366918639946221
Position 4605: 0.013552964120924046
Position 4028: 0.013321711351623003
Position 5601: 0.01199657954410137
Position 4392: 0.011139372617408197
Position 13471: 0.011127411715180622
Position 4238: 0.009169200573030934
Position 697: 0.008642484630162315
Position 1099: 0.008528616300925284
Position 3668: 0.008485439251168451
Position 10977: 0.008050949973085452
Position 13317: 0.007344874673781102
Position 5226: 0.0071205889953823275
Position 1677: 0.006720430495365117
Position 2413: 0.006275828563474027
Position 1323: 0.0060661994871049315
Position 12593: 0.005492469950787257
Position 9961: 0.005456205001272506
Position 4673: 0.004957841414587022
Position 813: 0.0046676399228687765
Position 2076: 0.0038741036633948857
Position 4211: 0.0037397627977531628
Position 4011: 0.0037214495345565413
Position 1934: 0.0032941540525707504
Position 5037: 0.003263354548085956
Position 2072: 0.003006368216640046
Position 11284: 0.0029834953294152733
Position 4476: 0.002701334180246704
Position 6317: 0.002481936146427082
Position 267: 0.0021469662555275142
Position 3586: 0.002063686382771222
Position 481: 0.0019432864250159528
Position 1212: 0.0019205599461371225
Position 5071: 0.001885281926972723
Position 12757: 0.0018786637222221116
Position 5323: 0.0018101796337048545
Position 3181: 0.0017613288982183883
Position 2463: 0.0014641656381948445
Position 5651: 0.0013698915214145659
Position 10639: 0.0013357579164401379
Position 13371: 0.00126353033693873
Position 1196: 0.0011901880661039446
Position 3043: 0.0011873273183251544
Position 12709: 0.0011259288035767316
Position 5157: 0.0011214169843618094
Position 1672: 0.0011054192033306202
Position 5595: 0.0009902597490255858
Position 5491: 0.0009142121166213602
Position 582: 0.0009019388089274455
Position 864: 0.0008685603778980742
Position 13657: 0.0008023965819499024
Position 4746: 0.0007930716208624114
Position 2497: 0.000779415154730345
Position 5678: 0.0007688167517826254
Position 11460: 0.0007458586530430689
Position 5516: 0.0006981184705273934
Position 3541: 0.000694430151144836
Position 2152: 0.0006630143973051098
Position 1252: 0.0006401577957099114
Position 586: 0.0006383865169726985
Position 1914: 0.000591582347083256
Position 2174: 0.0005657258046292062
Position 2002: 0.0005491110829879699
Position 11689: 0.0004804343960591025
Position 2435: 0.00047179101913460535
Position 10796: 0.00045480258836098594
Position 5554: 0.00045031786120258536
Position 681: 0.00040835600695091355
Position 5179: 0.00037845825032098586
Position 13824: 0.0003584617777384261
Position 3734: 0.00035576900420750785
Position 4485: 0.000343975400090041
Position 728: 0.0003420650432545768
Position 62: 0.00033502360950560223
Position 2147: 0.0003271656994704538
Position 4471: 0.00031237038418240135
Position 10354: 0.0002887935987863756
Position 10753: 0.00027610576849304184
Position 1013: 0.00027345067520055574
Position 5029: 0.00027293975663085176
Position 1826: 0.0002636236546730579
Position 10606: 0.000260127101915894
Position 3255: 0.0002497540565050405
Position 164: 0.00022468102079238123
Position 849: 0.00021467955245004392
Position 111: 0.00021102040552250012
Position 819: 0.00021061415541873493
Position 1964: 0.0001901011831622614
Position 3708: 0.00017553140254612971
Position 166: 0.0001479463635669761
Position 5134: 0.00013871210420802525
Position 12649: 0.0001361668720845575
Position 86: 0.0001332606039689698
Position 3080: 0.00012742118277239513
Position 4436: 0.00011447141019858435
Position 309: 8.045945004009626e-05
Position 10432: 6.880727675734529e-05
Position 3288: 6.719735234274763e-05
Position 2822: 6.58554185531646e-05
Position 3521: 6.495385462137004e-05
Position 257: 5.263297512792458e-05
Position 3260: 5.135424375973741e-05
Position 40: 4.057825210679075e-05
Position 3009: 3.665369781124183e-05
