Gene = Gar1
index = 421
Annotated 5SS: [ 279  802 2060 2492 4573 5849]
Annotated 3SS: [ 542 1904 2431 4421 5779 6186]
SMsplice 5SS: [ 279 2077 4573]
SMsplice 3SS: [1904 4421 5779]
top_k =  500
Partition function (log Z): -3.2566216700777098

Sorted 5' Splice Sites (High to Low Probability):
Position 4573: 0.9337907119514148
Position 2077: 0.6534449158532163
Position 279: 0.6217943133850649
Position 5849: 0.5584495966592019
Position 106: 0.4085508914185081
Position 802: 0.38094692928367463
Position 3251: 0.25614577177020104
Position 4933: 0.23402283864223625
Position 1973: 0.07600004748581222
Position 1637: 0.03350063687262026
Position 5127: 0.032920472740550086
Position 5367: 0.03273228733452654
Position 2492: 0.031900346296955824
Position 4957: 0.027915267568241805
Position 2060: 0.02786633380382093
Position 1625: 0.02114331511249748
Position 3669: 0.020648068809111967
Position 1607: 0.01736955636780161
Position 41: 0.015572697541154257
Position 305: 0.011114489104123904
Position 957: 0.00821886550723887
Position 132: 0.00548692549518002
Position 5577: 0.005209220017305747
Position 1352: 0.003925200676077183
Position 180: 0.0036965635235556827
Position 1677: 0.003435492517359374
Position 6077: 0.003064145480107524
Position 1370: 0.002856529630198621
Position 211: 0.0025519321262247327
Position 4570: 0.001809284026751546
Position 4583: 0.0015888313560851808
Position 4558: 0.001384068948099931
Position 5661: 0.0013462997691618358
Position 6013: 0.0013113219141389272
Position 1339: 0.001217424606801869
Position 574: 0.0011888636810666192
Position 5460: 0.001054338887370481
Position 4918: 0.0009392727086391972
Position 1861: 0.0008638549465555484
Position 5834: 0.0004958693521194802
Position 4897: 0.0004514218462615101
Position 4257: 0.00043456346320561336
Position 1753: 0.00041420304655689097
Position 2018: 0.0003751408448705909
Position 1485: 0.0002833629492678491
Position 5807: 0.00026865381829898585
Position 5887: 0.0002541125515460984
Position 1046: 0.00021180928016480298
Position 4480: 0.0001997719188894725
Position 87: 0.00018684558356244716
Position 3623: 0.00015450750036961203
Position 2027: 0.0001459022823050374
Position 3499: 0.00011327096197148182
Position 4525: 6.903089786798865e-05
Position 1994: 5.781839705374131e-05
Position 228: 4.9574640533091353e-05
Position 283: 3.256555449771738e-05
Position 21: 2.5343243533252068e-05
Position 199: 2.4626891797776306e-05
Position 271: 2.394787238841913e-05
Position 419: 1.810459654840918e-05
Position 127: 1.7627084066656752e-05
Position 57: 1.3356878673130262e-05
Position 462: 1.0211779310955778e-05
Position 366: 9.367311932351651e-06
Position 332: 9.278685608534928e-06
Position 92: 8.789709001345865e-06
Position 673: 8.188969071826311e-06
Position 450: 7.9352130457424e-06
Position 32: 7.934698152498363e-06
Position 352: 7.495761249344468e-06
Position 135: 5.373052226817131e-06
Position 417: 4.333388341842976e-06
Position 509: 4.158535630803461e-06
Position 94: 3.617646227614659e-06
Position 440: 3.2058675172914004e-06
Position 427: 3.167034582487451e-06
Position 75: 2.839785855423071e-06
Position 230: 1.1175529814475548e-06
Position 793: 9.516381690782276e-07
Position 369: 5.861268777761029e-07
Position 113: 4.1620783416953097e-07
Position 175: 2.2297492909587044e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 5779: 0.9499173956680499
Position 1904: 0.7281279287431586
Position 4421: 0.6713864774826942
Position 6186: 0.4162030393579191
Position 542: 0.26836489472235747
Position 4457: 0.22302512818289358
Position 4813: 0.20452674073475194
Position 3136: 0.18644275070380412
Position 175: 0.12266795071936339
Position 5925: 0.0815197667392051
Position 1451: 0.05191100854291642
Position 3070: 0.041073618235573046
Position 4896: 0.0341159869282296
Position 6001: 0.03141227089049335
Position 5303: 0.030668750714266314
Position 4243: 0.027926973328186635
Position 573: 0.027560474573696498
Position 4745: 0.02272926340249745
Position 1417: 0.01784950677476042
Position 3518: 0.017037948755377993
Position 6123: 0.014994317997602324
Position 5958: 0.014731964627083923
Position 5711: 0.014429281072494072
Position 4168: 0.01432014421447938
Position 4877: 0.013798700053546515
