Gene = Ssr2
index = 1032
Annotated 5SS: [  79  427 1465 4278 7335]
Annotated 3SS: [ 271 1365 4168 7256 8272]
SMsplice 5SS: [  79  427 1431 4278]
SMsplice 3SS: [ 271 1365 4191 6932]
top_k =  500
Partition function (log Z): -0.24786029855659608

Sorted 5' Splice Sites (High to Low Probability):
Position 4278: 0.9809552962362988
Position 427: 0.9596412490878699
Position 79: 0.9425132712069253
Position 1431: 0.44165503961555724
Position 2058: 0.27767045016522474
Position 1760: 0.27038429027738653
Position 1487: 0.2595643047096028
Position 1465: 0.24915612330219317
Position 1829: 0.18204803058468846
Position 7335: 0.07835640638896477
Position 2123: 0.0762110803834225
Position 5522: 0.06466668586541534
Position 7216: 0.04305228430777866
Position 1123: 0.03445689848180058
Position 6632: 0.029692975694966275
Position 7883: 0.02862902454673692
Position 2644: 0.025073309397377123
Position 1135: 0.015780791313695974
Position 742: 0.010563834843106414
Position 1179: 0.010071865354061021
Position 6260: 0.009396431381435281
Position 4790: 0.00921667246347007
Position 548: 0.0079093197237757
Position 5252: 0.0070606200113826545
Position 140: 0.005588700051656936
Position 544: 0.004886648010563434
Position 1677: 0.004380930894428439
Position 5237: 0.0039585843464508465
Position 1836: 0.003146530184445628
Position 1783: 0.003006504130631683
Position 1598: 0.0027247268876590854
Position 8421: 0.002588837422860205
Position 6253: 0.001885477298471357
Position 475: 0.0013407906737321457
Position 1553: 0.0007081535930639906
Position 7159: 0.0007030818120047903
Position 612: 0.000671083232114075
Position 1743: 0.0006248770620165811
Position 1105: 0.0005355606330342773
Position 5038: 0.0004812278320098397
Position 41: 0.00048085258677344416
Position 1624: 0.00037863967908901484
Position 4784: 0.00036460574472797677
Position 628: 0.0003548980328482684
Position 227: 0.0003510265403843689
Position 1484: 0.00028828257572655394
Position 467: 0.00026756003753513886
Position 528: 0.00025056983868136624
Position 2043: 0.00021563144107602733
Position 7040: 0.0001680891425702601
Position 1424: 0.00016310915950883267
Position 70: 0.00012608802891989022
Position 719: 0.00010905005406526417
Position 1244: 0.00010008019683114161
Position 440: 9.98521334159201e-05
Position 540: 9.669296464278654e-05
Position 490: 9.568541927010904e-05
Position 196: 9.187698090417352e-05
Position 6: 7.715064583066407e-05
Position 194: 6.96073463511641e-05
Position 1139: 6.588172215659029e-05
Position 5241: 6.40937454549341e-05
Position 13: 4.616350823901918e-05
Position 2245: 4.600734991432063e-05
Position 311: 4.599153779116585e-05
Position 30: 3.658704660069726e-05
Position 242: 3.614239835212358e-05
Position 108: 3.5077496464638595e-05
Position 1587: 2.892360168289582e-05
Position 48: 2.2270319423230035e-05
Position 416: 1.4301968151147143e-05
Position 552: 1.3289134834773568e-05
Position 287: 8.635615804589173e-06
Position 83: 8.380842537966406e-06
Position 152: 7.567974467253302e-06
Position 1259: 7.233010814934223e-06
Position 225: 3.4910964489140482e-06
Position 44: 3.209390521168026e-06
Position 503: 2.4370859728715066e-06
Position 304: 2.249427627231361e-06
Position 63: 2.1702093290945173e-06
Position 33: 1.6188943107893066e-06
Position 520: 1.2613027497015106e-06
Position 400: 1.0152563547829766e-06
Position 293: 6.150828440708902e-07
Position 315: 2.785197811512061e-07
Position 902: 2.0793078132157162e-07
Position 535: 1.302125217979429e-07
Position 290: 1.2767993754850277e-07
Position 2060: 1.0819819367221898e-07
Position 295: 1.0596589022508504e-07
Position 727: 6.879098245331753e-08
Position 542: 4.341432190397873e-08
Position 717: 2.3974484325322563e-08
