Gene = Aspdh
index = 145
Annotated 5SS: [ 145  844 1165 1423 1715 1943]
Annotated 3SS: [ 698 1079 1272 1493 1787 2251]
SMsplice 5SS: [ 145  844 1165 1423]
SMsplice 3SS: [ 698 1079 1272 2251]
top_k =  500
Partition function (log Z): -0.9488378361190384

Sorted 5' Splice Sites (High to Low Probability):
Position 1423: 0.9192810750202581
Position 844: 0.8323111951929711
Position 145: 0.6668278958358801
Position 1165: 0.5401976926987038
Position 1185: 0.38504094346206125
Position 1715: 0.2611480568182975
Position 117: 0.2299185955730125
Position 986: 0.09323372633805348
Position 1943: 0.07065963950194482
Position 149: 0.06392953295961437
Position 1599: 0.05113885381867452
Position 91: 0.018212693786896498
Position 1455: 0.016196181212360793
Position 126: 0.008571892227405701
Position 365: 0.00838238555120355
Position 1844: 0.006036618662394263
Position 64: 0.003617076316869756
Position 1564: 0.0029207736671704697
Position 2147: 0.002340970662800901
Position 1964: 0.001680070961860102
Position 1728: 0.0015674203142863406
Position 1273: 0.0014472243497539628
Position 24: 0.0012972480840382065
Position 1695: 0.0010337204971495096
Position 1974: 0.0006923392158646061
Position 607: 0.0006441985589148554
Position 319: 0.0005544809094865911
Position 592: 0.0004911903204573493
Position 490: 0.0004176682647767873
Position 105: 0.0003061249034672861
Position 123: 0.0002618168190434415
Position 922: 0.0002517347392945234
Position 1603: 0.00023351607141763642
Position 1567: 0.00020136829344749726
Position 504: 0.00019332640079515253
Position 166: 0.00016970850814292644
Position 771: 0.00010125912015580603
Position 1226: 9.69781207221544e-05
Position 1998: 9.187840667595671e-05
Position 795: 8.927297504414812e-05
Position 337: 8.567760659981484e-05
Position 1189: 8.175836082577799e-05
Position 1581: 6.664690186102423e-05
Position 895: 4.3412895249531636e-05
Position 452: 3.3481729083031144e-05
Position 928: 3.2352652000188565e-05
Position 1096: 3.0066513224199694e-05
Position 1732: 2.9470111988585456e-05
Position 655: 2.8401007072989216e-05
Position 797: 2.6127215089388655e-05
Position 456: 2.5347092021299505e-05
Position 454: 2.4924296913560484e-05
Position 277: 2.4418444133977726e-05
Position 486: 2.2853700927317675e-05
Position 599: 2.27621147575139e-05
Position 544: 1.5912284461657845e-05
Position 555: 1.4565056137075654e-05
Position 1102: 1.3200518466059489e-05
Position 287: 1.214468832270561e-05
Position 710: 1.0550493187353106e-05
Position 1382: 1.0302829368355664e-05
Position 536: 9.76478658953953e-06
Position 71: 8.363750984071173e-06
Position 14: 8.323521316164234e-06
Position 893: 6.864534896152279e-06
Position 712: 5.675850618423291e-06
Position 1684: 4.89928142609962e-06
Position 192: 4.569990161959134e-06
Position 307: 4.550732972439729e-06
Position 3: 3.914634422525639e-06
Position 285: 3.2885335685790535e-06
Position 424: 2.61470681671651e-06
Position 369: 2.201973769783488e-06
Position 703: 2.0772682326215405e-06
Position 559: 2.0373697608821037e-06
Position 305: 1.987513295152778e-06
Position 508: 1.8068075116065735e-06
Position 343: 1.7061245757557393e-06
Position 474: 1.6540832470454898e-06
Position 466: 1.594543134790387e-06
Position 480: 1.5407574323478858e-06
Position 373: 1.3850258610215455e-06
Position 551: 1.2745630088915603e-06
Position 1357: 9.284362884144827e-07
Position 689: 2.6978273638210445e-07
Position 1353: 2.8873538479444192e-08
Position 379: 2.2303607709305162e-09
Position 356: 1.924736080363709e-09
Position 428: 1.8080944932696126e-09
Position 458: 1.6200140109796723e-09
Position 460: 1.5221571831216515e-09
Position 183: 1.257482414789661e-09
Position 472: 5.777179145661673e-10
Position 1199: 1.2222140927418177e-11
Position 494: 2.6001646973103338e-12
Position 496: 1.147471750546569e-12
Position 521: 1.1138802472965939e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 1079: 0.9074114831307343
Position 1272: 0.7918662040975176
Position 2251: 0.6672111297397584
Position 698: 0.6453487023050416
Position 1493: 0.3756208720258755
Position 1787: 0.17930006131500195
Position 730: 0.08517453898551978
Position 1288: 0.06886009058917827
Position 814: 0.06430653586020738
Position 681: 0.0407241390118275
Position 2041: 0.036454144537803566
Position 980: 0.03455152638247708
Position 535: 0.030273106068915596
Position 2113: 0.02933459511441906
Position 2232: 0.027686428252610737
Position 1309: 0.025679062652909146
Position 1302: 0.020298457084380644
Position 703: 0.018126331978698167
Position 2094: 0.015802780866243767
Position 1871: 0.015133757398909386
Position 606: 0.014364857110642665
Position 1366: 0.009109350620260788
Position 1921: 0.008881338572701252
Position 645: 0.00806967770412716
Position 1714: 0.0064124130268016985
Position 1050: 0.005503610010677488
Position 1669: 0.005230400317999182
Position 984: 0.00495258364668017
Position 1647: 0.003983748657348868
Position 1843: 0.003488739852032026
Position 1541: 0.003476990140898931
Position 230: 0.0032415379789243253
Position 1495: 0.0031948219800187337
Position 198: 0.0028086256495353625
Position 1314: 0.0027172870938698256
Position 791: 0.002693938791647434
Position 1185: 0.0025280175363522014
Position 1335: 0.002026022418487942
Position 1581: 0.001958759856014179
Position 843: 0.0018667769074084718
Position 1099: 0.0018349600115665945
Position 2054: 0.0015685853907450135
Position 737: 0.0010240401286972284
Position 928: 0.0010051397309526503
Position 1223: 0.0009938095604504207
Position 1317: 0.0009681628693612003
Position 1557: 0.0007350969280689848
Position 1988: 0.0006541286882187429
Position 1564: 0.0006467565067674223
Position 899: 0.0005257075831224384
Position 336: 0.0005149605206369171
Position 2017: 0.0004918923846234595
Position 1834: 0.00048783784773317584
Position 1740: 0.00048288605174683297
Position 1015: 0.0003651751218119003
Position 1102: 0.00035355580155078
Position 1029: 0.0003475207193985531
Position 922: 0.0003168897995084024
Position 2273: 0.0002933357297636661
Position 1674: 0.00028854719173635385
Position 948: 0.00028712092358575754
Position 1382: 0.0002851038879508256
Position 1226: 0.00028139093219788075
Position 1825: 0.00025133097633468505
Position 1422: 0.00024125317682948365
Position 1326: 0.00018530912666850843
Position 838: 0.00014474137374578087
Position 364: 0.00013843555043360227
Position 2345: 0.00010433594872610551
Position 1311: 0.00010211857545363848
Position 2262: 9.564446192435926e-05
Position 864: 9.081892375885916e-05
Position 858: 8.04176735609998e-05
Position 749: 7.837666333019268e-05
Position 821: 7.075752196427566e-05
Position 238: 6.809198754944657e-05
Position 1934: 5.464994072802703e-05
Position 1850: 4.478805971984997e-05
Position 1951: 4.4281037492653843e-05
Position 875: 3.1942454685633816e-05
Position 1445: 2.618591193387354e-05
Position 990: 2.332054367847844e-05
Position 1032: 2.204802113212365e-05
Position 1387: 1.9851494777556342e-05
Position 1567: 1.8600913661432574e-05
Position 861: 1.839659677825839e-05
Position 243: 1.5156837288404352e-05
Position 1414: 1.4866911961746731e-05
