Gene = Pdcd6ip
index = 804
Annotated 5SS: [  361  8291 10754 16807 18685 20635 22953 28307 29954 33935 35557 36503
 45991 47314 48429 51174 52243]
Annotated 3SS: [ 8235 10683 16678 18530 20533 22835 28083 29829 33756 35444 36332 45741
 47178 48333 51049 52051 53151]
SMsplice 5SS: [  361  3739  8291 16807 18685 20635 22953 28307 29954 33935 35557 36503
 45991 47314 48429 49358 51183 52243]
SMsplice 3SS: [ 3583  8235 16678 18530 20533 22835 28083 29829 33756 35444 36332 45741
 47178 48333 49298 51105 52051 53151]
top_k =  500
Partition function (log Z): -35.650311092642696

Sorted 5' Splice Sites (High to Low Probability):
Position 361: 0.8720338231283771
Position 3739: 0.8349688775578077
Position 8291: 0.7888451800280054
Position 6662: 0.31016876933865095
Position 798: 0.23579763954984628
Position 7399: 0.13527375232810307
Position 5479: 0.11775123558688064
Position 986: 0.10965514044863794
Position 4134: 0.07193009290201578
Position 1539: 0.0509469037657571
Position 10754: 0.02870359361665032
Position 522: 0.0273566661555384
Position 7344: 0.019999425485268067
Position 5570: 0.019483567254466993
Position 7005: 0.016893932226342633
Position 4880: 0.01669973686245918
Position 194: 0.0165346618581312
Position 7018: 0.016166174424469888
Position 2087: 0.012884042038671158
Position 3093: 0.01094279827737016
Position 2312: 0.010305147829462711
Position 5199: 0.010196714052606106
Position 215: 0.007540468302112957
Position 6504: 0.0063462485380524625
Position 772: 0.003878000034254678
Position 6900: 0.0033046487288811723
Position 5610: 0.0026893515047460175
Position 496: 0.001868540470274051
Position 235: 0.0015063780700235057
Position 60: 0.0014253980901502731
Position 79: 0.0010737913748930013
Position 5240: 0.0008455530520151464
Position 500: 0.0004596925300697
Position 315: 0.000281463001608983
Position 505: 0.0002676066295136777
Position 265: 0.00026586874224601053
Position 273: 0.00026214685518018897
Position 3584: 0.00024002732938729145
Position 102: 0.00020684486777436831
Position 120: 0.00018696604146772658
Position 56: 0.00017820051663510877
Position 1334: 0.00016968395291105224
Position 1035: 0.00015499512298679694
Position 44: 0.00015008749261677867
Position 170: 0.00011533569785033562
Position 1309: 0.0001007621161570086
Position 768: 9.819250418600455e-05
Position 352: 7.503793783059737e-05
Position 602: 6.513809064484596e-05
Position 116: 5.223951668984562e-05
Position 99: 4.999243243324491e-05
Position 220: 3.755251316598728e-05
Position 160: 2.654303640198852e-05
Position 2646: 2.3800767355987e-05
Position 2703: 1.6129465168693076e-05
Position 943: 1.2609064614767828e-05
Position 157: 1.169130460190537e-05
Position 2675: 1.0359018882624444e-05
Position 108: 1.022612629579255e-05
