Gene = Opa3
index = 781
Annotated 5SS: [251]
Annotated 3SS: [16419]
SMsplice 5SS: [  251 16653]
SMsplice 3SS: [16419 17354]
top_k =  500
Partition function (log Z): -11.895015186582357

Sorted 5' Splice Sites (High to Low Probability):
Position 251: 0.9794708215940273
Position 4889: 0.45507584508714505
Position 16653: 0.40944383354306707
Position 4562: 0.2840950353206145
Position 7806: 0.21431545580948397
Position 16752: 0.17642577026318496
Position 4545: 0.14670951766637352
Position 10947: 0.12789675054138475
Position 3351: 0.03585695704287168
Position 1305: 0.024161072196499093
Position 1236: 0.022572830984382373
Position 3366: 0.020989741695832762
Position 17490: 0.020744896937150797
Position 163: 0.01622475411574697
Position 940: 0.012683516604726783
Position 2851: 0.01214081711506891
Position 80: 0.007931431577114045
Position 1274: 0.006346225992943288
Position 52: 0.006288263942149688
Position 2804: 0.006087217668504103
Position 2737: 0.005920187718761566
Position 2474: 0.005450078020295578
Position 4076: 0.00391511378712384
Position 3162: 0.0036825289548251734
Position 1551: 0.003248022216357202
Position 4363: 0.002658240383514718
Position 3421: 0.0025291740100286822
Position 2857: 0.0022656919917543056
Position 5865: 0.002130486969189628
Position 4383: 0.0019241478029167845
Position 2938: 0.0010496282119826581
Position 512: 0.0010477328078813233
Position 185: 0.0008472273794951901
Position 33: 0.0008280839450565789
Position 1962: 0.0007859352373793185
Position 4656: 0.0005720560691686473
Position 115: 0.00045116165936388885
Position 71: 0.00032053961287449107
Position 1899: 0.00026520031501241963
Position 2863: 0.0002585722629041039
Position 2243: 0.00024701887700706647
Position 1503: 0.00022701524029534656
Position 1744: 0.00017090664316435277
Position 3975: 0.0001689166695903373
Position 3565: 0.00016204294366050574
Position 4304: 0.00014354775837502407
Position 87: 0.0001094087395790928
Position 661: 4.491294710107168e-05
Position 255: 3.735187610391723e-05
Position 3524: 2.48582318903649e-05
Position 4747: 2.443328832328833e-05
Position 833: 1.7971512862182398e-05
Position 3125: 1.070860155717256e-05
Position 665: 1.0518774770312659e-05
Position 3093: 6.7396602593422724e-06
Position 2287: 6.288203383783008e-06
Position 2658: 6.10843190561562e-06
Position 2382: 5.1581690264291764e-06
Position 2886: 4.741177853006203e-06
Position 2334: 4.36066120101007e-06
Position 112: 4.1118454338206455e-06
Position 2644: 3.324906591314444e-06
Position 1399: 2.979929968640433e-06
Position 997: 2.4519708817577092e-06
Position 1052: 1.9352308668523875e-06
Position 704: 1.8332462444630089e-06
Position 645: 1.5682105319676827e-06
Position 514: 1.564170016499691e-06
Position 1024: 1.5164589947213935e-06
Position 1072: 1.0604697064160178e-06
Position 1078: 1.0282611838941357e-06
Position 1046: 5.743082867858428e-07
Position 123: 2.1514666324667292e-07
Position 213: 1.9431827189046698e-07
Position 141: 1.9175451344388668e-07
Position 911: 1.842300610494782e-07
Position 299: 5.860483269559022e-09
Position 314: 8.013917394489696e-10
Position 318: 7.321264188034731e-10
Position 548: 1.646194084528279e-11
Position 674: 9.947674000152069e-12
Position 388: 1.365180040247883e-12
Position 422: 7.836017687211159e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 16419: 0.847520453935106
Position 17354: 0.6923301096980922
Position 4779: 0.4306574718618923
Position 4506: 0.4182905392649879
Position 7709: 0.20236742573600514
Position 10848: 0.13572150508294006
Position 3246: 0.05861897272811834
Position 1156: 0.04039547110504191
Position 2678: 0.02577039624475493
Position 17593: 0.020744896937150835
Position 4732: 0.017574380022560718
Position 4484: 0.016749246827030793
Position 162: 0.014592431848912164
Position 7613: 0.012361007469720608
Position 836: 0.0086467803741044
Position 1099: 0.00634472640043525
Position 2362: 0.005643227714707711
Position 4333: 0.005096244614648566
Position 7213: 0.004201267570662742
Position 4362: 0.004106078616765546
Position 7665: 0.004046142087743152
Position 6291: 0.0037056227614325307
Position 3092: 0.0036572573375324453
Position 4184: 0.0033270068170797914
Position 3204: 0.0028634295207913382
Position 8424: 0.002563795028844227
Position 4806: 0.0025054599605260166
Position 1172: 0.0024575003013274253
Position 5696: 0.0021766462363336193
Position 10458: 0.002159820449578783
Position 4025: 0.0018424009265113723
Position 4783: 0.0018332229212668777
Position 1132: 0.0017494843894938232
Position 11185: 0.001746799805975141
Position 1192: 0.0016845142764542892
Position 3761: 0.001382723010786319
Position 10490: 0.0013776453274190106
Position 1459: 0.0013072983277052763
Position 1412: 0.00111027584047492
Position 5745: 0.0010665328497122695
Position 2665: 0.0009794123183718855
Position 2210: 0.0008956969380664321
Position 1839: 0.0008463119025995784
Position 5200: 0.0007738970110944088
Position 5220: 0.0006494457843499393
Position 1008: 0.0006022648598427473
Position 3014: 0.0005774632365769103
Position 3988: 0.0005240151701791777
Position 766: 0.0004864434525932688
Position 3967: 0.00048075844932703865
Position 6149: 0.00045409177056371933
Position 6562: 0.00045278648153647893
