Gene = Ly96
index = 652
Annotated 5SS: [  187  3341 12491 17793]
Annotated 3SS: [ 3250 12361 17739 21005]
SMsplice 5SS: [  187  3341 11049 12278 12491 20070]
SMsplice 3SS: [ 3250 10892 12122 12361 19957 20241]
top_k =  500
Partition function (log Z): -12.642952087667757

Sorted 5' Splice Sites (High to Low Probability):
Position 3341: 0.9976634312115551
Position 11049: 0.9865182643880616
Position 12491: 0.9790429148774855
Position 187: 0.7515540465329604
Position 20070: 0.608757713864156
Position 20323: 0.3015782922093231
Position 17793: 0.2719152251986338
Position 339: 0.12395089731783993
Position 287: 0.08157344512420339
Position 56: 0.01478637943373215
Position 301: 0.013851177248974816
Position 16507: 0.013048553787511923
Position 16095: 0.01092398952617454
Position 15489: 0.007281256730734978
Position 16073: 0.006050698887270959
Position 1780: 0.005918769581700438
Position 308: 0.005910470881410384
Position 3907: 0.003132687888924599
Position 237: 0.0021899827760005286
Position 3685: 0.001715868579462493
Position 467: 0.001381212596042826
Position 2561: 0.0002559059467460604
Position 2337: 0.00022578921657507312
Position 3715: 0.00012886799024434124
Position 3088: 0.0001244538643544679
Position 6783: 0.00012260088901540692
Position 2391: 8.20660161025681e-05
Position 4037: 5.982815830623096e-05
Position 5501: 4.5955963725248384e-05
Position 1431: 3.156997291704873e-05
Position 2074: 2.7266715029739498e-05
Position 2093: 2.3936118639331414e-05
Position 5472: 2.2686352090379644e-05
Position 1349: 2.2226614596633687e-05
Position 1538: 2.0347992912259425e-05
Position 1840: 1.546152577261498e-05
Position 553: 1.463367385077347e-05
Position 2464: 1.1030529183704853e-05
Position 3156: 7.18702192684329e-06
Position 3753: 5.601120315646517e-06
Position 1409: 4.981099640593968e-06
Position 3122: 4.667503345533655e-06
Position 1461: 3.869041790204687e-06
Position 946: 3.2477987405186223e-06
Position 3021: 2.480584719038234e-06
Position 1299: 2.364055362249585e-06
Position 77: 1.0173966255832757e-06
Position 28: 8.288017585305143e-07
Position 4277: 5.728069172099716e-07
Position 49: 4.777704356884537e-07
Position 36: 3.713385346249976e-07
Position 23: 3.1451969473937267e-07
Position 1246: 2.1661283321287104e-07
Position 703: 1.5586549942823319e-07
Position 314: 1.0704844433802409e-07
Position 558: 1.0087842986033039e-07
Position 191: 8.053324472934821e-08
Position 178: 7.052557991315951e-08
Position 385: 6.121596723884313e-08
Position 11: 5.748795792589395e-08
Position 561: 3.3816585395375056e-08
Position 140: 2.9557535464098113e-08
Position 303: 2.8795480328481135e-08
Position 495: 2.4904344075698166e-08
Position 517: 2.1142969125626153e-08
Position 143: 2.023884606800775e-08
Position 621: 1.112971740920971e-08
Position 1170: 1.0352772044024673e-08
Position 460: 9.277352208301743e-09
Position 543: 8.557842077921223e-09
Position 585: 7.032942329258324e-09
Position 767: 1.6929140048781952e-09
Position 184: 4.26618492843954e-10
Position 685: 1.0635766139273451e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 10892: 0.9865182643880616
Position 12361: 0.9790429148774855
Position 3250: 0.9784922103143342
Position 20241: 0.6884915680820846
Position 19957: 0.6783471521888472
Position 17739: 0.37255296883515393
Position 21005: 0.2852432274894853
Position 20583: 0.04491048689199441
Position 20850: 0.037067868434391596
Position 15866: 0.034946973153519245
Position 16421: 0.030640251473148764
Position 3278: 0.008380413010890077
Position 3192: 0.006713760168313661
Position 15306: 0.006619764551478507
Position 17842: 0.005818264401340295
Position 13205: 0.005534572602510044
Position 13635: 0.005185789463647638
Position 15466: 0.005103699196203461
Position 8359: 0.0036639567689943837
Position 3817: 0.0032445341889253626
Position 3087: 0.003045720227705052
Position 13923: 0.0024281521862008076
Position 13682: 0.0019309721466715115
Position 3526: 0.0016185464438191336
Position 13877: 0.00150704907826468
Position 3018: 0.001344551691419382
Position 12813: 0.001226391080380737
Position 11709: 0.0009217807595408504
Position 13785: 0.0007786099052774767
Position 12844: 0.0007334031395729065
Position 13831: 0.0007069348062431473
Position 1327: 0.0005949795586944257
Position 3569: 0.000572208809252256
Position 13597: 0.0005095531544100542
Position 1709: 0.0004920073922592334
Position 12938: 0.0004813857711078757
Position 5355: 0.00046035731168480275
Position 12913: 0.00038449267271410773
Position 8382: 0.0003274449809237823
Position 2205: 0.00030272399601543286
Position 4553: 0.0003016114190426973
Position 11942: 0.00018392492120930415
Position 6521: 0.0001642730357024802
Position 7949: 0.0001532839273592155
Position 9219: 0.000138992587196007
Position 11137: 0.0001271996476016433
Position 394: 0.00011822497853813134
Position 178: 0.00010579704125582417
Position 6899: 0.00010128224928602029
Position 5182: 8.479841615627789e-05
Position 2453: 8.133951871939714e-05
Position 2421: 8.070495329621778e-05
Position 4369: 7.93251190144845e-05
Position 4156: 7.297431565464406e-05
Position 8056: 6.932413995053875e-05
Position 8023: 6.632451246389582e-05
Position 6579: 6.23300282376073e-05
Position 1533: 5.805305474557877e-05
Position 8454: 5.77800926320073e-05
Position 3656: 5.5836813336699326e-05
Position 6188: 5.3270493164231264e-05
Position 6645: 5.138080962454891e-05
Position 8245: 5.0981684411219036e-05
Position 1712: 4.798226800559883e-05
Position 6328: 4.695953692578781e-05
Position 2251: 3.790606102183839e-05
Position 3038: 3.488508391827228e-05
Position 4878: 3.116478765934781e-05
Position 1979: 3.1040530210570145e-05
Position 3586: 2.9155026407951846e-05
Position 6355: 2.8543511194431272e-05
Position 6292: 2.827001440361577e-05
Position 6272: 2.7610092620846704e-05
Position 3792: 2.6533421445879593e-05
Position 5747: 2.5518556787310273e-05
Position 3366: 2.4872732042609922e-05
Position 802: 2.4509756679228497e-05
