Gene = Dok7
index = 344
Annotated 5SS: [  127   276  7703  9789 18561 20406]
Annotated 3SS: [  229  7471  9587 18440 20285 22168]
SMsplice 5SS: [  127   276  1342  9789 18561]
SMsplice 3SS: [  229  1188  9587 18440 20285]
top_k =  500
Partition function (log Z): -7.277032380444653

Sorted 5' Splice Sites (High to Low Probability):
Position 18561: 0.9932664679335556
Position 9789: 0.8659037324066329
Position 276: 0.8231658366968795
Position 1342: 0.7511387370378078
Position 6122: 0.7042930400137215
Position 7703: 0.6991284211850839
Position 127: 0.5539468894158781
Position 20406: 0.5413870508004746
Position 722: 0.4014488821533373
Position 20418: 0.24421628277599533
Position 6920: 0.2315466623362901
Position 22493: 0.1818385403316545
Position 9778: 0.13407920762702175
Position 895: 0.13143643791652984
Position 6136: 0.12926134817740959
Position 1807: 0.1065539270114895
Position 2104: 0.10293599275274588
Position 103: 0.0914950957916055
Position 1549: 0.08944388363335667
Position 419: 0.05408518715072063
Position 23227: 0.04615840308413658
Position 699: 0.04404546049859566
Position 19324: 0.042670583291626527
Position 19378: 0.032368584121990604
Position 23447: 0.03009115415033041
Position 22894: 0.02686413750586428
Position 18822: 0.022291678949336844
Position 20411: 0.02008935973190666
Position 22384: 0.015292601790833365
Position 3746: 0.015031369546385398
Position 20540: 0.012784250238396654
Position 363: 0.010655609645051002
Position 21810: 0.007860131547761794
Position 924: 0.007468578949696105
Position 1448: 0.007053902558552351
Position 2412: 0.006163330543538105
Position 19434: 0.005743746995690153
Position 1374: 0.005667260116256584
Position 5067: 0.005229643189566805
Position 491: 0.005111468010592811
Position 611: 0.004484841778013684
Position 1904: 0.003639125771934817
Position 1319: 0.003472401076839593
Position 1398: 0.0026027246177885385
Position 1278: 0.001651294066345411
Position 167: 0.0010947074577227686
Position 928: 0.0008608731594757646
Position 237: 0.0008451432123709956
Position 91: 0.000749158191757614
Position 1787: 0.0006410528108396825
Position 499: 0.0006290097313293826
Position 942: 0.0005627075686418671
Position 515: 0.00038569456043156185
Position 1323: 0.0003828507341687647
Position 628: 0.00031545125906147134
Position 952: 0.00030205266601515365
Position 713: 0.00020903147773268385
Position 820: 0.00020644743444589252
Position 620: 0.0002004157636612388
Position 354: 0.00013168677086751695
Position 881: 7.384673682994582e-05
Position 506: 6.219781292684012e-05
Position 504: 4.7456215435722085e-05
Position 1527: 4.000856042760421e-05
Position 4: 3.4492647684714774e-05
Position 636: 1.9231818019530053e-05
Position 241: 4.97461311541507e-06
Position 603: 4.399976129494487e-06
Position 307: 3.6702279051929553e-06
Position 33: 3.2486109804018842e-06
Position 314: 1.470880310585831e-06
Position 501: 1.4171670688501584e-06
Position 248: 2.260372922717948e-07
Position 269: 1.8583054842139383e-07
Position 430: 5.831482849465153e-08
Position 220: 1.3062881584429701e-08
Position 215: 2.2978945342069686e-09
Position 229: 9.657384421293585e-11
Position 529: 5.956411410154151e-16
Position 509: 4.3461747840736893e-16
Position 527: 3.9105559345422044e-16
Position 521: 1.6022069478840785e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 18440: 0.9941798479599884
Position 9587: 0.9691268988187525
Position 20285: 0.9387652061258668
Position 1188: 0.7777610686256111
Position 7471: 0.6991313740626008
Position 229: 0.5681951011397385
Position 5934: 0.383617500285566
Position 22168: 0.27355072151223564
Position 6041: 0.25304917320835424
Position 6797: 0.23154770885296241
Position 6059: 0.19689159104986712
Position 619: 0.19456493656990323
Position 23822: 0.19352894049083827
Position 23070: 0.1614112221815712
Position 23446: 0.12979882221466216
Position 23275: 0.12359919603122307
Position 2007: 0.10023437091571591
Position 1751: 0.09932557696262391
Position 22469: 0.09709288497043295
Position 554: 0.071741138513254
Position 1444: 0.06898632406727172
Position 19130: 0.06810309427999044
Position 557: 0.06607408831522538
Position 750: 0.06219498768563896
Position 820: 0.059746395093595445
Position 22448: 0.057972082854988075
Position 20539: 0.05186721742850731
Position 22733: 0.04005636942819467
Position 383: 0.03255125533486198
Position 9368: 0.030856041214902673
Position 698: 0.03032501469349
Position 21613: 0.019127839702499483
Position 18732: 0.017960113573972914
Position 19242: 0.015988529350814892
Position 595: 0.015190632572162688
Position 521: 0.013002164656945118
Position 21419: 0.0110575283203999
Position 1596: 0.010579370957621253
Position 1248: 0.009642033268259036
Position 21208: 0.00909175154993674
Position 3608: 0.00595726564868953
Position 4932: 0.005229643189566805
Position 826: 0.0050556947596476585
Position 23714: 0.004674957248385239
Position 23427: 0.00462826922832737
Position 18756: 0.004331565375363938
Position 3611: 0.004260487595036748
Position 1448: 0.004209556652149951
Position 642: 0.004049969028800036
Position 23964: 0.0033626284039067413
Position 1713: 0.0032183657323858403
Position 2330: 0.002759803367629042
Position 3472: 0.0025338164947588037
Position 21237: 0.0023524105884027155
Position 3647: 0.0022799585433199926
Position 560: 0.001983217117200503
Position 2195: 0.0017190577164517744
Position 362: 0.0013396917103302047
Position 275: 0.0011826676660171437
Position 599: 0.0011751222770533098
Position 1629: 0.0009567506457385698
Position 481: 0.0009067890679300438
Position 2234: 0.0007443153605016693
Position 592: 0.0007145987548820351
Position 668: 0.0006094748482960065
Position 576: 0.0006085317818715203
Position 804: 0.0005957629225474679
Position 1333: 0.0004693599145994704
Position 369: 0.00046418823401400184
Position 408: 0.00041977913387528353
Position 19085: 0.00038318137484849026
Position 2139: 0.00033662549227745205
Position 235: 0.0003183297544679645
Position 589: 0.00030586941820511513
Position 1061: 0.00021965714531195542
Position 430: 0.000188163430070625
Position 773: 0.00013251013857783732
Position 1104: 0.00012837265325112195
Position 665: 0.0001240723435827436
Position 791: 7.578123535340785e-05
Position 795: 7.523199360158977e-05
Position 240: 5.2333548498738096e-05
Position 978: 3.9320399579719914e-05
Position 1427: 3.311418698343242e-05
Position 394: 2.3228697458861155e-05
Position 653: 1.9643962873554213e-05
Position 259: 1.9154822709783057e-05
Position 499: 1.8938671476738928e-05
Position 721: 1.7382314756480883e-05
Position 11391: 1.6783666798829597e-05
Position 280: 1.5081418744551061e-05
Position 186: 1.3133980775041327e-05
Position 1650: 1.3038401961695557e-05
Position 320: 9.116013288091578e-06
Position 9896: 4.749421053837824e-06
Position 436: 2.6669503081547705e-06
Position 702: 2.0535989927974695e-06
Position 4279: 1.8166395611067413e-06
Position 4262: 1.740207877320908e-06
Position 428: 1.2489001103555165e-06
Position 6570: 1.0089802256172134e-06
Position 237: 9.374322321220101e-07
Position 1313: 5.830426960097511e-07
Position 2547: 4.060037957602619e-07
Position 6919: 2.548453608200165e-07
Position 2789: 2.5434992890494327e-07
Position 4055: 2.2954868565317112e-07
Position 324: 1.8951895227260628e-07
Position 3169: 1.7439602532172083e-07
Position 4718: 1.7407467362399555e-07
Position 4028: 6.438690521358411e-08
Position 102: 1.0738117957849427e-08
Position 69: 3.754751280446032e-09
Position 85: 2.0913493571284837e-09
Position 2259: 5.008816763633412e-10
Position 2031: 1.6506526250525833e-10
Position 72: 7.840126536549516e-11
Position 81: 3.691374473473131e-11
Position 126: 2.5683177533224967e-11
Position 108: 1.3097266044499338e-11
Position 123: 5.862817915539446e-12
Position 96: 4.690282353830666e-12
Position 1513: 4.200922923207397e-12
Position 725: 2.0191249485319737e-14
