Gene = Nhej1
index = 746
Annotated 5SS: [  139  1331 77845 78471]
Annotated 3SS: [ 1271 77726 78363 78870]
SMsplice 5SS: [  139 69191 77845 78471]
SMsplice 3SS: [69085 77694 78363 78870]
top_k =  500
Partition function (log Z): -51.33346908364115

Sorted 5' Splice Sites (High to Low Probability):
Position 139: 0.9821261068984338
Position 1331: 0.45609998548943737
Position 7999: 0.14993898584033882
Position 1595: 0.06625411987061722
Position 7742: 0.031658937392706685
Position 4918: 0.011580019733556485
Position 1553: 0.008789846182309496
Position 1336: 0.007243300676620987
Position 2201: 0.006923665364491196
Position 342: 0.0067993001295866325
Position 165: 0.005383428215947304
Position 1515: 0.0033503221495890505
Position 1494: 0.0031392085725063033
Position 949: 0.0021572508829864534
Position 57: 0.001312903104408686
Position 246: 0.00100631029250587
Position 1213: 0.0003583740546760373
Position 118: 0.0002086285880919078
Position 33: 0.00020267595914529444
Position 356: 0.00019027728054447568
Position 379: 8.75525122961363e-05
Position 126: 7.254472476144133e-05
Position 409: 6.35271955731033e-05
Position 997: 6.164058158038968e-05
Position 391: 5.967734762947426e-05
Position 5036: 5.396474639384999e-05
Position 1560: 4.571921413222808e-05
Position 180: 4.179598364023622e-05
Position 31: 4.139788383439862e-05
Position 1521: 4.11322410124436e-05
Position 172: 2.9564146270048215e-05
Position 1481: 2.7702424468837822e-05
Position 1272: 2.4222504918729405e-05
Position 280: 1.758004033668987e-05
Position 242: 1.737752039253743e-05
Position 205: 1.70450017829585e-05
Position 1345: 1.6423414034962445e-05
Position 1318: 1.4070670679406545e-05
Position 234: 1.3002260740660857e-05
Position 303: 1.1900322806586128e-05
Position 251: 8.630777881452222e-06
Position 1020: 4.722974469708599e-06
Position 470: 3.622734892148877e-06
Position 1411: 2.3780598430799627e-06
Position 52: 2.2425575592021895e-06
Position 1093: 1.8513058953123966e-06
Position 555: 1.6836926335040705e-06
Position 311: 1.6305989779620186e-06
Position 1165: 6.437313249361204e-07
Position 1342: 6.260679296277656e-07
Position 1219: 1.3377200399546412e-07
Position 1038: 7.090574039843274e-08
Position 1083: 4.380695972008967e-08
Position 1159: 3.779542570498572e-08
Position 888: 3.694945256828583e-11
Position 225: 3.365213974505975e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 1271: 0.40501202058262714
Position 16215: 0.25178062560512854
Position 7910: 0.1583292666873911
Position 7466: 0.11943051603753449
Position 8661: 0.10074022297136476
Position 13501: 0.08643161622318685
Position 11716: 0.07788149314312752
Position 1410: 0.07064226719829234
Position 1190: 0.057641992765893844
Position 9875: 0.05338906051937683
Position 11891: 0.03643406777716145
Position 7659: 0.031014991485750865
Position 13662: 0.029208828257806362
Position 10587: 0.027855151477919893
Position 6957: 0.023084716478903138
Position 7601: 0.017312911720748454
Position 5631: 0.01720682070352313
Position 11345: 0.01631890323542541
Position 9678: 0.015610783061488009
Position 1235: 0.009989798791579902
Position 10371: 0.008584724193623286
Position 8821: 0.00853620878812369
Position 1047: 0.008151486722989883
Position 4768: 0.007907123316332566
Position 6268: 0.006688786482309119
Position 7482: 0.006022291431998896
Position 7706: 0.0055638260700905965
Position 2079: 0.005284297910917988
Position 2114: 0.005023608696503811
Position 1100: 0.0045387485120924435
Position 4773: 0.004524141744529949
Position 1217: 0.003999676925488325
Position 2819: 0.0036227190627485897
Position 2464: 0.0035827177523882993
Position 7522: 0.003518324859610233
Position 7098: 0.003404913194646042
Position 7245: 0.003260145875422291
Position 9899: 0.0032312100256357405
Position 1448: 0.0025432399007018166
Position 1552: 0.0025096658298549906
Position 6491: 0.0022357353155242495
Position 1431: 0.002016784726049059
Position 7176: 0.0020157460587713846
Position 2869: 0.0019738796987986127
Position 3041: 0.0018762308168205782
Position 1152: 0.0018173190054629612
Position 1193: 0.0014161648812376147
Position 3281: 0.001387905230210228
Position 2924: 0.0013841068765855409
Position 5104: 0.0011953436576611558
Position 4874: 0.0011021078179422085
Position 1673: 0.0010565838574598282
Position 7655: 0.001018767997208448
Position 1169: 0.0009984821685616668
Position 4796: 0.00097317368549288
Position 5821: 0.00086432189365518
Position 1318: 0.000822525947640589
Position 2277: 0.0007903636233798947
Position 3742: 0.0007817986494183544
Position 7470: 0.0007596734727972704
Position 1375: 0.000753631844914034
