Gene = Ric3
index = 901
Annotated 5SS: [  169 25549 26588 28967 35381]
Annotated 3SS: [25321 26514 28872 35234 44447]
SMsplice 5SS: [  169 16920 25549 26588 28967 35381]
SMsplice 3SS: [16879 25321 26514 28872 35237 44447]
top_k =  500
Partition function (log Z): -31.286607275417488

Sorted 5' Splice Sites (High to Low Probability):
Position 169: 0.9801215131125142
Position 2157: 0.41623150631524897
Position 2371: 0.31486360198692354
Position 766: 0.2529642928748477
Position 1601: 0.2220226111726383
Position 1202: 0.17414697592209205
Position 2380: 0.04085976416540357
Position 1286: 0.0367975892808497
Position 35: 0.03299914398945529
Position 1029: 0.01995484367115092
Position 582: 0.015848761441063678
Position 5731: 0.015337522355679183
Position 985: 0.014361718921565316
Position 4258: 0.01156819149383659
Position 3643: 0.010461284638209663
Position 3434: 0.007255888314056807
Position 2447: 0.00567651117779183
Position 1458: 0.003999872306713605
Position 3665: 0.0029215965305573626
Position 510: 0.0017387599298639797
Position 2338: 0.0014057480343456798
Position 877: 0.001394004436574432
Position 60: 0.0012362291029340993
Position 285: 0.0007390360194543997
Position 792: 0.0006272794079374779
Position 281: 0.0005693652238965612
Position 757: 0.0004476186155592024
Position 13: 0.00025840631363083574
Position 779: 0.000210857680087203
Position 1117: 0.00012703362314014577
Position 240: 0.00011938221143745658
Position 206: 7.57512846400325e-05
Position 696: 6.458160456082281e-05
Position 50: 4.734545666545908e-05
Position 596: 3.997487780204708e-05
Position 90: 3.3916463785515504e-05
Position 329: 3.313160005634591e-05
Position 745: 2.4981592944310947e-05
Position 507: 1.7985576708902416e-05
Position 209: 1.7777964854923042e-05
Position 520: 1.5645023072307225e-05
Position 289: 1.5234735834146655e-05
Position 748: 1.3704041481556853e-05
Position 2394: 9.823889856926769e-06
Position 27: 9.799607817702762e-06
Position 774: 8.624942404579237e-06
Position 313: 5.363278356035715e-06
Position 69: 4.0629793208035745e-06
Position 7: 3.974074183198796e-06
Position 682: 3.936532497783498e-06
Position 410: 3.0927615667861016e-06
Position 251: 2.9410281823062704e-06
Position 101: 2.553439416503564e-06
Position 128: 1.486776086082636e-06
Position 617: 1.2052166961555205e-06
Position 325: 1.1747038260506535e-06
Position 390: 1.1356138536628517e-06
Position 254: 9.437130494425596e-07
Position 249: 7.744744188522119e-07
Position 407: 7.054695852848101e-07
Position 439: 6.885229828418309e-07
Position 817: 3.777302110828903e-07
Position 456: 3.6585971282756795e-07
Position 821: 2.9172359016002006e-07
Position 266: 4.507477251271412e-08
Position 259: 1.9186597927917443e-08
Position 348: 1.728353465859726e-08
Position 848: 1.4284063309975323e-08
