Gene = Lipe
index = 637
Annotated 5SS: [ 1113 10593 13274 13531 13931 14338 15258 15560 18185]
Annotated 3SS: [10056 13182 13384 13744 14045 15029 15382 17753 18536]
SMsplice 5SS: [  179  3210  4577 10593 13274 13531 13931 15258 15560]
SMsplice 3SS: [ 3085  4416 10436 13182 13384 13744 15029 15470 18536]
top_k =  500
Partition function (log Z): 3.7925548611130218

Sorted 5' Splice Sites (High to Low Probability):
Position 13274: 0.977703246411223
Position 13531: 0.9635825557570629
Position 15560: 0.9380530209346631
Position 3210: 0.9129690917134301
Position 4577: 0.8791992142253039
Position 15258: 0.8272083028539289
Position 13931: 0.823950237310499
Position 10593: 0.6699253192534788
Position 179: 0.6505483995684752
Position 1113: 0.5732570254379712
Position 15942: 0.33788658917563447
Position 8649: 0.21931342450103994
Position 10192: 0.20173400280405174
Position 7997: 0.19713271731187335
Position 12752: 0.18216574913875075
Position 7784: 0.15340537442491034
Position 12910: 0.15233281913934257
Position 14338: 0.11504216824877161
Position 14055: 0.07974352214583763
Position 1053: 0.07607230604137522
Position 1999: 0.07160877113045504
Position 15072: 0.05963988218545248
Position 13778: 0.05323315368246406
Position 1285: 0.036891655450721775
Position 7820: 0.03544639423872202
Position 743: 0.030809649618526894
Position 3218: 0.02802615113529797
Position 5950: 0.024252538278274734
Position 13522: 0.019516628883806335
Position 5861: 0.019323580416757677
Position 5675: 0.016491804881141617
Position 4548: 0.014793888755885767
Position 6464: 0.014450638512147989
Position 4320: 0.014068996756932134
Position 4219: 0.012989972997912352
Position 701: 0.010399584258923577
Position 9331: 0.010218897849046338
Position 6055: 0.010190368368221372
Position 8359: 0.009049107656899813
Position 15289: 0.008585882859711366
Position 375: 0.007542574109632803
Position 14139: 0.007030286591930741
Position 17654: 0.0069263196822105366
Position 6947: 0.005958556436934688
Position 18185: 0.005946765830578409
Position 5852: 0.005580339620654832
Position 14862: 0.00552667178135274
Position 3994: 0.004709075571249497
Position 10107: 0.004663973589873254
Position 13679: 0.004458791210007651
Position 14349: 0.004180996483126754
Position 16554: 0.004156638116969004
Position 5148: 0.004129625175843
Position 17435: 0.0040649920496673
Position 6931: 0.003849629851746889
Position 7911: 0.003746401033724248
Position 2240: 0.003602295097437587
Position 17999: 0.0033053922914565975
Position 5901: 0.0029697564970313814
Position 3595: 0.002966519955117597
Position 9713: 0.0027098147688676836
Position 2731: 0.001928665415053184
Position 5632: 0.0019282971180111647
Position 15119: 0.0015751558161807824
Position 3862: 0.0015698847317463305
Position 18026: 0.0014938806328584112
Position 1356: 0.0014791401958742553
Position 530: 0.0014374859881883058
