Gene = Odaph
index = 778
Annotated 5SS: [84]
Annotated 3SS: [7169]
SMsplice 5SS: [84]
SMsplice 3SS: [7169]
top_k =  500
Partition function (log Z): -8.400527945553053

Sorted 5' Splice Sites (High to Low Probability):
Position 84: 0.9578384476260308
Position 555: 0.6363732688105642
Position 2180: 0.08783513494633911
Position 803: 0.07379107356754927
Position 3251: 0.0582475412542336
Position 7271: 0.054328291524765676
Position 6258: 0.04037338953511516
Position 3476: 0.029900669933188472
Position 1422: 0.00950605160382905
Position 2497: 0.0071268040524894065
Position 5529: 0.007067260298591509
Position 68: 0.007003916624194147
Position 61: 0.006897636194572665
Position 1927: 0.006266672292859352
Position 807: 0.005193308820178438
Position 6551: 0.005001514051805999
Position 408: 0.0030791559092555993
Position 817: 0.0028615680772408653
Position 781: 0.0027229607496987523
Position 1858: 0.0024389710985199663
Position 3892: 0.002276974711654214
Position 150: 0.0019847076231084867
Position 53: 0.0017674786670874823
Position 289: 0.0017580144825039472
Position 4417: 0.001753456005594884
Position 415: 0.0005460177092312179
Position 1724: 0.0003521618293705923
Position 117: 0.0003116884345281202
Position 1073: 0.00030945736924919916
Position 896: 0.00025809923038807805
Position 109: 0.00024395808547423892
Position 113: 0.00022544286827793419
Position 278: 0.00019186169327737305
Position 212: 0.00011301764807405012
Position 396: 0.0001039032946634684
Position 2070: 9.938169505111484e-05
Position 2077: 9.913224896095069e-05
Position 46: 7.04938627136261e-05
Position 90: 2.8939326481961788e-05
Position 65: 2.4026779134209813e-05
Position 399: 2.2860613072732525e-05
Position 38: 2.234885045269124e-05
Position 1597: 2.1413074075843305e-05
Position 210: 1.549231785070638e-05
Position 234: 1.528155983252611e-05
Position 269: 1.0192328684474337e-05
Position 321: 8.22921598638523e-06
Position 162: 7.124031250426618e-06
Position 1619: 6.5240920170420265e-06
Position 96: 4.5889889007779e-06
Position 111: 4.100474414294827e-06
Position 261: 3.2747426578141776e-06
Position 432: 2.265011564620685e-06
Position 188: 1.7415778826626538e-06
Position 454: 1.697732725879387e-06
Position 438: 1.591896245894216e-06
Position 496: 1.5477860790042951e-06
Position 179: 1.158664346198444e-06
Position 430: 1.1026168078279897e-06
Position 538: 9.226062904599776e-07
Position 324: 4.424631221947053e-07
Position 536: 3.2053111270158615e-07
Position 502: 1.3449131062087885e-07
Position 812: 8.442273465706863e-08
Position 697: 6.645116205065459e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 7169: 0.5701488096601909
Position 475: 0.2992025310636016
Position 287: 0.25277257149853943
Position 667: 0.12099244299624531
Position 3367: 0.08080338448911012
Position 1810: 0.07043375283796585
Position 1781: 0.06705628102818474
Position 7135: 0.06557587493836532
Position 478: 0.05790626702389666
Position 6120: 0.03708037297956698
Position 7398: 0.03333414204814593
Position 2972: 0.033182820046802196
Position 7381: 0.018390253283820886
Position 3250: 0.01744174629704611
Position 932: 0.017383681144071073
Position 6161: 0.013677385002847044
Position 2131: 0.01352686561812449
Position 3064: 0.013489688544203422
Position 7437: 0.01268416331428959
Position 6980: 0.011896172438784974
Position 449: 0.011679189301245792
Position 614: 0.011413621417343723
Position 5369: 0.010694719712864946
Position 6789: 0.010449080513753197
Position 206: 0.01028747481294968
Position 7323: 0.010117608274036623
Position 5841: 0.009908211322121352
Position 2374: 0.008896121287776008
Position 3152: 0.008468841661380786
Position 3319: 0.007589111576492745
Position 5916: 0.007435492887871032
Position 1290: 0.007229112378405062
Position 1667: 0.006395083862934104
Position 1927: 0.005046896527612212
Position 4335: 0.004777690262803755
Position 6096: 0.004459438362702221
Position 1722: 0.004029327977707373
Position 6388: 0.003499707102749147
Position 3159: 0.0032893706730077505
Position 4877: 0.0031292120719231594
Position 3782: 0.002976748977862392
Position 1585: 0.0027618349168781007
Position 6321: 0.002741362411265258
Position 377: 0.0026917974660373755
Position 3102: 0.0026391778841107706
Position 1747: 0.0024682408623715644
Position 5931: 0.0022750039851111617
Position 2037: 0.0021911107627181226
Position 3016: 0.002053387941690239
Position 1704: 0.002006359574647952
Position 2069: 0.0018166610701262145
Position 4031: 0.0017694658905675208
Position 2085: 0.0016877424142625478
Position 4810: 0.0016811822811116867
Position 4706: 0.0016456046896643432
Position 7092: 0.0014954224071718754
Position 1175: 0.0014893773894816514
Position 1027: 0.0013137395455910064
Position 389: 0.0012680707345441055
Position 2146: 0.001190673714093783
Position 2609: 0.0010853360582704634
Position 2928: 0.0010654586818510513
Position 3303: 0.0009793523469477754
Position 4392: 0.0009259734765594402
Position 874: 0.0009146438719905848
Position 1249: 0.0008792352707730366
Position 2987: 0.000873922063933411
Position 1988: 0.0008387625803444715
Position 2438: 0.000830554328795536
Position 1948: 0.0008132848076902642
Position 5953: 0.000794647047036647
Position 7811: 0.0007913517875106009
Position 3201: 0.000778714190371925
Position 5555: 0.0006948062122771866
Position 1261: 0.0006656349528862047
Position 5552: 0.0006137136231058367
Position 800: 0.0006069550472198774
Position 2161: 0.0005397008366651058
Position 335: 0.0005019492085137421
Position 1506: 0.0004492041098799639
Position 4909: 0.0004077116613638351
Position 1783: 0.0003678305195447868
Position 360: 0.00033402266124784544
Position 1701: 0.0002933384512773925
Position 1545: 0.00027868422416151744
Position 1787: 0.0002763067163792036
Position 1863: 0.00026334703828801895
Position 3655: 0.00024388025292276946
Position 955: 0.00022030317529441465
Position 3280: 0.0001875879500292765
Position 2869: 0.00015791473394396224
Position 2847: 0.00012872922936828075
Position 1421: 0.00012733816695163736
Position 697: 0.00012409685586245537
Position 430: 0.00011622648695656528
Position 992: 0.00011142762333963295
Position 1034: 0.00010873424554934525
Position 2829: 0.00010483425721117156
Position 2550: 0.00010082037210269546
Position 2968: 9.775050248375676e-05
Position 554: 9.38391084294486e-05
Position 2484: 9.090586227140812e-05
Position 709: 7.992797367028666e-05
Position 490: 7.936352848182134e-05
Position 1503: 6.473795222931886e-05
Position 1510: 5.759645309465384e-05
Position 1016: 4.8630528725372756e-05
Position 1043: 4.787022250028212e-05
Position 1067: 4.523058680211881e-05
Position 888: 4.369869871323475e-05
Position 227: 3.882286479961058e-05
Position 1292: 3.306678880160631e-05
Position 482: 2.5470950956626e-05
Position 337: 2.405627603178107e-05
Position 354: 1.9885707427081335e-05
Position 1196: 1.7736370336649887e-05
Position 1188: 1.7264403385290797e-05
Position 261: 1.545393685946173e-05
Position 248: 1.2912998302088701e-05
Position 267: 1.080966386072167e-05
Position 1296: 7.769883911878847e-06
Position 423: 7.238441795266143e-06
Position 149: 3.5317519548256545e-06
Position 496: 2.7276432408464664e-06
Position 533: 2.6487347610552557e-06
Position 139: 1.8104114321921283e-06
Position 714: 4.879798008430445e-07
Position 769: 3.6819292358168254e-07
Position 1113: 2.742585030230895e-07
Position 1299: 2.50183913912825e-07
Position 347: 2.1430079734610276e-07
Position 121: 1.836276549778006e-07
Position 677: 1.1580648639702336e-09
Position 806: 8.443037066811362e-10
