Gene = Dpm3
index = 347
Annotated 5SS: [ 234 7249]
Annotated 3SS: [7004 7370]
SMsplice 5SS: [ 234 7249]
SMsplice 3SS: [7004 7370]
top_k =  500
Partition function (log Z): -7.950202719082759

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.7528549063536487
Position 7249: 0.42162378810236983
Position 2466: 0.3177114076990416
Position 208: 0.20018338303278654
Position 2572: 0.14105698933980318
Position 1500: 0.07200508072601966
Position 3360: 0.056742878924718375
Position 352: 0.03512992039228466
Position 6871: 0.02245501229459365
Position 2299: 0.01838795670382727
Position 6808: 0.017607420052352826
Position 6015: 0.015864683618962015
Position 1929: 0.010705418867867614
Position 3527: 0.010054118546975622
Position 2403: 0.00869498548474397
Position 2678: 0.008455211084007538
Position 809: 0.007645350043821125
Position 7192: 0.007042754521637218
Position 3449: 0.006051701442392272
Position 212: 0.004152421438152149
Position 145: 0.0034546645909772733
Position 1267: 0.0026699173676933623
Position 3424: 0.0023244056603282945
Position 376: 0.002043778658663111
Position 893: 0.0017062403547007047
Position 2884: 0.0011824287913090124
Position 2516: 0.0009808753553109187
Position 2105: 0.0009557052130222845
Position 3159: 0.0009192176616869644
Position 223: 0.0008023889042465286
Position 7045: 0.000739200702681736
Position 865: 0.0007140134759281364
Position 1780: 0.0006800182205200803
Position 2669: 0.0006536393217157896
Position 6020: 0.000632227081536776
Position 1418: 0.0005628155640357125
Position 1436: 0.0004954637063640702
Position 288: 0.0004905064175906708
Position 2894: 0.00038771350876650254
Position 3306: 0.0002776934830313478
Position 2255: 0.00018415585317240997
Position 3523: 0.00018379670466702486
Position 3108: 0.00017139828928264722
Position 340: 0.00015472873200372754
Position 2762: 0.0001342422137662997
Position 1514: 0.0001341025594747037
Position 1356: 0.00011585677539322736
Position 1333: 9.000449114908135e-05
Position 1681: 4.2086586700482674e-05
Position 2372: 1.409892222348723e-05
Position 2270: 1.2293615189490467e-05
Position 227: 2.4588307497097367e-06
Position 803: 2.24533929483669e-06
Position 954: 2.1527887877585714e-06
Position 1477: 1.033117958784056e-06
Position 201: 9.76228221708541e-07
Position 337: 4.6899793896908104e-07
Position 668: 4.642191266896813e-07
Position 240: 3.551059565276205e-07
Position 191: 3.376670026952516e-07
Position 327: 3.2023947409254037e-07
Position 238: 3.1739059468283444e-07
Position 787: 2.886381033425967e-07
Position 303: 2.2878180675514411e-07
Position 117: 2.2640709292884152e-07
Position 221: 1.5692828471305696e-07
Position 1044: 1.54095970248832e-07
Position 782: 1.3721826818160857e-07
Position 1853: 1.3443818164013326e-07
Position 152: 1.204121434704494e-07
Position 82: 1.176960222945588e-07
Position 643: 1.1097959257621474e-07
Position 452: 1.0467919407197657e-07
Position 446: 9.708665644452677e-08
Position 298: 8.48983440139308e-08
Position 649: 6.032753102549887e-08
Position 265: 5.6274387582227796e-08
Position 391: 4.639412557878931e-08
Position 356: 4.374482748712461e-08
Position 48: 3.934820489652039e-08
Position 273: 3.7369734878959794e-08
Position 431: 3.511441476613102e-08
Position 659: 1.5044032123092333e-08
Position 358: 1.4618008132099668e-08
Position 46: 1.0018575157877256e-08
Position 296: 3.0563723697011444e-12
Position 434: 2.1310673525823228e-12
Position 275: 1.5447156562019016e-12
Position 634: 1.4122725728914729e-12
Position 437: 1.5547917291678587e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 7370: 0.5885595178884959
Position 7004: 0.4226713932077972
Position 3261: 0.30456316444503195
Position 2214: 0.236966827576478
Position 2382: 0.07862651507782079
Position 2442: 0.0696506980417375
Position 2353: 0.0456953112599594
Position 6739: 0.04215130340007575
Position 7095: 0.03836962427012722
Position 3706: 0.034717093252926844
Position 2465: 0.029069985862318255
Position 5875: 0.02720573498613901
Position 2248: 0.025880569159564513
Position 1266: 0.023388992912171842
Position 7064: 0.02143069332067995
Position 1304: 0.02131582742836084
Position 1119: 0.015525959877240958
Position 7035: 0.01404941999228251
Position 2169: 0.012918537720035492
Position 1172: 0.009421137730394366
Position 714: 0.0060899213374062105
Position 6716: 0.006058877755561579
Position 3187: 0.005993077021257153
Position 1965: 0.0059223764816151315
Position 7559: 0.005689008702409333
Position 6211: 0.004568770434321204
Position 1775: 0.004399705150257404
Position 3029: 0.0034241713317847383
Position 4426: 0.002902022313119178
Position 6641: 0.002840298478306706
Position 2194: 0.002467287454807235
Position 2485: 0.002396656645593516
Position 749: 0.0021118854187927457
Position 1389: 0.0018785509403144985
Position 643: 0.0018401360326724906
Position 4593: 0.0017739114993986325
Position 1395: 0.001667959767185158
Position 1311: 0.0016525014377835484
Position 808: 0.0016470392501223864
Position 5191: 0.0015055821699793005
Position 2983: 0.0014594800772919757
Position 4554: 0.0013363368809928178
Position 3603: 0.0012310466824932312
Position 1773: 0.0011779569235499732
Position 1222: 0.0011302711286097816
Position 3218: 0.0010912220405196796
Position 2772: 0.001062297982814799
Position 1828: 0.0009401412202646396
Position 3241: 0.0008410034575444588
Position 2809: 0.0008078868039149711
Position 3077: 0.0007581832622260415
Position 3901: 0.0007235794079496312
Position 1840: 0.0007198762824438952
Position 2394: 0.0007089701083527748
Position 1803: 0.0006794384270647041
Position 1779: 0.0006676324095804511
Position 5891: 0.0006482712029490072
Position 1418: 0.000646236799116878
Position 1125: 0.000641535153240661
Position 5546: 0.0006386824167149568
Position 1588: 0.0005928435159402212
Position 3875: 0.0005866681667868361
Position 446: 0.0005833148560863433
Position 1196: 0.0005710381179663891
Position 1244: 0.0005459243658172776
Position 1411: 0.0004921253973236852
Position 1768: 0.0004863360503068293
Position 2789: 0.00045854212519014784
Position 2877: 0.00044181736500531336
Position 2956: 0.00043448356264445706
Position 2618: 0.00043403311306960534
Position 1664: 0.0004333516783872753
Position 2492: 0.00040781565634617187
Position 1610: 0.0003953027967930528
Position 2223: 0.0003423464055426719
Position 2667: 0.0003208696878409213
Position 5760: 0.0003062015458267236
Position 1622: 0.0003055277604349692
Position 4032: 0.0002532211265565102
Position 1177: 0.0002319980529750833
Position 2041: 0.00021971499270141912
Position 1567: 0.00019872929373092598
Position 647: 0.00018240237517985034
Position 1322: 0.00018123749804300457
Position 1121: 0.0001514646491350724
Position 1901: 0.0001496109672018556
Position 375: 0.00014807531603414998
Position 3382: 0.00013531033721949222
Position 690: 0.00013104269885989985
Position 667: 0.00012074274139125784
Position 2847: 0.00010535685559507471
Position 1336: 0.00010446366704089202
Position 1578: 0.0001012701795881752
Position 662: 8.734435358306994e-05
Position 1597: 8.005988342557017e-05
Position 1864: 7.577233776654355e-05
Position 1346: 6.919209201766178e-05
Position 1908: 6.821750797616299e-05
Position 2290: 6.030197754847052e-05
Position 2747: 5.528635851693085e-05
Position 2897: 4.564758645300087e-05
Position 1810: 4.376306129605283e-05
Position 2009: 4.0210193147311726e-05
Position 1869: 3.7813292306768477e-05
Position 695: 2.946610005412751e-05
Position 676: 2.6821565666045244e-05
Position 431: 2.667853220508247e-05
Position 1340: 2.4323753167366985e-05
Position 834: 2.3514142997202874e-05
Position 1422: 2.32670880771302e-05
Position 1673: 2.2809703511509903e-05
Position 1714: 2.03947472007004e-05
Position 1356: 1.2098105214036451e-05
Position 716: 3.5189247198208375e-06
Position 2087: 4.4082636996543097e-07
Position 1286: 1.359702871749728e-07
Position 754: 6.698726002050743e-08
Position 420: 3.907079207601316e-08
Position 857: 3.880920314397481e-08
Position 1082: 1.0120111321264907e-08
Position 881: 3.4100305585427353e-09
Position 845: 2.780479699996277e-09
