Gene = Cend1
index = 243
Annotated 5SS: [175]
Annotated 3SS: [1487]
SMsplice 5SS: [175]
SMsplice 3SS: [1015]
top_k =  500
Partition function (log Z): -7.688665797286914

Sorted 5' Splice Sites (High to Low Probability):
Position 175: 0.6107461455704242
Position 217: 0.34944017112985515
Position 704: 0.13159057911292096
Position 362: 0.03430985564125919
Position 1634: 0.02557797266162262
Position 469: 0.004238759319667602
Position 536: 0.0041735569712842485
Position 856: 0.004000621135608047
Position 1507: 0.002974209692139227
Position 1170: 0.002062149536992151
Position 552: 0.001703871843376223
Position 611: 0.0016623115409009157
Position 2830: 0.0013101895933142252
Position 915: 0.0012559800040511076
Position 1225: 0.0008557755397778658
Position 277: 0.0006436185685239935
Position 1445: 0.0005320912505128372
Position 709: 0.0004976448984330575
Position 511: 0.00045373622601550904
Position 1131: 0.0004464317205716296
Position 1253: 0.0004404535757133668
Position 101: 0.00039142054691833285
Position 619: 0.0002341390736893882
Position 294: 0.0001459177350981966
Position 937: 0.00014321482411511143
Position 201: 0.00012422424182744455
Position 824: 0.00010211954367948361
Position 1211: 1.4647992426937868e-05
Position 1105: 1.3077664153381422e-05
Position 222: 1.1642540417556664e-05
Position 444: 7.125850695614704e-06
Position 24: 6.556388635122783e-06
Position 1088: 5.958469346113826e-06
Position 476: 5.821327513467495e-06
Position 44: 4.377624209267938e-06
Position 513: 3.823947817335354e-06
Position 496: 3.4752565478373666e-06
Position 241: 2.6757848243421817e-06
Position 366: 2.4640324380953642e-06
Position 2468: 2.3775852617465097e-06
Position 4: 2.344625776241372e-06
Position 604: 2.0365821867194622e-06
Position 131: 1.8067067715158995e-06
Position 257: 1.68108466389968e-06
Position 405: 1.4863930365924348e-06
Position 69: 9.810580509598502e-07
Position 723: 2.6601952652812374e-07
Position 674: 8.048845829205996e-08
Position 66: 5.57235101430289e-08
Position 52: 5.54597227483985e-08
Position 286: 4.360223966184898e-08
Position 246: 1.698245693788602e-08
Position 123: 9.82018509528869e-09
Position 76: 7.713051355951978e-09
Position 484: 1.546105916194125e-09
Position 391: 1.3152910272374198e-09
Position 346: 1.0449861919982007e-09
Position 260: 8.204466386614403e-10
Position 534: 5.534474283228309e-13
Position 289: 3.727149483356499e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 1015: 0.40807349876660304
Position 766: 0.15504070719236118
Position 1487: 0.1482498227862578
Position 602: 0.13532341727758473
Position 2586: 0.038287659743567154
Position 1214: 0.03325466828887151
Position 2857: 0.024713326249224263
Position 2421: 0.023045695797447856
Position 965: 0.022704333665514876
Position 2021: 0.015992942229049022
Position 2638: 0.015315766907322616
Position 937: 0.011604169039700333
Position 2598: 0.010554409938049692
Position 1161: 0.010052444027438254
Position 534: 0.009590679550891384
Position 1967: 0.00814158108279053
Position 1067: 0.00764838178584092
Position 2923: 0.0071638478038078945
Position 1535: 0.006087434263253237
Position 723: 0.005806107901520972
Position 2811: 0.005792391007068869
Position 1812: 0.005381860543350696
Position 429: 0.004509878269020198
Position 2418: 0.004288574701241665
Position 447: 0.004106366458424686
Position 2490: 0.003972886474648842
Position 2239: 0.003932229348745829
Position 439: 0.0035541165879789077
Position 771: 0.0032868803365060195
Position 2381: 0.002894932088297315
Position 276: 0.0028176280598241027
Position 2790: 0.0020795446863625497
Position 320: 0.0020136247070046856
Position 1168: 0.0019613128507060384
Position 732: 0.0016109213727880662
Position 1566: 0.0016042807243157
Position 2885: 0.0015288669580106789
Position 658: 0.0014556383511064805
Position 637: 0.0011922563200758196
Position 1771: 0.0011827444971427906
Position 254: 0.0010278299175824365
Position 1724: 0.0009445259230176677
Position 683: 0.0009157332458007512
Position 1994: 0.000879836032431145
Position 1546: 0.0008654530861677214
Position 257: 0.0008569588508472428
Position 967: 0.0008535338592721932
Position 323: 0.0008257894448222731
Position 1314: 0.0008183400607274252
Position 1732: 0.0007860896496988425
Position 1711: 0.0007733827430418532
Position 1504: 0.0007623432231419916
Position 1699: 0.000715748948272931
Position 1422: 0.0006922328847973727
Position 2900: 0.0006511199022826825
Position 2049: 0.0006158594778077766
Position 2200: 0.0006061635251045296
Position 1573: 0.0005849518906865206
Position 1757: 0.0005715126134983241
Position 2983: 0.000532094632297542
Position 2197: 0.0004759102000863563
Position 1281: 0.00047309281184364167
Position 476: 0.0004494996782014148
Position 2948: 0.00044709001684750714
Position 583: 0.0004178218257732382
Position 1871: 0.0004084125768204378
Position 687: 0.00040614768327175107
Position 1642: 0.00036571081913022415
Position 1192: 0.00036300337334766516
Position 454: 0.00029836400568388014
Position 2341: 0.00029639209327514345
Position 641: 0.00028931657970580183
Position 2255: 0.0002682627392187991
Position 260: 0.00025414126605648207
Position 2466: 0.00023948367340599822
Position 2643: 0.00022334231918083732
Position 468: 0.00022284116831231354
Position 2684: 0.00021555082448853033
Position 2289: 0.00021245533755794802
Position 2266: 0.00020453149671259313
Position 628: 0.0002038165539816703
Position 655: 0.0001937581665264248
Position 1649: 0.000192787737307381
Position 1370: 0.00017919794087802713
Position 1302: 0.0001789728748942191
Position 2861: 0.0001572804153236837
Position 1511: 0.00015229234090266108
Position 1660: 0.00012808454924854065
Position 1047: 0.00012501127549367885
Position 1708: 0.0001136969513308253
Position 1603: 0.00010921002172403462
Position 610: 0.00010221683510012
Position 836: 8.558562450774089e-05
Position 745: 7.980501983938864e-05
Position 337: 6.536746305427594e-05
Position 391: 5.541105395188755e-05
Position 386: 5.2952889357289416e-05
Position 674: 4.664680176686838e-05
Position 566: 4.433704189246062e-05
Position 339: 4.282087141587618e-05
Position 298: 2.6222945263649344e-05
Position 585: 2.5156324019522802e-05
Position 1424: 2.3164284662399234e-05
Position 644: 2.299091681849924e-05
Position 618: 1.8429900793085806e-05
Position 457: 1.567853291864683e-05
Position 1428: 1.413349092069088e-05
Position 572: 1.204599864240659e-05
Position 614: 1.1947260040329868e-05
Position 110: 1.1825027148349411e-05
Position 358: 8.927151133667431e-06
Position 342: 8.767877745050609e-06
Position 694: 5.190072894720509e-06
Position 1506: 3.1435559331296786e-06
Position 136: 2.1598799371499467e-06
Position 374: 1.5233534581981475e-06
Position 1340: 9.605538872540886e-07
Position 353: 8.62206444448449e-07
Position 366: 2.538218602069583e-07
Position 371: 2.1617971715587333e-07
Position 66: 1.893048841277645e-07
Position 346: 1.7832869282458734e-07
Position 172: 4.383801245296711e-08
Position 207: 2.6533890933495704e-08
Position 91: 1.74598893134302e-08
Position 333: 1.7232016638684286e-08
Position 179: 1.3464476873149084e-08
Position 186: 1.2484961607878616e-08
Position 147: 7.81108527882568e-09
Position 220: 5.624996129570902e-09
Position 169: 2.4762910577176753e-11
Position 216: 1.9113044894048696e-11
Position 197: 1.3705059393550823e-11
Position 154: 4.2101600376247895e-12
Position 160: 2.604268647630977e-12
