Gene = Tmem183a
index = 1107
Annotated 5SS: [  218   446  1223  6420  7319  9625 11897]
Annotated 3SS: [  355  1054  6262  7137  9543 11740 13784]
SMsplice 5SS: [ 218  446 1223 6420 7319 9005 9625]
SMsplice 3SS: [  355  1054  6262  7137  8841  9543 13784]
top_k =  500
Partition function (log Z): 9.520682396601455

Sorted 5' Splice Sites (High to Low Probability):
Position 7319: 0.9963713103307349
Position 446: 0.994394120897619
Position 218: 0.9845245912894209
Position 1223: 0.9630039951522372
Position 9005: 0.8984480315301129
Position 6420: 0.853151533283116
Position 9675: 0.7084087914853304
Position 11897: 0.4521413327786056
Position 13946: 0.3949218818732598
Position 7004: 0.3183736631160304
Position 9286: 0.29552966003152503
Position 14895: 0.21965319140317335
Position 14436: 0.17433249079286628
Position 4351: 0.14330291647958454
Position 12668: 0.08952769601820874
Position 5877: 0.07264914670133536
Position 13885: 0.06949866633072044
Position 8179: 0.06880600316836949
Position 5745: 0.06673843005292038
Position 6408: 0.052928557631682034
Position 13155: 0.05066788146243831
Position 8329: 0.04928379412192414
Position 12608: 0.026120059968857863
Position 9629: 0.024487479827230513
Position 13322: 0.02444485472645078
Position 11057: 0.022931414689126843
Position 6998: 0.022623029722038272
Position 4402: 0.02258685413879423
Position 13908: 0.01985869713317237
Position 8228: 0.01963609255769964
Position 7635: 0.01734683616457575
Position 12179: 0.016903096981295333
Position 6992: 0.01485375129926823
Position 6329: 0.014077155467823475
Position 3514: 0.013306804335369552
Position 6343: 0.012855037402084435
Position 7023: 0.012090543202928248
Position 2867: 0.011443377080618492
Position 39: 0.010721222378096903
Position 6590: 0.008941017484796122
Position 12430: 0.008866392110853286
Position 5788: 0.008198797450243999
Position 11840: 0.007834923275634108
Position 1118: 0.007703069948209862
Position 1430: 0.007521359500882609
Position 1793: 0.007417860743376097
Position 3126: 0.006057831193383724
Position 4470: 0.006057022721016276
Position 4298: 0.006026819594862501
Position 8711: 0.005085116594464134
Position 2318: 0.004809146783198081
Position 2252: 0.004690809963093937
Position 10137: 0.004616858646155518
Position 2674: 0.004065449053833803
Position 11082: 0.003832086993154665
Position 11090: 0.003785868703238696
Position 69: 0.0036478861196233415
Position 9612: 0.003626138301596751
Position 7815: 0.0034978408579682853
Position 394: 0.0028537868865418925
Position 2275: 0.002736805243789836
Position 1759: 0.0026508416690778297
Position 1859: 0.0020927696055152716
Position 6742: 0.0020566585567662237
Position 10346: 0.001920979888331953
Position 186: 0.0019065223665664427
Position 11122: 0.0018823355821403662
Position 8415: 0.001873313251988832
Position 11153: 0.0016877977499662842
Position 13137: 0.0014006104780591585
Position 4661: 0.0013884951358041164
Position 5607: 0.001315349999278164
Position 456: 0.001202154786302596
Position 10423: 0.0012019693107886882
Position 7365: 0.0011966439321613777
Position 5630: 0.001152146256426666
Position 5593: 0.0010355979978496192
Position 8939: 0.0009996924989241185
Position 6288: 0.0009174450739590694
Position 7046: 0.0008669579695652624
Position 6362: 0.0007647877305726776
Position 1286: 0.0007224144396053138
Position 399: 0.0006897222647719945
Position 6411: 0.0006101924770104327
Position 5639: 0.0005457546794904765
Position 2271: 0.0005091134189975056
Position 1445: 0.0004880849318525517
Position 1114: 0.0004799163523395971
Position 6453: 0.00047519995372639147
Position 10622: 0.0004398835487947441
Position 6781: 0.0004264076318092275
Position 3470: 0.0003312760534024374
Position 3575: 0.00031998963891610623
Position 749: 0.00031975614695493545
Position 4318: 0.00031941486331300405
Position 3626: 0.0002844476482406587
Position 6695: 0.00026622989853462224
Position 6659: 0.00024292904533318842
Position 7945: 0.00023185324690833237
Position 1365: 0.00022550898065029407
Position 3385: 0.000223349688272518
Position 2118: 0.00022050426260301355
Position 4166: 0.0002088788598448631
Position 6450: 0.00020636369102729232
Position 2166: 0.0002053922332136208
Position 1442: 0.00020309088423565476
Position 1321: 0.0001933651311442018
Position 1486: 0.00017933001897767068
Position 63: 0.00017658054209595815
Position 593: 0.00016598535333379216
Position 1721: 0.00015634536965761247
Position 697: 0.00013723363632991
Position 7973: 0.00012998622103135732
Position 8037: 0.00012716475207791284
Position 9643: 0.00010560907180501724
Position 11110: 7.641313919933988e-05
Position 10164: 7.324598257927819e-05
Position 1023: 6.265649270686526e-05
Position 8153: 5.819910014111631e-05
Position 9854: 5.2469696234528636e-05
Position 907: 5.169504980338631e-05
Position 8041: 4.022328244496302e-05
Position 739: 3.50709553444046e-05
Position 634: 2.842185286488778e-05
Position 9631: 2.5101555653352918e-05
Position 9792: 2.353699804604773e-05
Position 611: 2.3034739746368612e-05
Position 154: 2.2818810561811936e-05
Position 460: 1.9094070762735546e-05
Position 9594: 1.792017424683319e-05
Position 10395: 1.753514160248363e-05
Position 409: 1.566594058337069e-05
Position 391: 1.2497865746642443e-05
Position 2157: 1.1573235358336847e-05
Position 853: 1.0997608870003146e-05
Position 1189: 1.032070963780846e-05
Position 1261: 7.196865511470647e-06
Position 421: 6.968051508530903e-06
Position 883: 6.250638094549817e-06
Position 526: 5.72775017089845e-06
Position 499: 4.133576971010621e-06
Position 1087: 3.2165079963538593e-06
Position 15: 2.89704448127642e-06
Position 7341: 2.861995341370685e-06
Position 7360: 2.787000288076898e-06
Position 1229: 2.3943577412939185e-06
Position 847: 2.1546907808708993e-06
Position 497: 2.1239940489078697e-06
Position 784: 2.0611332794726158e-06
Position 789: 1.9152732409133175e-06
Position 910: 1.8020082073179985e-06
Position 502: 1.7964278086416583e-06
Position 1054: 1.3392204483483993e-06
Position 1311: 2.9867740172556257e-07
Position 1145: 1.906826626964424e-07
Position 1317: 1.5581320859256856e-07
Position 1258: 1.3747184528475164e-07
Position 1254: 1.035802869000385e-07
Position 1273: 9.007781116794065e-08
Position 576: 5.974950443733679e-09
Position 656: 5.616402893606417e-09
