Gene = Iqck
index = 592
Annotated 5SS: [  187 17111 20597 21923 43908 44112 59821 85922]
Annotated 3SS: [ 17045  20466  21824  43854  44033  59735  85809 115659]
SMsplice 5SS: [   187  19612  20597  21923  44112  44985  56976  59821  60489  81345
  85922 104661]
SMsplice 3SS: [ 19493  20466  21824  43854  44895  56835  59735  60243  81253  85809
 104574 115659]
top_k =  500
Partition function (log Z): -75.13202185076156

Sorted 5' Splice Sites (High to Low Probability):
Position 4057: 0.6756987954729249
Position 187: 0.5566242674059482
Position 387: 0.21118478971651305
Position 10293: 0.206660949556315
Position 349: 0.062373160236597905
Position 1133: 0.050247714626537564
Position 8883: 0.04633775466514478
Position 141: 0.040280351133746686
Position 10411: 0.039279523957978305
Position 9071: 0.014975457453121377
Position 326: 0.014121462088546704
Position 90: 0.013913893852458422
Position 273: 0.01362471129059576
Position 488: 0.011870486919982787
Position 1057: 0.01091864213832489
Position 418: 0.008674295967580571
Position 332: 0.007508852049957361
Position 205: 0.006480904153422687
Position 2237: 0.006133392388790509
Position 2563: 0.006041640146167471
Position 3021: 0.0036698406873491855
Position 6348: 0.0036494339660979097
Position 1246: 0.0006283573951632806
Position 675: 0.0005688856937627684
Position 6754: 0.0005524976074556201
Position 110: 0.00031591595360014346
Position 2367: 0.00028774636747208143
Position 3335: 0.0002565602995168643
Position 502: 0.00019730631913113348
Position 101: 0.0001930236466405134
Position 144: 0.00015581303891720283
Position 1615: 0.00014959765914365221
Position 651: 0.0001475916405211762
Position 2876: 0.00013981490782491687
Position 120: 0.00012549595880078672
Position 510: 0.00011513618450032732
Position 848: 0.00010644021325610177
Position 1642: 7.43756497746099e-05
Position 260: 3.608954641373208e-05
Position 1158: 2.7479214222548635e-05
Position 395: 2.475286482268011e-05
Position 1162: 2.3057280265494412e-05
Position 40: 2.285536056827097e-05
Position 18: 1.5471692565359047e-05
Position 1694: 7.521952019880537e-06
Position 1796: 4.9618983216519215e-06
Position 716: 1.7660152732406958e-06
Position 400: 1.4257400773005383e-06
Position 592: 1.2264844886912865e-06
Position 405: 7.358963342491283e-07
Position 99: 6.801332570085941e-07
Position 126: 2.1120507796902375e-09
Position 474: 1.1678492834503363e-09
Position 128: 8.938372431637333e-10
Position 33: 2.3241387481724468e-10
Position 247: 3.7783031810939835e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 3890: 0.5062950294756652
Position 10248: 0.3696754021978455
Position 12139: 0.19498999215451032
Position 10665: 0.17855046844090425
Position 3866: 0.09933425027683718
Position 12162: 0.08825320269940233
Position 12016: 0.07022112333026923
Position 3949: 0.04927531247650368
Position 8825: 0.04379389877375166
Position 3522: 0.0419512584712866
Position 13602: 0.03237192218857881
Position 11872: 0.031574572782986726
Position 9816: 0.029579208226895613
Position 9565: 0.023154184467742193
Position 7302: 0.02243536331861841
Position 8723: 0.020802624253291928
Position 13084: 0.01990320195127448
Position 8612: 0.01937642495742114
Position 8828: 0.01868445023183988
Position 9370: 0.013027588256947518
Position 7395: 0.011688728387068933
Position 3729: 0.009556725267901744
Position 4592: 0.00817368920960227
Position 7239: 0.008093517599183139
Position 11576: 0.007030382147431406
Position 8996: 0.006596929051793173
Position 3076: 0.006340206618204966
Position 2443: 0.006248367480399488
Position 6631: 0.004844059870639053
Position 2790: 0.004393727314246434
Position 1033: 0.004133085409325526
Position 6275: 0.004093000198460113
Position 5661: 0.004050917566045889
Position 5960: 0.003491487175032302
Position 10428: 0.003459988120421156
Position 831: 0.0029811901250477663
Position 3763: 0.0029314769760902565
Position 4084: 0.002572403140702423
Position 2162: 0.0024800202049198397
Position 8275: 0.0022424005494002053
Position 3780: 0.0019140690240476716
Position 1050: 0.001658557919076312
Position 8584: 0.001583401108942315
Position 1675: 0.0014529349619017617
Position 3369: 0.0014279836932308528
Position 1056: 0.001354098837772244
Position 5690: 0.001316072036206805
Position 2197: 0.0012968511279404429
Position 8382: 0.0012531682296990489
Position 7638: 0.0011044504736252645
Position 2873: 0.0010472167150961606
Position 3017: 0.001031397799251372
Position 2022: 0.001026847904426876
Position 2176: 0.0010186501743969629
Position 2899: 0.0010032469785953946
Position 2029: 0.0008231045785219839
Position 595: 0.0006836627035946445
Position 6409: 0.000676877307195868
Position 7245: 0.0006594713690219575
Position 1085: 0.0006523250760319934
Position 4876: 0.0006388239471132332
Position 1262: 0.0005904442444837978
Position 4776: 0.0005819098741179406
Position 6468: 0.0005691852409749329
Position 4308: 0.0004999241256280741
Position 1451: 0.0004653534530895722
Position 864: 0.0004134754623971492
Position 1569: 0.00040362282013142964
Position 2236: 0.0003994433396148023
Position 2769: 0.00039849813411521834
Position 3613: 0.0003773712129644892
Position 3578: 0.00035799470386985665
Position 982: 0.0003528462580639272
Position 6139: 0.00035177980286141974
Position 6301: 0.00034879711380643723
Position 5878: 0.0003280057888744488
Position 2049: 0.00028270638496384013
Position 2667: 0.00027879365449549626
Position 5234: 0.0002760459905614165
Position 4533: 0.0002626469416707318
Position 4614: 0.00024946081661364656
Position 2628: 0.00024135385400439138
Position 3314: 0.00023637905804100106
Position 5704: 0.00023417800425321844
Position 5209: 0.0002295895550347787
Position 4734: 0.00022954692550537006
Position 1097: 0.00021511702419889283
Position 4894: 0.00020813751566076
Position 738: 0.00020047634480086602
Position 1477: 0.0001646217876427202
Position 2952: 0.00015871541238914367
Position 2853: 0.00015849052570570353
Position 5057: 0.00015732085519314928
Position 1944: 0.00015636684301456396
Position 440: 0.0001509176629365707
Position 4594: 0.00014365420763552298
Position 2601: 0.00013673674754408353
Position 872: 0.00013654201121067976
Position 1219: 0.0001351195610906631
Position 4380: 0.00010794862050838316
Position 843: 0.00010572526227617381
Position 3661: 9.105348433081547e-05
Position 268: 8.978079193421615e-05
Position 1329: 7.593945265328799e-05
Position 671: 7.522828661186973e-05
Position 1289: 6.831948900396923e-05
Position 548: 6.617123808619072e-05
Position 3081: 6.417119959873722e-05
Position 628: 5.7730549278524457e-05
Position 745: 5.412888404427688e-05
Position 2995: 4.969630009666661e-05
Position 1785: 4.254269648221556e-05
Position 1923: 2.7796951046385704e-05
Position 3214: 2.2223341304700092e-05
Position 1423: 2.0356649850282736e-05
Position 1250: 1.9824548653056874e-05
Position 360: 1.6888600276956944e-05
Position 325: 1.4145056176676559e-05
Position 2222: 1.2319130512776366e-05
Position 1493: 7.313748692243647e-06
Position 1104: 6.3533773015140505e-06
Position 294: 5.798281069391964e-07
Position 926: 1.0687597747118143e-07
