Gene = Etfa
index = 388
Annotated 5SS: [  213 12226 16502 16682 23414 24844 25542 26974 29971 47450 50624]
Annotated 3SS: [12078 16419 16598 23313 24732 25439 26904 29887 47383 50542 57480]
SMsplice 5SS: [  213 12226 16502 16682 23414 24844 25542 26974 29971 47450 50624]
SMsplice 3SS: [12078 16419 16598 23313 24732 25439 26904 29887 47383 50542 57480]
top_k =  500
Partition function (log Z): -13.256444000406347

Sorted 5' Splice Sites (High to Low Probability):
Position 29971: 0.9792585362505757
Position 213: 0.9710108024865953
Position 16502: 0.9609811488727885
Position 25542: 0.9110054636687078
Position 24844: 0.8918723112174882
Position 23414: 0.8695946384333301
Position 12226: 0.7709486612150457
Position 26974: 0.6661256041900396
Position 16682: 0.6393693499828869
Position 14137: 0.40709805575676083
Position 16689: 0.35335925901373594
Position 7432: 0.28507400214044143
Position 21538: 0.2736193172262542
Position 12242: 0.2230090448715707
Position 10045: 0.14051992123048365
Position 11252: 0.12746421476705408
Position 26518: 0.11641368646032535
Position 27257: 0.10189767597400524
Position 4934: 0.09974303548569123
Position 24823: 0.08568179208453831
Position 597: 0.08016875197267373
Position 8873: 0.07673602266313842
Position 11907: 0.0714172324997325
Position 8568: 0.05441563904292995
Position 12462: 0.05426560939697733
Position 23115: 0.04440869105270021
Position 12646: 0.04157556279868021
Position 13901: 0.02760067621495816
Position 4144: 0.02471457964425157
Position 7501: 0.02264890900404648
Position 241: 0.021292403958350282
Position 4939: 0.019305368234828785
Position 9347: 0.01666403518744658
Position 25333: 0.015968738333686634
Position 27042: 0.011951233602457076
Position 26815: 0.011803079752734034
Position 20378: 0.010855684672656749
Position 35260: 0.009077220450218174
Position 12986: 0.008026493348932023
Position 13706: 0.0071195378474532955
Position 24915: 0.006944764847237202
Position 26979: 0.006730273726519662
Position 19086: 0.006704155629334654
Position 24042: 0.006543956281047344
Position 16507: 0.004423625660700997
Position 28253: 0.0040175131450921175
Position 25753: 0.003963512271228185
Position 18109: 0.0035105226177769683
Position 18176: 0.0033946060607009903
Position 21260: 0.0025229472804352013
Position 32286: 0.0025129351793190184
Position 17945: 0.0023941292510480643
Position 1298: 0.0022654684681435084
Position 30022: 0.001984434291868276
Position 2931: 0.0014634107949201074
Position 24239: 0.0014581406437377028
Position 17449: 0.00138750863864114
Position 31481: 0.0012826942527308228
Position 1981: 0.000985857617923822
Position 32311: 0.0009088673669370373
Position 79: 0.000752523782731774
Position 20526: 0.0006908488411206351
Position 33479: 0.0006413780556727732
Position 8285: 0.0006394486261891854
Position 282: 0.0005402836530478736
Position 5579: 0.0004578296782135734
Position 324: 0.00045662604879926824
Position 5651: 0.0004367279752490802
Position 145: 0.00043055528881820937
Position 25662: 0.00040267708422160635
Position 2271: 0.0003910435517359488
Position 25532: 0.0003208171997411797
Position 30291: 0.0003174235144381187
Position 24875: 0.0003157965341476974
Position 12185: 0.0002477104144683267
Position 2964: 0.0002379549473038949
Position 320: 0.00020876648335869176
Position 3914: 0.00019135422551994218
Position 1593: 0.00018327049073474434
Position 2231: 0.00016626675740715914
Position 382: 0.0001661151773463267
Position 3523: 0.00013930546394677626
Position 1170: 0.00011946627435516106
Position 3731: 6.629090249062077e-05
Position 402: 5.162645160573033e-05
Position 3280: 3.530874471489508e-05
Position 631: 3.4504881088871487e-05
Position 3592: 3.298450963770556e-05
Position 802: 3.1715769374127914e-05
Position 698: 3.0190552053324397e-05
Position 246: 3.0151908901509753e-05
Position 446: 2.6737131990964062e-05
Position 3493: 2.591830969466806e-05
Position 1879: 2.558990335244418e-05
