Gene = Sct
index = 954
Annotated 5SS: [116 299 514]
Annotated 3SS: [196 408 609]
SMsplice 5SS: [116 299]
SMsplice 3SS: [196 609]
top_k =  500
Partition function (log Z): -1.3941036879456319

Sorted 5' Splice Sites (High to Low Probability):
Position 116: 0.9986568937928371
Position 299: 0.8703437709962297
Position 514: 0.22367767296251043
Position 314: 0.0064358043849482285
Position 285: 0.0034560816361693214
Position 559: 0.002006326004727052
Position 280: 0.0008817072084501927
Position 336: 0.00031589371479937787
Position 125: 0.00012491149175934872
Position 88: 6.979953879461832e-05
Position 546: 6.262429080150503e-05
Position 404: 2.9871739010765444e-05
Position 399: 1.42102645778767e-05
Position 393: 1.3369744385295007e-05
Position 518: 9.897445092778191e-06
Position 563: 9.721210930254986e-06
Position 670: 8.506113005531834e-06
Position 362: 6.756907084511206e-06
Position 253: 4.725790856440314e-06
Position 580: 2.6080286146533996e-06
Position 451: 2.348571426443399e-06
Position 487: 2.3226781858531995e-06
Position 68: 7.747404280994564e-07
Position 221: 5.134732111704909e-07
Position 484: 4.846904314706388e-07
Position 684: 2.4489128538477765e-07
Position 387: 2.5930702649811427e-08
Position 136: 1.0875580401606664e-08
Position 13: 2.798250134748971e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 196: 0.9886645528936724
Position 609: 0.9021788375567684
Position 434: 0.07069849374456028
Position 457: 0.038316160026935074
Position 441: 0.012215184233079992
Position 436: 0.011136731740238517
Position 408: 0.010832000400922111
Position 621: 0.010761982555441562
Position 415: 0.009994036511069277
Position 669: 0.008955109313192836
Position 689: 0.008339817482875682
Position 422: 0.008208734300858656
Position 591: 0.006467596682411555
Position 205: 0.005151523140504622
Position 499: 0.004791514099164623
Position 508: 0.0020773558828350272
Position 464: 0.002017916565126252
Position 532: 0.0015514136062676838
Position 472: 0.0012787330307362506
Position 229: 0.0006030626284555857
Position 466: 0.00034317566233747873
Position 412: 0.0003048875110985853
Position 708: 0.00015982836039738795
Position 213: 0.00015059837705008551
Position 253: 0.0001422326107939396
Position 787: 0.0001351925350399972
Position 546: 0.00013464245013960103
Position 558: 0.00011982555624230491
Position 248: 7.72226486807254e-05
Position 233: 6.604889439912372e-05
Position 278: 5.7065816059991565e-05
Position 717: 4.9197684094212765e-05
Position 554: 2.7725897706329177e-05
Position 691: 2.6521724612362747e-05
Position 739: 2.0155343463787233e-05
Position 756: 1.8601522474019866e-05
Position 730: 1.626971398880237e-05
Position 346: 9.716160385392692e-06
Position 722: 9.32614037343709e-06
Position 732: 8.375913332922117e-06
Position 298: 4.969402069985624e-06
Position 238: 4.619707056113521e-06
Position 327: 3.299374912736224e-06
Position 313: 3.246904052685835e-06
Position 259: 2.0356920186886296e-06
Position 753: 7.928722553344495e-07
Position 317: 5.571401090139767e-07
Position 266: 5.050482062925097e-07
Position 336: 3.5509109007137515e-07
Position 293: 1.2720679727760924e-07
Position 518: 4.036619035080071e-09
Position 303: 2.785640268825153e-12
Position 115: 7.130116023227902e-13
Position 88: 1.8949638125902877e-13
Position 120: 1.032762562254718e-15
Position 123: 7.711150626881688e-16
