Gene = 1700016H13Rik
index = 10
Annotated 5SS: [ 241 1089 6589]
Annotated 3SS: [ 953 6433 7055]
SMsplice 5SS: [ 667  819 1089]
SMsplice 3SS: [ 767  953 6291]
top_k =  500
Partition function (log Z): -9.730956135011311

Sorted 5' Splice Sites (High to Low Probability):
Position 1089: 0.957576572209222
Position 667: 0.4724388052592391
Position 819: 0.4602247135686401
Position 352: 0.17357466522703613
Position 1868: 0.10331384522321985
Position 7394: 0.0736302908367946
Position 4599: 0.07245058039704394
Position 6589: 0.07019792693627651
Position 836: 0.06350991797291762
Position 566: 0.042433202647111465
Position 407: 0.03880658965165189
Position 675: 0.03578355817888836
Position 252: 0.03442793378631542
Position 684: 0.022533484331741575
Position 164: 0.02087959123930457
Position 2527: 0.019992495527880468
Position 241: 0.015966636273065295
Position 535: 0.012472393854813838
Position 80: 0.011828783500699559
Position 841: 0.0087797599951468
Position 59: 0.007150272652447132
Position 425: 0.0069317506056416605
Position 2998: 0.006581153483052379
Position 691: 0.005020467684460132
Position 389: 0.004826095043114986
Position 364: 0.004521800839640902
Position 639: 0.0036816848632191764
Position 830: 0.0030799444306246356
Position 493: 0.0026438029259049983
Position 7543: 0.0025840367851657046
Position 330: 0.0024320796307309082
Position 231: 0.0019069273224183807
Position 126: 0.0018918788128425284
Position 659: 0.0017058275823488044
Position 2625: 0.0012440927634570992
Position 4583: 0.0011342853904941937
Position 1454: 0.001006277480832136
Position 1555: 0.0007259459831726402
Position 997: 0.0005085933993120994
Position 701: 0.0003903186770056836
Position 1349: 0.0003556999017128102
Position 1334: 0.000280228963418366
Position 146: 0.00027613033031354575
Position 847: 0.0002474034508394021
Position 132: 0.00017092411491684983
Position 5: 0.0001605172528426409
Position 108: 0.00013983677986627877
Position 420: 9.811712308718584e-05
Position 433: 9.233536868012884e-05
Position 706: 7.138175603813517e-05
Position 525: 6.643394214249441e-05
Position 13: 4.8127986094023265e-05
Position 1462: 4.7000661703325993e-05
Position 2065: 4.488732239343461e-05
Position 1391: 4.251145968600314e-05
Position 823: 3.9871435739229256e-05
Position 498: 3.239425561604757e-05
Position 11: 2.7224103054883412e-05
Position 2157: 1.970810108987169e-05
Position 555: 1.7312669627000513e-05
Position 1956: 1.0758230614330235e-05
Position 579: 9.852881358112677e-06
Position 51: 8.985574623596608e-06
Position 2522: 2.558080736560064e-06
Position 1054: 2.1848940376273845e-06
Position 1093: 1.8385259331554701e-06
Position 1029: 7.467443231287684e-07
Position 1079: 2.5748825143873063e-07
Position 1087: 6.18415942200336e-08
Position 1011: 5.664339098217685e-08
Position 1188: 3.1644710451713377e-08
Position 971: 3.034991302284505e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 953: 0.9719206131424599
Position 767: 0.41432541740864676
Position 6291: 0.20187186376957694
Position 7259: 0.1452412779566042
Position 7055: 0.09610025870908842
Position 7702: 0.08075187846490856
Position 4691: 0.06899072409335005
Position 2742: 0.06748294384545087
Position 5796: 0.06565582423798355
Position 4389: 0.06370446213700703
Position 4449: 0.05892553678637756
Position 2400: 0.057484736625706315
Position 1733: 0.04493876770411806
Position 1744: 0.04168171178947916
Position 6433: 0.037711601639801653
Position 601: 0.03126040168551139
Position 1764: 0.026514329208320298
Position 1295: 0.024032951807035963
Position 2821: 0.021137902405843262
Position 6686: 0.020429517904240635
Position 725: 0.018588846617021756
Position 6713: 0.01699899749145723
Position 4407: 0.016044322864947343
Position 6338: 0.015619718725678938
Position 7716: 0.014786172028186887
Position 6230: 0.008615949647166344
Position 4093: 0.008481191772132884
Position 7596: 0.008250976558668993
Position 1910: 0.007647174324965218
Position 7382: 0.006629632489820524
Position 4483: 0.005964408041006699
Position 4640: 0.005688821299534266
Position 2344: 0.005532457225516144
Position 2256: 0.0041235722943604005
Position 2428: 0.003979984822772425
Position 7457: 0.003949386153414213
Position 6385: 0.00386338536629564
Position 3898: 0.0038353404767762947
Position 6885: 0.003773495677431985
Position 7494: 0.003179369179763271
Position 5767: 0.0031127486723698406
Position 2764: 0.0031108341677734725
Position 933: 0.003075772214807233
Position 3199: 0.0030097647904888565
Position 6437: 0.002943192297584145
Position 884: 0.002772292330483006
Position 2477: 0.0027327852221436725
Position 5704: 0.00243683424222617
Position 3545: 0.0024188283712800237
Position 1590: 0.0023009359014271617
Position 1442: 0.002190054046015536
Position 1554: 0.0020373679324761965
Position 1969: 0.0020299533858779625
Position 1769: 0.0019511243737097234
Position 1700: 0.0018754460386799197
Position 3071: 0.0018291568221011122
Position 430: 0.0015324134708629205
Position 534: 0.0013690457635637456
Position 1370: 0.001324589044417088
Position 489: 0.0012992789971878471
Position 4741: 0.0012260584180649062
Position 4317: 0.0011838213024896551
Position 1772: 0.0011190623305697006
Position 3634: 0.0010260517007240682
Position 4168: 0.0010259476422774564
Position 1867: 0.000988680462928303
Position 570: 0.0008528383605391263
Position 4186: 0.0008455682897928975
Position 2579: 0.0007505865570886628
Position 3696: 0.0007459356074271856
Position 7207: 0.0007437615649260146
Position 959: 0.0006772245353643512
Position 1479: 0.0006515186489601182
Position 1390: 0.0006074217075275561
Position 1231: 0.0005740292927338233
Position 3360: 0.0005613890773748824
Position 2262: 0.0005566471882851684
Position 2303: 0.0005525959142180146
Position 3587: 0.0005466079885861628
Position 988: 0.0005061279953218093
Position 2156: 0.0004919835460828607
Position 976: 0.00047820322540696964
Position 2929: 0.00043402171101735647
Position 445: 0.0004286310377172473
Position 2997: 0.0004139398072255897
Position 1466: 0.00039943822175272773
Position 2369: 0.00036733121781077314
Position 1348: 0.0003344949965552509
Position 239: 0.0003218270994475044
Position 3974: 0.00031469419902268653
Position 1236: 0.00031210588367474836
Position 515: 0.00031140351941335155
Position 835: 0.00027957599770855776
Position 1292: 0.00024385179847230025
Position 287: 0.00023209358040571186
Position 864: 0.00018050025263181108
Position 1154: 0.0001616534478251155
Position 510: 0.0001133819735592307
Position 610: 0.00010724449681658992
Position 809: 5.693842616025591e-05
Position 788: 5.01717637148378e-05
Position 538: 4.868141853426329e-05
Position 1001: 4.77488190830491e-05
Position 1710: 2.467240392210919e-05
Position 405: 2.0562644479013783e-05
Position 464: 1.950970144029505e-05
Position 373: 1.66158570980965e-05
Position 244: 1.6591371442075632e-05
Position 512: 1.0185303628158582e-05
Position 1717: 9.695959645095205e-06
Position 1215: 9.342794933282872e-06
Position 280: 8.455517037769935e-06
Position 542: 7.081294046934835e-06
Position 211: 5.258805390363667e-06
Position 181: 2.5465937691019015e-06
Position 1188: 2.0869662434571023e-06
Position 303: 1.984147171256583e-06
Position 296: 1.3317643991359003e-06
Position 458: 1.1995995006410322e-06
Position 968: 1.1742545696967957e-06
Position 300: 7.526808642388269e-07
Position 442: 7.001991119388377e-07
Position 177: 6.473607945031366e-07
Position 520: 6.424884484772637e-07
Position 1307: 6.193329820296455e-07
Position 330: 5.563140271561402e-07
Position 1777: 4.5004328466501565e-07
Position 223: 3.5167916243256857e-07
Position 622: 2.932390396173845e-07
Position 636: 2.0463384730535525e-07
Position 1813: 2.0240332899411015e-07
Position 922: 1.727691081516594e-07
Position 920: 1.3110793907382345e-07
Position 77: 6.729262927643815e-08
Position 256: 6.334127642488903e-08
Position 164: 5.319755470693108e-08
Position 306: 1.9355992771470318e-08
Position 95: 1.3030915692122761e-08
Position 267: 6.928861322980986e-09
Position 316: 4.822935846698749e-09
Position 312: 4.230178587830962e-09
Position 124: 2.5028585073476387e-09
Position 320: 2.0668083255461887e-09
Position 379: 2.020640913986013e-09
Position 79: 1.3407937656354877e-09
