Gene = Lce1k
index = 627
Annotated 5SS: [55]
Annotated 3SS: [992]
SMsplice 5SS: [158]
SMsplice 3SS: [992]
top_k =  500
Partition function (log Z): -9.388019120920191

Sorted 5' Splice Sites (High to Low Probability):
Position 158: 0.5108129326291115
Position 380: 0.40421208862087915
Position 55: 0.2826659908026001
Position 721: 0.10952010928122427
Position 853: 0.020043348973944098
Position 476: 0.013649047216528345
Position 1494: 0.010438679161431917
Position 188: 0.004892466337133081
Position 126: 0.004565609179877481
Position 518: 0.004194000117937031
Position 565: 0.003439554555065501
Position 80: 0.0032126824046962883
Position 176: 0.002519043927369283
Position 265: 0.0024123375463626674
Position 1084: 0.0016505857292188702
Position 1060: 0.001434649627150807
Position 745: 0.0013409833297499895
Position 1133: 0.0011140424385453773
Position 399: 0.0008432311897102752
Position 1399: 0.0007751670960258255
Position 162: 0.0007644407302687875
Position 22: 0.0006787906858177534
Position 365: 0.0006143632700631218
Position 220: 0.0004747973260495937
Position 321: 0.00032391088276936055
Position 1123: 0.00032276459975676965
Position 1498: 0.00027249171779672145
Position 42: 0.00025578682263781153
Position 839: 0.00025257439148355286
Position 819: 0.000248337751267237
Position 494: 0.00024264314177541225
Position 1146: 0.0001996666288162123
Position 1113: 0.000168775480830786
Position 821: 0.00013002190454309412
Position 846: 0.0001080550627117097
Position 1365: 7.864141151772957e-05
Position 33: 2.8614590550458247e-05
Position 442: 2.2068161196758533e-05
Position 37: 2.0028431703680723e-05
Position 124: 1.795538749893381e-05
Position 337: 1.4051265602222551e-05
Position 59: 1.3805963891347089e-05
Position 554: 1.0973003583191447e-05
Position 222: 8.232573819795553e-06
Position 44: 6.603682315363435e-06
Position 4: 5.949146517118551e-06
Position 82: 4.8591194283785335e-06
Position 61: 4.665080192141315e-06
Position 542: 4.3209184967787585e-06
Position 424: 2.639660082352344e-06
Position 24: 1.5742307923489837e-06
Position 617: 8.529063801141697e-07
Position 46: 8.384073403205209e-07
Position 280: 4.6039388837527035e-07
Position 711: 2.8229266095211134e-07
Position 592: 2.4251614081999825e-07
Position 257: 2.0887306632911372e-07
Position 873: 1.969470321248989e-07
Position 269: 1.9345701186789878e-07
Position 725: 1.228179765766828e-07
Position 290: 9.093638753528564e-08
Position 260: 7.163731128346908e-08
Position 293: 1.4669561907319198e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 992: 0.5673746037779609
Position 1571: 0.16587760676894378
Position 265: 0.12448619173252691
Position 301: 0.11983642647972072
Position 278: 0.09663150635400415
Position 611: 0.09394282836250435
Position 637: 0.04137700695454883
Position 1149: 0.021641042851216402
Position 1221: 0.01778865297869941
Position 1257: 0.017191023503296547
Position 665: 0.014364042264098997
Position 1492: 0.01093594213363897
Position 1290: 0.009676411823807617
Position 1197: 0.00916352117664415
Position 899: 0.009088762350178862
Position 1497: 0.008149938716598757
Position 592: 0.007176199326054964
Position 362: 0.005986395126630751
Position 238: 0.005571312072537628
Position 542: 0.005316014361543675
Position 784: 0.005228069138198392
Position 1173: 0.004284910136473862
Position 1266: 0.004248546098439879
Position 584: 0.0032685020578604295
Position 310: 0.0029350839860952872
Position 693: 0.002105282501650517
Position 1305: 0.001931606080664013
Position 1060: 0.0018004589184391737
Position 1203: 0.001595929163314017
Position 1414: 0.001371236619626434
Position 1010: 0.0012208967172672664
Position 719: 0.0012153681071025823
Position 1123: 0.0011501278763278533
Position 337: 0.001039647716192763
Position 452: 0.000728630120772015
Position 1027: 0.0006397377614207111
Position 379: 0.0006252710183148537
Position 1308: 0.000495042257821424
Position 424: 0.0003756425919890984
Position 699: 0.0003268055224023712
Position 341: 0.00028745917290962255
Position 431: 0.00023492757373447994
Position 494: 8.65729621348539e-05
Position 1338: 7.631078620340536e-05
Position 428: 7.602853281972359e-05
Position 786: 4.0357437454792686e-05
Position 209: 2.9472138478923995e-05
Position 721: 2.83544340502581e-05
Position 517: 1.3432451804265478e-05
Position 392: 1.5248951966911987e-06
Position 372: 1.3410972404702438e-06
Position 435: 1.21593832780617e-06
Position 215: 9.021685759025241e-07
Position 136: 7.488848800406662e-07
Position 158: 3.945932648034597e-07
Position 151: 3.459436787436682e-07
Position 188: 3.393966116657298e-07
Position 155: 2.0184210814837107e-07
Position 206: 1.5241338060695592e-07
Position 397: 7.970006213963249e-08
Position 129: 5.0777280806633647e-08
Position 472: 3.9733625446791516e-08
Position 523: 2.6218905561064775e-08
Position 512: 2.1186615644171745e-08
Position 120: 1.5102083834903785e-09
Position 171: 1.4566699853295067e-09
Position 140: 1.329279044219966e-09
Position 399: 4.5982035653476797e-10
Position 388: 4.176735954985787e-10
Position 68: 2.969753302912228e-11
Position 94: 2.8384087223364964e-11
Position 91: 2.648743640299105e-11
