Gene = Ccpg1
index = 231
Annotated 5SS: [  245 12042 13716 14111 16447 20464 24984 27564]
Annotated 3SS: [11972 13594 14033 16247 20211 24867 26500 29902]
SMsplice 5SS: [  245 12042 13716 14111 16447 18508 24984]
SMsplice 3SS: [11972 13594 14033 16247 18397 24867 29902]
top_k =  500
Partition function (log Z): 0.13349323690682846

Sorted 5' Splice Sites (High to Low Probability):
Position 24984: 0.9997889932563325
Position 245: 0.9982895946277669
Position 14111: 0.8965789376875141
Position 16447: 0.8792714560242884
Position 13716: 0.8743257921877446
Position 12042: 0.8557904516902416
Position 30001: 0.753015206612458
Position 18508: 0.7354821566057648
Position 7195: 0.5212240746230763
Position 8231: 0.3809737446682024
Position 20464: 0.35867516425549123
Position 16792: 0.22227850635405416
Position 7178: 0.20164955189407005
Position 28832: 0.17936072127098998
Position 20377: 0.15127055166086043
Position 27898: 0.14225070733946632
Position 6302: 0.13832606990252838
Position 7399: 0.10231463245117509
Position 20536: 0.09767603180937506
Position 21964: 0.09505187861811056
Position 12091: 0.08249585616565196
Position 15861: 0.07740849199811436
Position 4589: 0.07200430305981353
Position 18533: 0.0714080948198653
Position 20408: 0.06783476592681408
Position 22227: 0.05539780045328613
Position 12584: 0.044368227520638515
Position 25214: 0.040002702249207975
Position 28617: 0.03825500216272568
Position 17613: 0.03363508068062182
Position 22709: 0.029684587487069782
Position 16421: 0.027828742979689236
Position 22281: 0.027427615718800372
Position 21396: 0.026911418884859976
Position 25695: 0.025020170159889037
Position 24594: 0.020423644884458053
Position 13116: 0.01974858480863669
Position 13710: 0.01519915973987941
Position 18773: 0.013363269391799198
Position 19924: 0.013210926437702537
Position 15998: 0.013202876552394247
Position 14642: 0.010558145286297907
Position 12841: 0.00970446978159256
Position 21735: 0.009640548054840072
Position 7182: 0.009390175486837548
Position 27564: 0.008218387288244118
Position 26710: 0.007566948116512762
Position 8555: 0.007469986777229183
Position 19240: 0.0073464649130496685
Position 28654: 0.006915129427922979
Position 3447: 0.0063028431122634345
Position 7404: 0.005491985719786974
Position 21835: 0.00546494540175486
Position 28639: 0.004202337775414911
Position 3686: 0.0031037674387008425
Position 1236: 0.003001507395529722
Position 4287: 0.002961111830173288
Position 25279: 0.002920303629813746
