Gene = Dpt
index = 348
Annotated 5SS: [  393 12388 22359]
Annotated 3SS: [12261 22250 26525]
SMsplice 5SS: [  393  1937  4947 12388 22359]
SMsplice 3SS: [ 1867  4825 12261 22250 26525]
top_k =  500
Partition function (log Z): 1.9779769302657808

Sorted 5' Splice Sites (High to Low Probability):
Position 12388: 0.9296562884985152
Position 393: 0.8520127235005128
Position 1937: 0.8407306554730769
Position 4947: 0.7724958829905967
Position 22359: 0.7477498761987198
Position 24982: 0.6434190395385023
Position 1705: 0.405531776134544
Position 14737: 0.3828157164973705
Position 26417: 0.30161833764700036
Position 26616: 0.26439894487283155
Position 22368: 0.2522492832610778
Position 4267: 0.23938090690646296
Position 5358: 0.2260757619342669
Position 13310: 0.20999545003498546
Position 26635: 0.17141430699572235
Position 23182: 0.14231297493735723
Position 19138: 0.13245083959942028
Position 2809: 0.12325488603175117
Position 6820: 0.12122779600028852
Position 14395: 0.11537569842256208
Position 856: 0.11517723620641737
Position 13318: 0.10911379777294311
Position 5575: 0.09390987701714348
Position 24745: 0.08180686448949454
Position 2139: 0.07548960851993332
Position 17134: 0.06912081352725473
Position 1676: 0.06165486066928489
Position 26623: 0.060576652079778415
Position 12333: 0.058218629680426945
Position 4538: 0.05001386103103064
Position 188: 0.047638182478364516
Position 4087: 0.03379291196345573
Position 5516: 0.03269525636883246
Position 7535: 0.03262344797974161
Position 25698: 0.03177594795064431
Position 26250: 0.028251538561258335
Position 17075: 0.025895560378806998
Position 4961: 0.022236652683437164
Position 26989: 0.018001173287226908
Position 8885: 0.015805605097871267
Position 25702: 0.01567060662065202
Position 202: 0.015552791589341131
Position 13405: 0.014216569559707876
Position 526: 0.013547259152396643
Position 24197: 0.011758843259453726
Position 12397: 0.011543915090300044
Position 159: 0.010992897054133699
Position 262: 0.010156421475551227
Position 25124: 0.009495223502840032
Position 5905: 0.009222653178517408
Position 648: 0.008844208811821347
Position 7930: 0.008763747230022247
Position 2611: 0.008654751044812281
Position 14814: 0.007835991059768002
Position 654: 0.007542483496882943
Position 432: 0.006548736267221674
Position 6909: 0.006046638456846552
Position 25543: 0.005549116455020159
Position 572: 0.005540305266135583
Position 256: 0.005298564035303041
Position 15960: 0.00527666399272378
Position 24327: 0.0051946168343170555
Position 24768: 0.0033661435501496375
Position 4586: 0.002841812785034024
Position 360: 0.00272300602888674
Position 12570: 0.002388037399110603
Position 5246: 0.0020927644871655588
Position 2288: 0.002001582603679403
Position 24817: 0.001911279554192649
Position 250: 0.0018353436962673859
Position 4039: 0.0016077295413103303
Position 2922: 0.0015279680887906972
Position 25481: 0.0015016624360558034
Position 26274: 0.0013891030895724584
Position 868: 0.0013155906391363059
Position 86: 0.0011977403864110677
Position 57: 0.001035335833851569
Position 1358: 0.0010196531656859915
Position 124: 0.0008694895806867808
Position 105: 0.0008552170307387552
Position 144: 0.0008493756292037324
Position 554: 0.0007912400096561329
Position 712: 0.0007158501381996014
Position 12370: 0.0005811667307554745
Position 1300: 0.0005578872163244413
Position 821: 0.00041936421043598627
Position 630: 0.0003820883787623325
Position 37: 0.00033655262487584085
Position 1276: 0.00030131509431067404
Position 1048: 0.0002540158203482024
Position 2088: 0.00016379254562663494
Position 1976: 0.00015056340146904487
Position 436: 8.445621810532433e-05
Position 2322: 8.105293979748301e-05
Position 149: 6.446162848965452e-05
Position 2446: 6.0160277961448814e-05
Position 234: 4.572755325635964e-05
Position 30: 4.537775084004433e-05
Position 549: 3.498406070985398e-05
Position 17: 3.365377752057586e-05
Position 253: 2.8690051535109162e-05
Position 174: 2.025358946077175e-05
Position 236: 1.7642298452621152e-05
Position 452: 8.574753659692722e-06
Position 650: 8.31138053887423e-06
Position 109: 6.422924929135322e-06
Position 632: 5.1206006218455305e-06
Position 407: 4.348499480107733e-06
Position 691: 4.001083874415555e-06
Position 354: 2.4823283603719854e-06
Position 457: 1.963618186412332e-06
Position 430: 1.2895640546761235e-06

Sorted 3' Splice Sites (High to Low Probability):
Position 12261: 0.9999999999999981
Position 22250: 0.9983238798148959
Position 26525: 0.9218593670393885
Position 1867: 0.6943379027581656
Position 4825: 0.5839152239194924
Position 24882: 0.44090547093490123
Position 14622: 0.34691611599098676
Position 13152: 0.25358776636187713
Position 4219: 0.24777499214832546
Position 24835: 0.21784991586868713
Position 1621: 0.17112324793083708
Position 26370: 0.15451386982231458
Position 4856: 0.13907714698558363
Position 1529: 0.13686085613191618
Position 18980: 0.13245083959942028
Position 1766: 0.13004305927322865
Position 22921: 0.12195738941833877
Position 5439: 0.11386593819970103
Position 5144: 0.09992863087376641
Position 26883: 0.09915214858134372
Position 26084: 0.09232824290811455
Position 14262: 0.09159039435969316
Position 27247: 0.0896491415546345
Position 6689: 0.08958114589239444
Position 17026: 0.08738181691834841
