Gene = 1700102P08Rik
index = 22
Annotated 5SS: [  26  806 2552]
Annotated 3SS: [ 400 2459 4358]
SMsplice 5SS: [153]
SMsplice 3SS: [4358]
top_k =  500
Partition function (log Z): -9.44166272912644

Sorted 5' Splice Sites (High to Low Probability):
Position 153: 0.5601834178365273
Position 284: 0.3687960598076515
Position 2552: 0.23731780168118075
Position 2301: 0.1786385445208793
Position 3855: 0.17276035697634062
Position 537: 0.12412811299151631
Position 4110: 0.07192525681379706
Position 772: 0.0676363526306198
Position 806: 0.02595176741198603
Position 26: 0.02301471148464577
Position 1380: 0.01614956151858101
Position 4229: 0.015141216727792605
Position 4099: 0.011410271090928556
Position 1597: 0.007389503655177427
Position 306: 0.004820741448942301
Position 654: 0.003351823734136459
Position 1373: 0.0026871391247809216
Position 3248: 0.0017726658746958389
Position 3731: 0.0016459723508504228
Position 236: 0.0007072243482382875
Position 288: 0.0005787896664643873
Position 1124: 0.00022720435611620947
Position 324: 0.00022268939108304925
Position 101: 0.00015760512513002614
Position 619: 0.00015564231012345748
Position 273: 0.00014683051797516282
Position 1848: 9.096241887942584e-05
Position 276: 4.3943660339924935e-05
Position 1606: 3.9437533183492646e-05
Position 47: 2.250613184132469e-05
Position 165: 2.0300149089750472e-05
Position 98: 2.021342594529922e-05
Position 598: 1.7757598108291308e-05
Position 208: 1.6772860745989845e-05
Position 105: 1.3156129889305997e-05
Position 182: 1.219012399342733e-05
Position 218: 6.463715389350596e-06
Position 192: 6.001643683715972e-06
Position 10: 4.9553397370164446e-06
Position 1480: 4.143717360355503e-06
Position 52: 2.0704366962706895e-06
Position 745: 1.4339943628339493e-06
Position 1482: 1.0534803450140717e-06
Position 68: 8.261963961903859e-07
Position 1242: 6.779602014751088e-07
Position 353: 3.470823030427656e-07
Position 390: 1.6745980480439833e-07
Position 345: 2.7539501919997454e-08
Position 471: 4.126361330652768e-09
Position 407: 1.1774361294553576e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 4358: 0.5319143882499359
Position 2459: 0.20606464136199218
Position 3946: 0.18304928366880485
Position 3778: 0.15973853235583393
Position 400: 0.1543639976195772
Position 2203: 0.09207060086512632
Position 4021: 0.06740779305330885
Position 1300: 0.05227222221583849
Position 1960: 0.051425185971866856
Position 2405: 0.05066853981115508
Position 2178: 0.039447621388426043
Position 3387: 0.038448891150849325
Position 3600: 0.033735246504349975
Position 1557: 0.024508436858233233
Position 2626: 0.024097528867386763
Position 4302: 0.01840473660443451
Position 691: 0.013117343449279025
Position 1315: 0.01114615182750364
Position 424: 0.01019521849590233
Position 671: 0.009942454118853004
Position 287: 0.009378914327975961
Position 2872: 0.008515044190715452
Position 3854: 0.008506818583390346
Position 533: 0.007867117689292
Position 2383: 0.005654133148022932
Position 674: 0.005421585554968882
Position 2161: 0.005381415196112467
Position 2118: 0.0046682757968407
Position 2185: 0.004444466010848894
Position 2925: 0.004103317557661941
Position 2629: 0.0037709201367909753
Position 2006: 0.0037179153125679806
Position 2667: 0.0034796561116993427
Position 1795: 0.003409891826692829
Position 1992: 0.0032949784998471602
Position 2597: 0.002958774151500353
Position 1071: 0.0027314708387773303
Position 3364: 0.0025800891813134086
Position 728: 0.002550075743890848
Position 3132: 0.0022829110258769858
Position 2463: 0.0022661452718709934
Position 751: 0.0021872425060569176
Position 2271: 0.0017124629394357532
Position 3431: 0.0015532311791162502
Position 2222: 0.0015253055966008755
Position 556: 0.0015168953120786835
Position 3199: 0.0014230376880471599
Position 453: 0.0013432137717462416
Position 706: 0.0011884750906149173
Position 617: 0.0011535238433497835
Position 2070: 0.0011446508260039526
Position 544: 0.0010203366003308995
Position 2247: 0.0009744917057113371
Position 2510: 0.0008816647266799714
Position 381: 0.0008465096522784435
Position 385: 0.000842555660012526
Position 3167: 0.0008276624109567937
Position 4619: 0.0008152952088206787
Position 623: 0.000810553442491028
Position 4385: 0.000785363746092618
Position 710: 0.0006932351786734475
Position 2278: 0.0006637714959379315
Position 1531: 0.0004735256190178294
Position 1099: 0.0004273897610658333
Position 1256: 0.00041829244768093335
Position 619: 0.0004056401351664827
Position 1493: 0.0003481396472590966
Position 1353: 0.00026177296743607967
Position 1037: 0.00025771050185874057
Position 253: 0.00024365496487325375
Position 259: 0.00020826427093332514
Position 430: 0.00018233909327694927
Position 133: 0.00017914964056123692
Position 1725: 0.00016685249353261391
Position 2507: 0.00015724146934467068
Position 1269: 0.000156466261644921
Position 2011: 0.00015001939531691786
Position 1664: 0.00012098639443962827
Position 485: 4.918432154347538e-05
Position 755: 4.110354364209829e-05
Position 227: 3.429073544314915e-05
Position 157: 8.249107806632236e-06
Position 475: 5.642593483507134e-06
Position 771: 5.012477025312479e-06
Position 266: 4.124467467384272e-06
Position 468: 3.865978361323741e-06
Position 1372: 3.2404317940106246e-06
Position 434: 2.810362233740736e-06
Position 437: 2.458001862185456e-06
Position 201: 2.404670922788321e-06
Position 329: 2.248679266814788e-06
Position 495: 1.4739437228572024e-06
Position 1056: 1.448197534909323e-06
Position 883: 1.328497670903755e-06
Position 459: 1.1910145840191026e-06
Position 885: 1.0735067231129863e-06
Position 139: 5.40491565600005e-07
Position 117: 2.6746337559704727e-07
Position 471: 2.385004941021502e-07
Position 317: 2.365572725182855e-07
Position 332: 1.55378397173936e-07
Position 101: 1.3041568713852255e-07
Position 503: 8.748689125217249e-08
Position 488: 6.465993813290819e-08
Position 305: 5.4638033602424466e-08
Position 98: 4.2035779411184626e-08
Position 123: 3.657537894325607e-08
Position 143: 9.093934995064896e-09
Position 110: 6.309096031575173e-09
Position 81: 1.209494307837334e-09
Position 500: 5.911931889557083e-10
Position 85: 5.826534986383404e-10
Position 505: 5.377256807854756e-10
