Gene = Polr3gl
index = 835
Annotated 5SS: [   98 12094 12538 13347 13732 14166 14384]
Annotated 3SS: [11925 12407 13277 13674 14091 14269 15592]
SMsplice 5SS: [   98  5390 13347 13732 14166 14384 15509]
SMsplice 3SS: [ 5259 13277 13674 14091 14269 15311 15592]
top_k =  500
Partition function (log Z): 0.8857224626981308

Sorted 5' Splice Sites (High to Low Probability):
Position 98: 0.9720236987313431
Position 13347: 0.9659819172563867
Position 5390: 0.9109465411765726
Position 14384: 0.9070097358146169
Position 13732: 0.8906358247272946
Position 14166: 0.6328512742922164
Position 15509: 0.38919512839091097
Position 12094: 0.37189587989645817
Position 13177: 0.371312669699331
Position 12538: 0.30203993785024474
Position 15484: 0.22963226602211181
Position 11695: 0.15832932183228823
Position 14717: 0.12329465339956039
Position 11474: 0.08695898113592015
Position 1463: 0.05732250632552566
Position 9292: 0.04901317207897522
Position 7347: 0.046446451713815194
Position 6479: 0.039543701780008
Position 3321: 0.03823345967532541
Position 1360: 0.036200548657564106
Position 13397: 0.0309505983201144
Position 3326: 0.02903553094469906
Position 138: 0.01891286057952166
Position 4070: 0.0168814078851455
Position 572: 0.011805803087586957
Position 6682: 0.010035335598843025
Position 12047: 0.00822929548930675
Position 9744: 0.007785478029259616
Position 14719: 0.007233434844898184
Position 15490: 0.007103719479346741
Position 13693: 0.006498465050043552
Position 13770: 0.0059908481420749265
Position 4526: 0.005881875461104592
Position 9781: 0.0057289006582967135
Position 2109: 0.0052639675750961006
Position 15359: 0.005081430966707851
Position 824: 0.004459002854514419
Position 15423: 0.004063540350404499
Position 865: 0.0038062929597900215
Position 2743: 0.003511327567399929
Position 351: 0.0034256646210107902
Position 14233: 0.0033155307278832026
Position 15515: 0.0027191966117995803
Position 6856: 0.002704855935923575
Position 15069: 0.0024472671078365907
Position 10627: 0.002237920293935142
Position 6702: 0.002003053369861267
Position 15406: 0.001980394039767992
Position 4203: 0.001912870393900839
Position 3121: 0.001817229896776035
Position 14237: 0.0016397521479370653
Position 13719: 0.0014558079647485627
Position 14632: 0.0014384446836395784
Position 13868: 0.0008838055509233795
Position 15474: 0.0004997365894756017
Position 13710: 0.0004428280581125466
Position 321: 0.00037481715271636456
Position 262: 0.0003591132950364474
Position 13351: 0.00032044053195775146
Position 5803: 0.00030058999405286745
Position 175: 0.00028552230862536406
Position 128: 0.00026154312221159397
Position 13974: 0.00026151987989863604
Position 13976: 0.00021594748012770978
Position 5728: 0.00014175570534157605
Position 505: 0.00010247062553024251
Position 14590: 0.00010234147067880381
Position 14659: 9.631179117964675e-05
Position 602: 9.592061490728621e-05
Position 133: 9.024035494188283e-05
Position 844: 7.957208108512149e-05
Position 473: 4.887596212797421e-05
Position 656: 3.2916191033309635e-05
Position 378: 2.9926538864277074e-05
Position 14906: 2.9194202672626872e-05
Position 14840: 2.779313412831187e-05
Position 57: 2.731068755680169e-05
Position 191: 2.4813296110059315e-05
Position 69: 2.316347542447532e-05
Position 331: 1.5358270971069057e-05
Position 114: 1.4765457531358452e-05
Position 1898: 1.329373505333679e-05
Position 765: 9.959183524931408e-06
Position 1209: 8.066415240633763e-06
Position 2121: 5.6405625533856895e-06
Position 1652: 3.996463174489035e-06
Position 199: 3.7421916018799815e-06
Position 2691: 2.882558003469677e-06
Position 871: 1.972343750594429e-06
Position 557: 1.9304386147508903e-06
Position 283: 7.750764471489977e-07
Position 80: 4.756270167473945e-07
Position 153: 1.4253130521312854e-07
Position 253: 1.1899729990840906e-08
Position 394: 9.212799991582562e-09
Position 428: 1.56850178175184e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 13277: 0.9947146613537249
Position 5259: 0.8868335944302482
Position 15592: 0.8677123206780922
