Gene = Lair1
index = 617
Annotated 5SS: [  106  7257 34468 52445 52585 52709 52924]
Annotated 3SS: [ 7220 34137 52327 52541 52670 52873 53339]
SMsplice 5SS: [  106  2265 18416 34468 35103 42328 52445 52709]
SMsplice 3SS: [ 2147 18324 34137 34992 42210 52327 52541 53339]
top_k =  500
Partition function (log Z): -35.099538926775764

Sorted 5' Splice Sites (High to Low Probability):
Position 2265: 0.8978441909939169
Position 106: 0.7261467211277326
Position 10359: 0.27319383363928634
Position 49: 0.2531991571458236
Position 1770: 0.18632577780445425
Position 1586: 0.14414936747063878
Position 2611: 0.11983444495384735
Position 1978: 0.10119151720240663
Position 5163: 0.05732477150757286
Position 1754: 0.022768502097922062
Position 7821: 0.019003461488337037
Position 7378: 0.013076005992553832
Position 7127: 0.010819894597978141
Position 281: 0.00969163280930992
Position 1786: 0.008528011946342154
Position 2230: 0.00723815959832002
Position 54: 0.0045751954925705475
Position 1964: 0.003957705561682965
Position 6878: 0.0039507590367421335
Position 913: 0.0036174995635086023
Position 4026: 0.002527663856776683
Position 1779: 0.002454050913816881
Position 1473: 0.002438537550130961
Position 1199: 0.002427207409551968
Position 6990: 0.0022272739136316028
Position 700: 0.00210313740960116
Position 2062: 0.002073631630337021
Position 2404: 0.0018982218587107634
Position 4121: 0.001890141575484471
Position 531: 0.0018499528520403484
Position 1092: 0.0016481992653398145
Position 1411: 0.0013942056279485152
Position 7257: 0.0013087840957103736
Position 497: 0.0011992002547345296
Position 99: 0.0011611882273012016
Position 2222: 0.001154213611510416
Position 832: 0.0011522207877619562
Position 1952: 0.0011126355815840087
Position 130: 0.000941084464371905
Position 854: 0.0005384501309992188
Position 1560: 0.0005120969369585124
Position 718: 0.0005087274998218842
Position 1791: 0.00045103547482208185
Position 218: 0.00043619627372141573
Position 3345: 0.00040601125416782856
Position 1695: 0.0003878138617889774
Position 110: 0.00034960022380841086
Position 261: 0.00031771088225105115
Position 1858: 0.000292979926174901
Position 276: 0.00028829620027830615
Position 1195: 0.00021257678458778094
Position 1668: 0.0002084506285259477
Position 5988: 0.00014598347602642068
Position 251: 9.686199253776166e-05
Position 838: 6.46011217305012e-05
Position 1324: 3.974649979277503e-05
Position 1416: 3.928477975471326e-05
Position 1551: 3.7049050583543787e-05
Position 387: 2.174630416740269e-05
Position 1576: 1.8313349985369887e-05
Position 759: 1.4157259543197942e-05
Position 337: 1.0632186538908825e-05
Position 87: 7.738764196240184e-06
Position 1392: 7.695750566216682e-06
Position 1527: 7.452872715076251e-06
Position 69: 6.182496760750302e-06
Position 1099: 5.496367864294037e-06
Position 340: 3.5010852649853794e-06
Position 400: 2.3065346978593296e-06
Position 730: 1.6873822418671758e-06
Position 1222: 9.995811764939242e-07
Position 819: 8.213175871976141e-07
Position 2503: 1.7912923805023867e-07
Position 1895: 1.0443537672457343e-07
Position 74: 7.98265105820137e-08
Position 332: 2.5085820205850843e-08
Position 556: 1.9165807100744387e-08
Position 142: 9.880409598296944e-09
Position 13: 5.948623519150504e-09
Position 538: 2.925560350294547e-09
Position 391: 1.057869273431754e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 2147: 0.9052288604138987
Position 10666: 0.18933560493137983
Position 10172: 0.18707456132425207
Position 12953: 0.18495556967018598
Position 1499: 0.18207799183281237
Position 1680: 0.16468236022666566
Position 10275: 0.12870565273196577
Position 1635: 0.08055692635261996
Position 5054: 0.07849810576996177
Position 12096: 0.0715295210341846
Position 9104: 0.06837454243869992
Position 2502: 0.06428721721587653
Position 10906: 0.058146476306526695
Position 7552: 0.050592210797544196
Position 2462: 0.05010643469703439
Position 8380: 0.04939181355594371
Position 7027: 0.03416631306484315
Position 7220: 0.033877607180273425
Position 1926: 0.032784730650888896
Position 1718: 0.02927752944531878
Position 10463: 0.024458044453893976
Position 4314: 0.022385049023002427
Position 7659: 0.017007827406883804
Position 10042: 0.016919471696114293
Position 6877: 0.01500224090051304
