Gene = Prune1
index = 864
Annotated 5SS: [  492 13846 16659 18485 19866 22837 24050]
Annotated 3SS: [13752 16455 18299 19706 22741 23890 26648]
SMsplice 5SS: [  492 13559 13846 16659 18485 19866 22837 24050]
SMsplice 3SS: [13462 13752 16545 18388 19706 22741 23890 26648]
top_k =  500
Partition function (log Z): 7.247254333023523

Sorted 5' Splice Sites (High to Low Probability):
Position 492: 1.0
Position 19866: 0.9928308726263538
Position 22837: 0.986740651225833
Position 16659: 0.9741972436854649
Position 13559: 0.9661274497324988
Position 13846: 0.9631780594739937
Position 24050: 0.8934614392549983
Position 18485: 0.8493767862856154
Position 26838: 0.32902768723385406
Position 14279: 0.29822133692660097
Position 14349: 0.16350392568661284
Position 18024: 0.12282596903830768
Position 26848: 0.11608100874027234
Position 17926: 0.07740701237462196
Position 18019: 0.0610007201007597
Position 18497: 0.05115550852892196
Position 19095: 0.046248630956912146
Position 23199: 0.04307221457193902
Position 24002: 0.04286044599635901
Position 14641: 0.03712322476161424
Position 21167: 0.031126373659476042
Position 19091: 0.029084002588626208
Position 21120: 0.02674730243415476
Position 17680: 0.024933500510442238
Position 18045: 0.02319601458894387
Position 26454: 0.02101220434414571
Position 14563: 0.020317393252265396
Position 25292: 0.018178547810596576
Position 24910: 0.01691273897291951
Position 17365: 0.01577442527635712
Position 26262: 0.013874950939173644
Position 23642: 0.013563176609461894
Position 27869: 0.011585747944030857
Position 26751: 0.010854632900953823
Position 14236: 0.010437445110812581
Position 23761: 0.009498479367779046
Position 27281: 0.009010765409910403
Position 23757: 0.008637270087410477
Position 17706: 0.008368236280136335
Position 23364: 0.007977771824301268
Position 18165: 0.007935565422598163
Position 23651: 0.007157213216890418
Position 15457: 0.0071209646481940805
Position 24343: 0.007052021821408648
Position 19119: 0.005837988371377427
Position 21264: 0.0056502706175334235
Position 18073: 0.004910272623436335
Position 23551: 0.00403163181879969
Position 24989: 0.0036462875086038632
Position 17544: 0.00357926199863892
Position 26844: 0.0035432222228151313
Position 19932: 0.0034324799030792013
Position 23538: 0.003388746767487718
Position 20542: 0.003181929411077545
Position 18069: 0.00314396888424162
Position 25225: 0.0030122123297246215
Position 18170: 0.0028167486851323953
Position 24815: 0.0026002874704780304
Position 22978: 0.0025929502396278056
Position 20333: 0.0023524101951401207
Position 18771: 0.0023009372697248517
Position 21399: 0.0019717221259082126
Position 23436: 0.0018297699130051237
Position 24077: 0.0018050496082039167
Position 19895: 0.0017752943411209238
Position 18825: 0.0016661417118239222
Position 21301: 0.0016183079015774403
Position 14360: 0.0015116894201849256
Position 24139: 0.001498414148155265
Position 18160: 0.0013104339100600076
Position 23222: 0.00127551410475209
Position 14904: 0.0012134238793816662
Position 18975: 0.0011333575532067406
Position 18397: 0.0009751211249275958
Position 23429: 0.0009259323713068342
Position 25882: 0.0008556580484291016
Position 26348: 0.0008095598080791937
Position 18538: 0.000705785796689355
Position 18334: 0.0006328582173577824
Position 27114: 0.0006150971119169954
