Gene = Bbc3
index = 169
Annotated 5SS: [ 246 2799 4202]
Annotated 3SS: [2509 4010 7501]
SMsplice 5SS: [ 149 2799 4202]
SMsplice 3SS: [2637 4010 7501]
top_k =  500
Partition function (log Z): -5.204646817131851

Sorted 5' Splice Sites (High to Low Probability):
Position 4202: 0.9659755108495157
Position 2799: 0.9175378578106257
Position 149: 0.4058656159475857
Position 246: 0.38917303006765736
Position 313: 0.1573760484294511
Position 2017: 0.062383418062799595
Position 923: 0.05711742327305472
Position 7395: 0.055647279374917966
Position 1992: 0.04331114768277613
Position 1851: 0.0404577340913384
Position 5777: 0.03837990056788224
Position 3867: 0.034241436074157895
Position 3558: 0.025159029272210812
Position 3670: 0.020637507428166318
Position 2098: 0.008981103889073949
Position 250: 0.008352033141621043
Position 7369: 0.008210611747724337
Position 4224: 0.008017021511816366
Position 455: 0.007259800387212012
Position 3680: 0.006430722022681756
Position 475: 0.005596279653927016
Position 6010: 0.005571116540236889
Position 3183: 0.005254931011202822
Position 3654: 0.004746853197202294
Position 79: 0.004704541791801673
Position 3258: 0.0043969648219271155
Position 5567: 0.004123973672001333
Position 1771: 0.003678923413014409
Position 7080: 0.003438623270997656
Position 4189: 0.003124216815396919
Position 3635: 0.0027937364764878945
Position 3847: 0.002775584917593995
Position 2627: 0.0025884618777195926
Position 2131: 0.0024799449269514917
Position 5057: 0.002432885005192374
Position 4825: 0.002282118406886778
Position 123: 0.002187745742544614
Position 341: 0.002174987269758628
Position 7148: 0.002026731917851988
Position 7619: 0.0019596308948450457
Position 7294: 0.0015471643650791463
Position 1122: 0.0013180626562961644
Position 2330: 0.0009582616481390848
Position 3519: 0.0008793358244571465
Position 2023: 0.0008477735941597554
Position 3665: 0.0007831651927732184
Position 4477: 0.0007391403911600145
Position 5110: 0.0007338502587121198
Position 6024: 0.0005973447788285443
Position 526: 0.0005561749577505451
Position 3048: 0.00043446095223341117
Position 6995: 0.0002868419826460918
Position 963: 0.00024534129038358984
Position 1891: 0.00023663905973512025
Position 321: 0.00020926915420714317
Position 950: 0.00019287982372465537
Position 975: 0.00016572629268116144
Position 5515: 0.00015268688877272644
Position 1310: 0.00010565681652985425
Position 874: 9.676287201151786e-05
Position 1156: 9.015762015198224e-05
Position 1367: 7.973773578956857e-05
Position 2064: 7.620256941311457e-05
Position 1158: 7.215774302062117e-05
Position 830: 7.063875302746318e-05
Position 114: 6.866089039291083e-05
Position 2034: 5.920839724666292e-05
Position 1596: 5.87861044002812e-05
Position 1077: 5.81143863393522e-05
Position 1828: 5.265599187532268e-05
Position 5387: 2.3217173402565966e-05
Position 4745: 1.3325540602447507e-05
Position 3286: 1.2931701724496675e-05
Position 3137: 1.272350032296353e-05
Position 2865: 1.0382387364430693e-05
Position 712: 5.675069468176139e-06
Position 466: 2.816670916577751e-06
Position 595: 2.2774886840131284e-06
Position 495: 2.101463218198172e-06
Position 4739: 1.934875283143058e-06
Position 589: 1.796392380693054e-06
Position 3778: 1.1539684784920564e-06
Position 3608: 1.053020309054906e-06
Position 843: 5.44061690424318e-07
Position 564: 3.8019425585544896e-07
Position 1839: 3.6713619389900996e-07
Position 519: 2.538056941713989e-07
Position 573: 2.1607800302510682e-07
Position 955: 1.711609527873134e-07
Position 364: 1.2143670799039041e-07
Position 231: 1.1543997948454129e-07
Position 229: 4.2237794044780936e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 4010: 0.7822996213820955
Position 2637: 0.5701502474246729
Position 7501: 0.38115230157503455
Position 2509: 0.32883253149644687
Position 6814: 0.28384238927966593
Position 6981: 0.09035132912176391
Position 1966: 0.07400877908222037
Position 7349: 0.06818431761033043
Position 4034: 0.06496601061995168
Position 4085: 0.05480925085208732
Position 3415: 0.05333413980190632
Position 6899: 0.052127761287041496
Position 5486: 0.04638345189370434
Position 1719: 0.03245974273971724
Position 829: 0.02824988591072033
Position 1664: 0.028066003215087492
Position 6155: 0.02626634498898411
Position 4132: 0.022113595584683652
Position 3775: 0.020494421468477696
Position 4129: 0.02040584597768551
Position 3588: 0.01264491602165597
Position 4694: 0.011832183534576294
Position 1818: 0.01089092636482184
Position 7584: 0.010801670884420779
Position 3743: 0.010433230790035991
Position 5713: 0.009781441097050552
Position 2477: 0.009754158838374771
Position 6862: 0.009445148334296688
Position 7292: 0.009203112465502846
Position 7751: 0.008570130531867018
Position 7136: 0.008387463195221777
Position 7166: 0.008279318928830985
Position 5836: 0.007724404094744627
