Gene = Nfrkb
index = 744
Annotated 5SS: [   79  2858  5973  8639 10306 10946 11602 12453 13138 13856 14512 14812
 15944 16087 16883 17438 19466 23205 23733 24087 24446 25198 28593 32891
 33758]
Annotated 3SS: [ 2684  5770  8510 10130 10843 11527 12367 12956 13746 14384 14745 15863
 16042 16821 17262 19358 23080 23652 23871 24174 24984 27824 32783 33621
 33862]
SMsplice 5SS: [   79  2858  8639 10306 10946 11602 12216 12453 14512 14707 15944 16087
 19243 19466 23205 23733 24087 24446 25198 27907 32891 33758]
SMsplice 3SS: [ 2684  8510 10130 10601 11527 12092 12333 14384 14592 15863 16042 19168
 19358 23080 23652 23871 24174 25090 27824 32783 33621 33862]
top_k =  500
Partition function (log Z): 40.353203061344736

Sorted 5' Splice Sites (High to Low Probability):
Position 12453: 0.9926213521010202
Position 14512: 0.9873096975076
Position 19466: 0.9820960675706323
Position 23733: 0.9810213569766267
Position 27907: 0.9561957621745276
Position 32891: 0.9529632216331955
Position 15944: 0.9459833408690596
Position 10306: 0.9121940923244057
Position 23205: 0.8958931864097862
Position 33758: 0.88303854853828
Position 24087: 0.8707735671287362
Position 8639: 0.8471117087090199
Position 79: 0.8214871794924109
Position 2858: 0.8144471832360457
Position 11602: 0.8059450363385362
Position 12216: 0.8046365911679061
Position 5973: 0.7131368324771534
Position 24446: 0.7102449178631766
Position 25198: 0.6849910978866055
Position 10946: 0.6544055002386913
Position 16883: 0.643740949490284
Position 14707: 0.6182359377462053
Position 19243: 0.5516683736594056
Position 16087: 0.5427980183109018
Position 5564: 0.5425529958579315
Position 13856: 0.52522311012021
Position 17438: 0.4096472651324985
Position 16612: 0.33375748098222385
Position 26366: 0.3306678963426865
Position 16107: 0.3157572797250709
Position 14812: 0.25582069186121104
Position 20137: 0.25495420319400586
Position 24308: 0.24359058440501427
Position 1449: 0.2349377650413308
Position 19292: 0.22471856121417058
Position 28593: 0.17461084035229374
Position 1119: 0.1744537836737853
Position 13138: 0.1720560470608781
Position 13215: 0.1646846179040346
Position 23567: 0.1560396585226036
Position 55: 0.1517965022372836
Position 7224: 0.13355074281701038
Position 5685: 0.12232320360634802
Position 16900: 0.10887320301368572
Position 2828: 0.10669904671081999
Position 10710: 0.1058547833744366
Position 28174: 0.09913885348900352
Position 1095: 0.09165493772491692
Position 11848: 0.09110563717148151
Position 21385: 0.09003194502730343
Position 22136: 0.08668074594779591
