Gene = Flacc1
index = 412
Annotated 5SS: [   52  3653  4249  5041 16090 17668 19425 25584 26526 28225 29127 34554
 36731 36958]
Annotated 3SS: [ 3507  4170  4994 15955 17573 19362 25485 26472 28124 29022 34490 36640
 36847 37522]
SMsplice 5SS: [   52  3653  4249 17668 19425 28225 29127 34554 36494 36731 36958]
SMsplice 3SS: [ 3507  4170 17598 19362 28124 29022 34490 36373 36640 36847 37518]
top_k =  500
Partition function (log Z): -26.009067581141338

Sorted 5' Splice Sites (High to Low Probability):
Position 4249: 0.8327498247369801
Position 3653: 0.7055618211117191
Position 52: 0.5527607293583336
Position 422: 0.22609491280536723
Position 237: 0.191707048461832
Position 5389: 0.17051340591573294
Position 5173: 0.1216049275420816
Position 5068: 0.11647143970585039
Position 8614: 0.09293137300862302
Position 4577: 0.08844244613188018
Position 4664: 0.07433417320605305
Position 5041: 0.05032108299192956
Position 338: 0.0454876769208439
Position 2746: 0.03308056774799987
Position 9391: 0.029041746938938823
Position 3687: 0.024209327561412263
Position 2310: 0.02310344413481891
Position 1351: 0.021793415621207603
Position 1579: 0.017680840640540624
Position 3668: 0.016813655154134934
Position 5720: 0.015926707678771242
Position 4656: 0.014474292696320572
Position 3872: 0.008799725734182593
Position 25: 0.00657403489145836
Position 3879: 0.005520909785406609
Position 1081: 0.005454350886775554
Position 993: 0.004445165415702388
Position 8831: 0.0042299456152532465
Position 5426: 0.00413975366342606
Position 3200: 0.004033935698526508
Position 2766: 0.002502643161851605
Position 138: 0.0024088561599964176
Position 3845: 0.0022948338719149435
Position 2772: 0.0022805207876784852
Position 4659: 0.0022218801400437443
Position 3148: 0.0018745626977095305
Position 4929: 0.0017612852813927804
Position 4039: 0.0017542506279180899
Position 2808: 0.0016468512634465967
Position 3647: 0.0015895766887250298
Position 2812: 0.0013130524367105502
Position 812: 0.0012075575382794648
Position 4680: 0.0011892065821757962
Position 1982: 0.001138586109193885
Position 255: 0.0011221512524599614
Position 1052: 0.0009965133096038843
Position 2816: 0.000986756815552028
Position 8474: 0.0008152848917562925
Position 2820: 0.0007159771079368426
Position 2832: 0.0006717876348632001
Position 2824: 0.000632527574639246
Position 660: 0.0006117292794094679
Position 2828: 0.0005416781037509937
Position 2484: 0.0005184706353929014
Position 146: 0.0005101481176429863
Position 1466: 0.0004272462196983563
Position 5186: 0.0004161540836081922
Position 478: 0.00039377538726875826
Position 216: 0.0003195616638223979
Position 3000: 0.0003050275028925695
Position 2032: 0.00029808665941236806
Position 1808: 0.0002315566394558559
Position 2096: 0.0001776622932161582
Position 2842: 0.0001729444393088589
Position 2129: 0.00017100099993551737
Position 2786: 0.00010385927746020859
Position 4719: 7.835432461439252e-05
Position 99: 7.69314506036357e-06
Position 274: 6.230740090067274e-06
Position 816: 5.176732041576574e-06
Position 426: 4.032498877975914e-06
Position 761: 3.6391299441460257e-06
Position 909: 2.8651709889954974e-06
Position 355: 2.5099761509096797e-06
Position 5: 1.638005462244466e-06
Position 76: 1.4030293223902514e-06
Position 158: 1.2803795187967485e-06
Position 704: 1.1340447854412846e-07
Position 734: 7.214712475576403e-08
Position 369: 6.11219198921495e-08

Sorted 3' Splice Sites (High to Low Probability):
Position 3507: 0.7584348224470162
Position 4170: 0.6304353127656095
Position 8998: 0.45036345278143414
Position 4994: 0.3353560251431049
Position 8578: 0.22545983972142586
Position 4566: 0.1695665040365732
Position 5299: 0.16431972648069812
Position 4146: 0.11393289286338312
Position 9338: 0.07864034180557428
Position 12574: 0.041221494166547794
Position 2650: 0.037909236710790155
Position 4226: 0.03784797875910862
Position 5140: 0.03482895862657938
Position 7267: 0.03260195039809938
Position 12104: 0.031417411787748845
Position 284: 0.03086212327416571
Position 3969: 0.02645594339417173
Position 3760: 0.025584959840180884
Position 7129: 0.023676197504806352
Position 1252: 0.022074567698618267
Position 2232: 0.020826899829381334
Position 12858: 0.018011491464533583
Position 4175: 0.01708349907233009
Position 4503: 0.01610767466673757
Position 4867: 0.013277275611600959
Position 7887: 0.01291848327559001
Position 5590: 0.012901464369048895
Position 5615: 0.012854415445531937
Position 1487: 0.012633674573508438
Position 9271: 0.012016877354539353
Position 8668: 0.008800855806738617
Position 10985: 0.00824593627236387
Position 8722: 0.006773761156231909
Position 3795: 0.006478853942861824
Position 10924: 0.005880409270242774
Position 9166: 0.0055333950628515104
Position 6637: 0.005341568758058386
Position 5260: 0.005078256332359813
Position 4070: 0.005003199638057406
Position 10277: 0.004498831060564116
Position 2703: 0.00386183831630779
Position 1973: 0.0028700871520829442
Position 2745: 0.0028660498559713024
Position 6842: 0.002840624103714631
Position 330: 0.002711367227137809
Position 9510: 0.0026243654031270058
Position 939: 0.002519252623337175
Position 5467: 0.0023334572192601375
Position 3057: 0.002308196748537806
Position 3099: 0.002156277609245595
Position 6567: 0.0019299629318516027
Position 392: 0.0018429225846309566
Position 8785: 0.001840037739286085
Position 4038: 0.001800142704410824
Position 4199: 0.0014810572595841392
Position 877: 0.0014534813261173917
Position 4084: 0.0012946374788503738
Position 5697: 0.0012392545537318214
Position 4248: 0.0011901463199551216
Position 903: 0.001015496586833159
Position 1909: 0.0009644780347783326
Position 2925: 0.000900111076209776
Position 3510: 0.0008966175763855184
Position 5242: 0.0008869207851012188
Position 4002: 0.0008673856247597518
Position 5638: 0.0008412522925875578
Position 3082: 0.0008391927168669492
Position 4751: 0.0008288422588601496
Position 362: 0.0008157344059605519
Position 8367: 0.0008152848917562925
Position 338: 0.0008074933266622017
Position 1260: 0.0007753437619675318
Position 5221: 0.0007517001817975032
Position 1293: 0.0007093614803957475
Position 4396: 0.0006479528068897545
Position 6961: 0.0006160844403576284
Position 1118: 0.0006116992435240957
Position 7048: 0.0005671857326985551
Position 5998: 0.0005081122479693236
Position 6098: 0.0004913837937946393
Position 2902: 0.00040231868670336776
Position 4511: 0.0003914527116701593
Position 2174: 0.00036712198906014713
Position 3723: 0.00036618451515669245
Position 1999: 0.0003393010804911023
Position 1423: 0.00029020622733688856
Position 5719: 0.0002726035751104856
Position 2345: 0.0002691483173911291
Position 3522: 0.00025814095465180657
Position 1465: 0.00025780779249014694
Position 406: 0.00021213960819183402
Position 4571: 0.00019697942445662302
Position 2627: 0.00019680082020516717
Position 2560: 0.00018069480695080846
Position 4601: 0.000173410280448105
Position 3939: 0.00017149671888775113
Position 3955: 0.00015852054090358973
Position 5001: 0.0001412684654292063
Position 146: 0.00013598222072017154
Position 154: 0.00012954851911449334
Position 1016: 0.0001276413218614337
Position 1710: 9.426231015479367e-05
Position 1690: 8.346692388966879e-05
Position 2198: 8.251653687491305e-05
Position 2391: 7.907464982347119e-05
Position 782: 7.84749898973873e-05
Position 1943: 6.786818045994792e-05
Position 4329: 6.567076170847812e-05
Position 2118: 6.514806637484214e-05
Position 4891: 6.485333266377912e-05
Position 1571: 6.404328742073493e-05
Position 1719: 5.5072576498465025e-05
Position 342: 5.281135820914124e-05
Position 311: 5.036346525360368e-05
Position 1439: 4.6413999606537156e-05
Position 761: 4.239804577176747e-05
Position 1125: 4.2168195206901506e-05
Position 158: 4.0386575067630406e-05
Position 301: 3.1705196438413843e-05
Position 3526: 7.418339326695e-06
Position 923: 1.950571489149695e-06
Position 909: 1.139895110355778e-06
Position 1307: 1.1112133172609772e-06
Position 206: 1.087839293989802e-06
Position 724: 1.085125356744278e-06
Position 2425: 9.593399905393422e-07
Position 2371: 5.53797534392927e-07
Position 2180: 4.43746192750085e-07
Position 2006: 4.3064091977544256e-07
Position 2206: 4.2912030292255213e-07
Position 704: 3.03673003491853e-07
Position 823: 3.0024845845157515e-07
Position 747: 1.8641056845607786e-07
Position 1080: 1.4374991919687454e-07
Position 1787: 1.3913140986032626e-07
Position 1361: 1.1675807266105086e-07
Position 993: 6.259103117001374e-08
Position 833: 6.083582392724351e-08
Position 165: 6.080238140092826e-08
Position 355: 5.3120902769292003e-08
Position 1131: 5.1733186038768576e-08
Position 1050: 4.9308658844591314e-08
Position 353: 4.720513000321277e-08
Position 952: 4.020280949558565e-08
Position 1025: 3.476539384898131e-08
Position 1230: 3.4402694791623244e-08
Position 1313: 3.264219059174057e-08
Position 804: 3.227354347035422e-08
Position 1700: 3.180143436520453e-08
Position 734: 2.0802910471339777e-08
Position 90: 1.922942423760578e-08
Position 1018: 1.9068853035580777e-08
Position 1043: 1.5220072589140144e-08
Position 642: 1.0557674147556928e-08
Position 997: 9.217265303228672e-09
Position 85: 6.5194839848140574e-09
Position 255: 1.5732583232339752e-10
Position 241: 1.2475301368978807e-10
