Gene = Mosmo
index = 688
Annotated 5SS: [  240 48702]
Annotated 3SS: [48488 52845]
SMsplice 5SS: [  240  9833 10066 18846 48702]
SMsplice 3SS: [ 9704  9915 18642 48488 52845]
top_k =  500
Partition function (log Z): -31.121064333109853

Sorted 5' Splice Sites (High to Low Probability):
Position 240: 0.9894182657290524
Position 9833: 0.7274170685631968
Position 10066: 0.4465965150912015
Position 10214: 0.3371522262558656
Position 4908: 0.22404696489078968
Position 2855: 0.19499423599894875
Position 17071: 0.11522865892864542
Position 5250: 0.11133070417411602
Position 11728: 0.09843336375493052
Position 10009: 0.07744566529853592
Position 821: 0.06745335027098126
Position 4399: 0.05735845561310499
Position 13288: 0.05649566651178348
Position 16740: 0.04526628627895085
Position 14620: 0.03777111417434874
Position 10020: 0.03128115656528828
Position 82: 0.014049399769646012
Position 10622: 0.013903078435086466
Position 13072: 0.010432499088593016
Position 9126: 0.010049645727991779
Position 18846: 0.00902230711990502
Position 304: 0.008962456577498019
Position 10695: 0.008827094547082264
Position 11563: 0.008264048096219338
Position 12784: 0.007861208280902098
Position 9859: 0.00689931254199597
Position 4923: 0.006650329633100022
Position 869: 0.006168491171346987
Position 2881: 0.005971558140828862
Position 11732: 0.0055979738329877595
Position 10230: 0.0032378352580105523
Position 1559: 0.002807598362685346
Position 2020: 0.0027189990913550855
Position 2550: 0.0016463610779481558
Position 105: 0.0012655117709619323
Position 281: 0.0006889392012964493
Position 4412: 0.0006414332641559905
Position 1923: 0.0004623836822211663
Position 4108: 0.0003950089475127846
Position 5103: 0.00038371839220708285
Position 1956: 0.0003506658940481703
Position 662: 0.00030722942908289265
Position 1149: 0.00028453308928776057
Position 249: 0.00024249674640597598
Position 10236: 0.00016819243276428513
Position 1655: 0.00015192717146213005
Position 10130: 0.00013339837716530996
Position 1258: 0.0001264915532068538
Position 2525: 0.0001167660779308728
Position 112: 0.00010487052105612162
Position 2791: 8.951441343284397e-05
Position 1960: 8.915080551398826e-05
Position 2109: 8.610271484528744e-05
Position 10089: 6.870320389026402e-05
Position 10121: 6.505320943006841e-05
Position 1319: 6.0805408003650266e-05
Position 2164: 5.2387234596073414e-05
Position 963: 4.72751548926593e-05
Position 6701: 3.68091810670474e-05
Position 874: 3.322854120990719e-05
Position 316: 1.0637290303762091e-05
Position 272: 9.51944780535485e-06
Position 266: 8.030081860975715e-06
Position 297: 4.082179440410125e-06
Position 232: 2.29891706280789e-06
Position 4746: 2.295684590243578e-06
Position 653: 1.983740305633853e-06
Position 596: 7.513614486513173e-07
Position 370: 6.486370639485238e-07
Position 377: 5.985503157932779e-07
Position 604: 5.801392881956394e-07
Position 598: 5.758529832583833e-07
Position 602: 5.583431115640514e-07
Position 600: 5.544978513738696e-07
Position 606: 5.290546471829467e-07
Position 368: 5.164569806931673e-07
Position 608: 4.1554531397618856e-07
Position 508: 2.7754543330583675e-07
Position 374: 2.143253280447887e-07
Position 590: 1.952621199049716e-07
Position 337: 3.083437236163959e-10
Position 383: 2.787692058372701e-10
Position 344: 2.49084071576542e-10
Position 162: 6.366538719345399e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 16987: 0.8394503898825678
Position 9915: 0.8015774127237392
Position 9704: 0.665145299292336
Position 2717: 0.17950475826622556
Position 4826: 0.12691417576151343
Position 18642: 0.11846814590716534
Position 11468: 0.11619439687594661
Position 9964: 0.10808034112512824
Position 5102: 0.08905912135917037
Position 722: 0.06698709802663722
Position 16656: 0.06506643628347615
Position 17674: 0.06438737095564864
Position 13184: 0.06288469411741475
Position 9623: 0.050856779864174355
Position 4314: 0.04587017353572925
Position 14435: 0.038903769040903
Position 10595: 0.03538947145742732
Position 4839: 0.03138994666765568
Position 9681: 0.020635101522073776
Position 4759: 0.02009312166092334
Position 4978: 0.01392135381147768
Position 158: 0.01378407769678991
Position 2733: 0.011859758433126297
Position 4720: 0.011844377506946974
Position 10088: 0.010945077493304875
Position 12975: 0.010937233816157653
Position 4273: 0.010091795088112096
Position 9041: 0.010049645727991779
Position 4603: 0.009761353993558737
Position 4563: 0.009378692628263338
Position 19130: 0.00902230711990502
Position 4750: 0.008384784375794941
Position 12713: 0.007861208280902067
Position 9911: 0.007769468000926345
Position 11819: 0.006930175773992177
Position 4907: 0.005151689419088246
Position 4795: 0.004728341772213936
Position 4789: 0.004632098867804284
Position 2745: 0.004492897004779948
Position 757: 0.004066156849550603
Position 11885: 0.0038937632268684517
Position 5128: 0.0036355069550106866
Position 1862: 0.0033413990205787905
Position 5131: 0.002824272871410315
Position 2583: 0.0027442213802500786
Position 4285: 0.0020386820661148814
Position 2550: 0.0017957788839368955
Position 2444: 0.0017265001981739982
Position 13438: 0.0014524719029931153
Position 198: 0.0011351107855465336
Position 661: 0.0010369301465395207
Position 4874: 0.0010248774004748917
Position 1366: 0.0010228966678346302
Position 1381: 0.0008683048555013956
Position 401: 0.0006947560546476761
Position 2752: 0.0004776412187673816
Position 3928: 0.0004211397339536987
Position 465: 0.00039364194954602023
Position 651: 0.00038775360494256963
Position 1005: 0.00037877465298596756
Position 1458: 0.00027655444949065323
Position 1937: 0.00023983904683656318
Position 10621: 0.00019887019031294075
Position 677: 0.00018754025227711197
Position 1267: 0.0001599883661682949
Position 9251: 0.00015978430472524902
Position 6547: 0.0001475765139996295
Position 1476: 0.0001442329488062067
Position 10213: 0.00013359948904300412
Position 2417: 0.00013266650907427265
Position 1998: 0.00010132862006851847
Position 1085: 9.704253739583077e-05
Position 4566: 8.590229791244124e-05
Position 6619: 8.308767390801408e-05
Position 1492: 7.687767785668897e-05
Position 2635: 7.479932020545097e-05
Position 9481: 6.717991407833118e-05
Position 10899: 6.400565862379542e-05
Position 686: 5.632297823313995e-05
Position 1453: 5.609771828202266e-05
Position 1468: 5.407052526270527e-05
Position 4160: 4.724522560950902e-05
Position 1408: 4.141028559626195e-05
Position 1175: 4.0731192168171675e-05
Position 9300: 3.9537405035432126e-05
Position 1194: 3.888786078087283e-05
Position 815: 3.693064283134372e-05
Position 1753: 3.49119997689689e-05
Position 2554: 3.4830038907775924e-05
Position 8187: 3.355571008786914e-05
Position 8697: 3.2747163049200155e-05
Position 2787: 3.105873072320995e-05
Position 5842: 3.090969169544476e-05
Position 1306: 2.8034063836942737e-05
Position 1336: 2.7550062441926828e-05
Position 764: 2.5489979103411614e-05
Position 2594: 2.4162400588802747e-05
Position 1190: 2.2714685516063314e-05
Position 1889: 2.1234901521293703e-05
Position 3540: 1.75678359040391e-05
Position 508: 1.7338800450728035e-05
Position 2028: 1.3885394784492281e-05
Position 4948: 1.3264702555322065e-05
Position 3924: 1.3250056174709656e-05
Position 1413: 1.2822630818579108e-05
Position 1528: 1.2768722943558273e-05
Position 1357: 1.1834877080599408e-05
Position 7746: 1.1801820634272204e-05
Position 1432: 1.1212174020155364e-05
Position 1338: 1.1179446196651593e-05
Position 1219: 1.1067308143125895e-05
Position 3740: 1.0823520599479693e-05
Position 1795: 1.0655939372477081e-05
Position 2911: 8.994750570767138e-06
Position 627: 8.481677719673193e-06
Position 3496: 7.0271960920484884e-06
Position 5638: 7.002697986012665e-06
Position 1455: 6.953150487134783e-06
Position 1604: 6.192586848164836e-06
Position 1563: 5.832644795663465e-06
Position 4195: 5.707253206732022e-06
Position 6360: 5.585471569591461e-06
Position 1404: 5.416905043395247e-06
Position 5469: 4.834599079402139e-06
Position 1385: 4.1495896833051495e-06
Position 2926: 4.06016704152853e-06
Position 5870: 3.728272915707895e-06
Position 1877: 3.6137136627836847e-06
Position 5802: 3.528488055923208e-06
Position 1340: 3.5108240657576213e-06
Position 1292: 3.379618671905299e-06
Position 3825: 3.245119754242068e-06
Position 535: 3.08911306733016e-06
Position 820: 3.0004401040500765e-06
Position 731: 2.955878317855384e-06
Position 368: 2.5814051554975634e-06
Position 692: 2.557519573333909e-06
Position 4406: 2.308599352391653e-06
Position 3373: 2.0729319108132486e-06
Position 511: 1.993495471132594e-06
Position 3775: 1.157388907155824e-06
Position 3085: 6.703115335788883e-07
Position 924: 3.2600872038107505e-07
Position 1866: 5.473109105327418e-08
Position 784: 3.131861837884658e-08
Position 1572: 3.5993959469924467e-09
Position 777: 2.9740408836978278e-09
Position 585: 2.8655596450191444e-10
Position 633: 2.0222421399285098e-10
Position 631: 1.885762573596408e-10
Position 767: 7.195060275273927e-11
Position 450: 2.7684137925018568e-11
Position 826: 2.0019971582788348e-11
Position 383: 1.552187003782641e-11
Position 232: 4.547352698180568e-12
