Gene = C2cd6
index = 196
Annotated 5SS: [  403 17018 18230 19904 25184 26218 27124 28751 32505 34329 36245 42405]
Annotated 3SS: [16930 18177 19757 25057 26172 27054 28670 32369 34222 36180 42366 43614]
SMsplice 5SS: [  403 17018 19904 28751 32505 41812]
SMsplice 3SS: [16930 19757 28670 32369 41666 43742]
top_k =  500
Partition function (log Z): -26.926417214175732

Sorted 5' Splice Sites (High to Low Probability):
Position 403: 0.9756687346538756
Position 17018: 0.9330635811404924
Position 16460: 0.6128843162732984
Position 10450: 0.29058272006357627
Position 17316: 0.23677132195469563
Position 6152: 0.15611353801737374
Position 374: 0.019129060750292956
Position 481: 0.005114531936223749
Position 4: 0.0007908982907337137
Position 3264: 0.0006137377654300598
Position 903: 0.0004942971748838596
Position 898: 9.535165495472346e-05
Position 2964: 7.585023226687744e-05
Position 6938: 2.819759467945507e-05
Position 106: 2.7868621289255067e-05
Position 266: 2.6101690618709606e-05
Position 723: 1.9677953985457902e-05
Position 423: 1.7348670222565805e-05
Position 2765: 1.3342810375140385e-05
Position 687: 1.1809206030880963e-05
Position 70: 8.969622539160333e-06
Position 126: 6.041834725305092e-06
Position 4248: 4.7902375744765895e-06
Position 704: 2.904835164938763e-06
Position 45: 1.9583203822403862e-06
Position 1057: 1.6146061308843413e-06
Position 216: 1.4585959452627972e-06
Position 138: 6.297348427953079e-07
Position 617: 2.1980255869120976e-07
Position 461: 1.3622571834085853e-07
Position 520: 1.3289408970119098e-07
Position 690: 1.2193697776086917e-07
Position 8: 5.455116095066556e-08
Position 2408: 2.6209761213156828e-08
Position 1618: 1.6676056047288736e-08
Position 407: 1.4256664875559735e-08
Position 301: 3.869101324541888e-09
Position 448: 3.0443334392154212e-09
Position 490: 1.3159329043232962e-10
Position 523: 1.2713337095809657e-10
Position 545: 3.4667487258524946e-11
Position 1287: 1.9706989417824633e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 16930: 0.9459252129094844
Position 16326: 0.6342712210008293
Position 20749: 0.4025830316897766
Position 10297: 0.29082085660110435
Position 17203: 0.24421050373826306
Position 17728: 0.23092055327817163
Position 18177: 0.17763837653463868
Position 6029: 0.15291300672490207
Position 18248: 0.08121526880057849
Position 17696: 0.021319867289238074
Position 17983: 0.01194730176452143
Position 14339: 0.010590766512345952
Position 16090: 0.009704761549741928
Position 6042: 0.003689067903624739
Position 11041: 0.0014418141435900492
Position 10564: 0.0010090577751798496
Position 1535: 0.0007964162044843623
Position 11466: 0.0007375049486328417
Position 2715: 0.0005748067036516151
Position 265: 0.0005669186630376263
Position 564: 0.0005530380480263961
Position 4355: 0.0004798460559649448
Position 6359: 0.0003968902053586519
Position 3036: 0.00038836724325249874
Position 9561: 0.000379823680005763
Position 1508: 0.0003715132344160371
Position 791: 0.0003173619404434827
Position 8080: 0.0002982921345481764
Position 6151: 0.0002917972910128479
Position 7350: 0.0002697485134961829
Position 6519: 0.000260274682774655
Position 4673: 0.00025884854519353235
