Gene = Rp9
index = 913
Annotated 5SS: [  275  9638 10976 14570 18547]
Annotated 3SS: [ 9606 10845 14477 18484 19493]
SMsplice 5SS: [  275 10976 11168 14570 18547]
SMsplice 3SS: [10845 11071 14477 18484 19063]
top_k =  500
Partition function (log Z): -1.6499058037292271

Sorted 5' Splice Sites (High to Low Probability):
Position 14570: 0.9971200988118446
Position 10976: 0.9707181523941889
Position 11168: 0.9211982418161522
Position 18547: 0.7004596604732997
Position 275: 0.5929922476015235
Position 4394: 0.42217437829585913
Position 16240: 0.37862081356243704
Position 6929: 0.3528751233820605
Position 13513: 0.34848221870647084
Position 629: 0.21686872573511076
Position 1174: 0.2161726300661014
Position 11553: 0.19476041104706726
Position 9451: 0.18153579592448535
Position 3163: 0.12475588711274839
Position 4380: 0.12250824496669431
Position 13508: 0.07692144565438358
Position 18842: 0.07198772033977216
Position 16207: 0.06469511387379423
Position 293: 0.05782814907052962
Position 9638: 0.05248809946488246
Position 3290: 0.050346940362879254
Position 3903: 0.039711306372154594
Position 7464: 0.03843365695037476
Position 12734: 0.03805309372979053
Position 302: 0.036314793933070494
Position 16862: 0.03214736195871728
Position 12312: 0.030328297974654837
Position 5828: 0.03023511747105991
Position 672: 0.023220418216783244
Position 73: 0.022369501354024966
Position 3244: 0.020960666026936532
Position 625: 0.0209098140525181
Position 14318: 0.020062600510716917
Position 10960: 0.018478915881866915
Position 10393: 0.017212107632048397
Position 10136: 0.01673968961892014
Position 7125: 0.014850905829015694
Position 718: 0.014271324702601436
Position 322: 0.013771010342525262
Position 12914: 0.013204320659560972
Position 17861: 0.01107513477342102
Position 13605: 0.010088368624989168
Position 2856: 0.01005102241673314
Position 12816: 0.01003069026291143
Position 7070: 0.009305976014999549
Position 19271: 0.009069733919288957
Position 639: 0.006691293828275963
Position 13461: 0.006590165824758622
Position 13680: 0.006150234865057279
Position 4049: 0.0057743876010022364
Position 3984: 0.005385085360950625
Position 14833: 0.004556024148981627
Position 18853: 0.0035142196253234747
Position 2827: 0.0031675879253779773
Position 2562: 0.0031325645796979953
Position 8802: 0.0030412426058534126
Position 15193: 0.002585506410896409
Position 4223: 0.002541370967279987
Position 2470: 0.002387022885812649
Position 1975: 0.0023002018290122217
Position 10966: 0.002178451471966001
Position 6579: 0.001970593720646221
Position 4568: 0.0019271254178342336
Position 16698: 0.0015630721859144089
Position 11607: 0.0012589948775154694
Position 11789: 0.001094818914560673
Position 11029: 0.0010507799261408862
Position 84: 0.0009620074090371985
Position 80: 0.0008705158940231723
Position 2515: 0.0005750721867497847
Position 12868: 0.0005335845115473478
Position 698: 0.0005323111225725105
Position 14750: 0.0005111994523395993
Position 13408: 0.0004956976061617624
Position 11040: 0.00047187888507037225
Position 11036: 0.00046034469157394287
Position 11650: 0.0003971475238723391
Position 15227: 0.0003545834657777342
Position 1168: 0.00033786637202251325
Position 613: 0.0002687351873407162
Position 12606: 0.00022309830187019033
Position 14821: 0.00017303244389566132
Position 11390: 0.0001520352633704215
Position 608: 0.00014702776162828658
Position 440: 0.00013626858549925787
Position 328: 0.00012018096268430103
Position 734: 0.0001008645398533646
Position 3: 9.784945364000038e-05
Position 582: 9.090188182588369e-05
Position 775: 8.49290403152722e-05
Position 269: 6.916138360672695e-05
Position 18542: 6.053740803771378e-05
Position 14574: 5.714975077831259e-05
Position 89: 4.609174795229063e-05
Position 793: 4.069900487413831e-05
Position 801: 3.616454633372789e-05
Position 141: 3.2472487456454965e-05
Position 490: 2.854144683323166e-05
Position 678: 2.7564211855789675e-05
Position 773: 2.1466261318521246e-05
Position 55: 1.7991671923414977e-05
Position 470: 1.7940025682367055e-05
Position 861: 1.702979614632978e-05
Position 618: 1.6867618771511402e-05
Position 830: 1.592002821233299e-05
Position 1481: 1.4817949662995029e-05
Position 777: 1.4158330370862824e-05
Position 828: 1.2213614095704744e-05
Position 279: 1.2064761946771348e-05
Position 164: 1.1505038836564438e-05
Position 15078: 1.1267130053842101e-05
Position 527: 1.1207328656213155e-05
Position 753: 9.83197465586144e-06
Position 49: 7.6249224114227284e-06
Position 805: 6.964059473772114e-06
Position 822: 6.1389771023341504e-06
Position 402: 5.689013070643088e-06
Position 715: 4.010660708491364e-06
Position 149: 3.844900421895328e-06
Position 744: 3.632794123347143e-06
Position 152: 2.337388237133803e-06
Position 836: 2.2480983734042618e-06
Position 834: 2.2063969141720923e-06
Position 832: 2.137773947473783e-06
Position 653: 1.9862987998318756e-06
Position 838: 1.8895675579621185e-06
Position 42: 1.0621430411323988e-07
Position 840: 2.8898505598277726e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 14477: 0.9994326304841925
Position 10845: 0.9985447860821751
Position 11071: 0.8109149923060051
Position 18484: 0.6981048046375667
Position 13316: 0.44497155253038473
Position 4280: 0.3454905973143062
Position 6846: 0.338461638516201
Position 16068: 0.23201589613796178
Position 19063: 0.23172997232853035
Position 989: 0.20747581172503668
Position 9278: 0.19426526767365618
Position 19493: 0.18224690918659964
Position 4348: 0.1569579657679088
Position 15893: 0.10073337533539813
Position 18632: 0.09065842025282805
Position 19534: 0.08247240847781301
Position 3037: 0.07932808579214154
Position 11514: 0.07634514764646236
Position 11085: 0.07513014916884059
Position 16035: 0.07504943387125755
Position 16465: 0.06816587779483686
Position 3113: 0.0667395611505844
Position 11389: 0.06612688040661227
Position 18676: 0.049709018282733906
Position 3793: 0.04821665848726192
Position 12687: 0.045620739801037355
Position 19326: 0.04520361933349147
Position 19454: 0.044777312443367724
Position 18959: 0.0441239271392147
Position 16785: 0.04315954638506022
Position 9606: 0.039758627715711564
Position 16103: 0.036526284582758715
Position 3062: 0.03520360276559281
Position 10076: 0.03395179725096853
Position 18267: 0.03255033259197352
Position 16524: 0.03153653100965779
Position 7088: 0.031176946206861338
Position 11132: 0.031026567098407367
Position 5756: 0.030235117471059888
Position 19571: 0.029124638864332215
Position 6923: 0.023719460880859165
Position 12203: 0.021446121730045724
Position 4161: 0.018834263510205815
Position 17752: 0.01787104089478469
Position 4283: 0.016121628777219857
Position 16192: 0.014694201206521103
Position 14169: 0.014126307909154567
Position 7427: 0.013948779016280546
Position 11312: 0.013765326191354166
Position 16303: 0.013484803209724769
Position 16011: 0.01254240861285622
Position 2628: 0.01192086418931906
Position 19295: 0.011284064594610111
Position 16117: 0.01036901860651423
