Gene = Smco4
index = 988
Annotated 5SS: [  198 32273]
Annotated 3SS: [32195 51106]
SMsplice 5SS: [  198  6187 27448 30287 32273 46591]
SMsplice 3SS: [ 6057 27315 30115 32195 46434 51394]
top_k =  500
Partition function (log Z): -34.100064257612686

Sorted 5' Splice Sites (High to Low Probability):
Position 6187: 0.7946392765670164
Position 198: 0.6690996790575051
Position 675: 0.30608045709317405
Position 718: 0.30434882205813635
Position 1912: 0.22319046588633615
Position 7767: 0.10252274491213566
Position 3196: 0.09837800269798916
Position 1714: 0.022850306431921236
Position 7308: 0.018413600833487552
Position 1413: 0.011841786388993697
Position 6872: 0.011210439255980068
Position 2102: 0.009555755411469932
Position 1146: 0.003521013098541283
Position 4098: 0.002701256468830019
Position 477: 0.0026102180999003134
Position 3083: 0.002434610153974738
Position 1386: 0.0020649956647347356
Position 1585: 0.0015053128589227228
Position 171: 0.0009063747879871534
Position 181: 0.0006529724071225618
Position 2144: 0.000618511206435398
Position 1377: 0.0005474051667197948
Position 1907: 0.000543107150502937
Position 963: 0.0003866838112149594
Position 2607: 0.0003397594690274484
Position 1420: 0.00026055045376531164
Position 383: 0.0002330719012564278
Position 2620: 0.00022885328780068747
Position 253: 0.00017156763824403915
Position 1621: 9.895342132541355e-05
Position 51: 9.314974175006594e-05
Position 2050: 8.298023884553688e-05
Position 345: 6.158610419056833e-05
Position 651: 4.6210481923940776e-05
Position 277: 3.8757593706492235e-05
Position 102: 2.8899794030863493e-05
Position 247: 2.8457213658684124e-05
Position 16: 2.5014798389780196e-05
Position 694: 2.2061525053124104e-05
Position 469: 2.1761898977254712e-05
Position 1370: 1.8766283865339152e-05
Position 23: 1.5965111697872028e-05
Position 7: 1.5698575299918518e-05
Position 1416: 1.537012254665172e-05
Position 614: 1.2803375927254233e-05
Position 45: 9.1774304501399e-06
Position 410: 8.87045395676359e-06
Position 1771: 8.369714033010699e-06
Position 679: 8.277736860504782e-06
Position 3231: 6.488503419061226e-06
Position 1865: 5.570009669517512e-06
Position 487: 4.898439473583245e-06
Position 1384: 3.7567539285613642e-06
Position 1695: 3.069042777143929e-06
Position 1659: 2.4973738653575288e-06
Position 30: 2.262771371082841e-06
Position 1594: 1.9184546023508717e-06
Position 1703: 1.9153117320433138e-06
Position 1633: 1.8348715409552233e-06
Position 947: 1.7164675779020818e-06
Position 561: 1.4071758698176626e-06
Position 1757: 1.3326767578168869e-06
Position 1224: 1.0390415552666322e-06
Position 2319: 1.5285254513418504e-07
Position 2316: 1.4837346216629492e-07
Position 1401: 5.083916422738943e-08
Position 623: 2.3252451539412455e-08
Position 683: 2.2759371093763978e-08
Position 587: 2.0601235705459757e-08
Position 593: 1.8879184507909264e-08
Position 729: 1.604539894335728e-08
