Gene = Ciart
index = 265
Annotated 5SS: [  77 1051 1249 1597 1823]
Annotated 3SS: [ 641 1172 1517 1710 3081]
SMsplice 5SS: [  77 1051 1249 1597 1823]
SMsplice 3SS: [ 641 1172 1517 1710 1921]
top_k =  500
Partition function (log Z): 1.7746029197297277

Sorted 5' Splice Sites (High to Low Probability):
Position 1249: 0.9712042563924895
Position 1597: 0.9615453358253333
Position 1051: 0.73854769301353
Position 77: 0.7070545160266638
Position 3014: 0.4806651631251615
Position 1823: 0.450923539486498
Position 277: 0.30733121964268406
Position 1899: 0.27645181297262433
Position 2549: 0.1832913145069817
Position 160: 0.178650694246644
Position 1955: 0.0780180539621672
Position 287: 0.022852138564463005
Position 983: 0.021269808421834617
Position 2340: 0.012999715897048526
Position 3039: 0.012401891541862525
Position 1800: 0.011594411865588293
Position 782: 0.011525545942186907
Position 124: 0.01145819677171882
Position 2973: 0.006640225003344859
Position 1016: 0.0038531730272187634
Position 768: 0.0035615386885612162
Position 724: 0.0031207180760178268
Position 850: 0.003071914973631999
Position 775: 0.0028277809630675435
Position 648: 0.0019952274095322614
Position 1601: 0.0019594329942261256
Position 7: 0.0019139762768864447
Position 661: 0.0017717819315944692
Position 1630: 0.0015707354819063167
Position 1568: 0.0013462325929708187
Position 216: 0.0013084789485331835
Position 854: 0.0011267390664082548
Position 3248: 0.001002675679701703
Position 866: 0.0008449315465898815
Position 1886: 0.0008242962046674872
Position 1283: 0.0007659727022409077
Position 920: 0.0005379947508904053
Position 3413: 0.0004910273261122968
Position 384: 0.0002657739764045992
Position 244: 0.00021249813172884228
Position 391: 0.00020501990138012595
Position 998: 0.0001928969004915839
Position 234: 0.00011961070475644818
Position 343: 0.00011829217186982592
Position 1234: 9.910776869317832e-05
Position 722: 7.182003310844326e-05
Position 913: 6.403064430001268e-05
Position 423: 6.306201133513128e-05
Position 187: 5.4247881305207934e-05
Position 964: 4.897930149333037e-05
Position 150: 3.826650623695829e-05
Position 323: 3.7432160003894476e-05
Position 281: 3.4112272322668384e-05
Position 1368: 3.2823125582686754e-05
Position 395: 3.260379910058007e-05
Position 310: 1.4115935368864809e-05
Position 1572: 1.0677648443057782e-05
Position 1651: 1.0358667445012306e-05
Position 386: 9.526635686393734e-06
Position 428: 9.089307210199141e-06
Position 1301: 7.46251713886638e-06
Position 1350: 6.557194801086181e-06
Position 1574: 4.345760733788622e-06
Position 1739: 4.323196170358945e-06
Position 1524: 3.1520280797019556e-06
Position 1174: 2.8154290079803573e-06
