Gene = Sbds
index = 945
Annotated 5SS: [ 321 1592 4717 7245]
Annotated 3SS: [1461 4515 7079 9068]
SMsplice 5SS: [ 321 1592 4717 7245 8553]
SMsplice 3SS: [1461 4515 7079 8406 9068]
top_k =  500
Partition function (log Z): -1.1010867075995863

Sorted 5' Splice Sites (High to Low Probability):
Position 1592: 0.9777016706504903
Position 4717: 0.9365221949513561
Position 321: 0.7752867399778576
Position 7245: 0.745763250627027
Position 8553: 0.6836255789945551
Position 3023: 0.2780684655284555
Position 9330: 0.24141759366003546
Position 80: 0.1808943690827771
Position 6408: 0.12474797410503254
Position 7270: 0.09593506706557065
Position 244: 0.08005357097620554
Position 7206: 0.06825582092047157
Position 7422: 0.06046194850358598
Position 7216: 0.039406691599358674
Position 298: 0.03422587090412966
Position 4346: 0.02764278965368752
Position 387: 0.02704144505448091
Position 7675: 0.02649753869836608
Position 6421: 0.02102435947760006
Position 6439: 0.016787336978835166
Position 1162: 0.01654960372720348
Position 7919: 0.016493264137782675
Position 7961: 0.016477637079856014
Position 5322: 0.014922997125666141
Position 7284: 0.014454993708205417
Position 2107: 0.01403323295928703
Position 7637: 0.012819321278571886
Position 1326: 0.010948311051486524
Position 9573: 0.010772449607614625
Position 1004: 0.010291594428125871
Position 1606: 0.009569762184487667
Position 2074: 0.0077469438714530365
Position 1632: 0.007624490169719257
Position 120: 0.004819233768284499
Position 572: 0.004531271214323844
Position 4408: 0.004464910784928094
Position 325: 0.003947046739367187
Position 5337: 0.0035095353282176907
Position 6586: 0.0034237361919723687
Position 6939: 0.0032972366939070237
Position 4370: 0.0032024009354494716
Position 9472: 0.003151826524664559
Position 1401: 0.002646626099188614
Position 9524: 0.002513051609343271
Position 5342: 0.002478537076300309
Position 65: 0.0024025750834447317
Position 4164: 0.002298960611406045
Position 789: 0.0022968360522255377
Position 1185: 0.002198227677347831
Position 486: 0.0021360028559816334
Position 235: 0.0017052240433724206
Position 584: 0.0015109752049985027
Position 6812: 0.0009766362430732
Position 6455: 0.0008977936025501897
Position 590: 0.0008049449903614777
Position 22: 0.0007633235472700326
Position 5632: 0.000562000550493937
Position 45: 0.0005466282923287381
Position 574: 0.0004888155787026006
Position 84: 0.00046794682220568993
Position 1521: 0.0004525146703219075
Position 4611: 0.00041765424371298246
Position 195: 0.00039923265835670364
Position 441: 0.00039363800325154007
Position 7256: 0.0003227989210783316
Position 301: 0.00030016583933368033
Position 6755: 0.00029247344524970046
Position 508: 0.0002871636454018246
Position 445: 0.0002483407002332624
Position 40: 0.00024291297212021196
Position 6467: 0.0002352362316560548
Position 342: 0.00023354385302631818
Position 1086: 0.00021869856878858738
Position 911: 0.00021419229648682084
Position 1961: 0.00020710399609681363
Position 241: 0.00019808418579323
Position 8530: 0.0001823490229693727
Position 8684: 0.0001800955917771241
Position 5413: 0.00016943807985348512
Position 2023: 0.0001577584935703444
Position 5331: 0.00013689723645229183
Position 423: 0.00013054105892247348
