Gene = Coq7
index = 289
Annotated 5SS: [ 178 3798 5053 6020 7533]
Annotated 3SS: [3618 4937 5879 7463 8061]
SMsplice 5SS: [ 178 3798 5053 6020 7533]
SMsplice 3SS: [3618 4937 5879 7463 8061]
top_k =  500
Partition function (log Z): 3.8998740568958237

Sorted 5' Splice Sites (High to Low Probability):
Position 178: 0.9768537925295648
Position 3798: 0.9694993631173738
Position 6020: 0.9149020241002204
Position 5053: 0.9129728568642984
Position 7533: 0.5447077893627863
Position 5726: 0.2199302415902289
Position 7688: 0.141407984677124
Position 1781: 0.08397340832621461
Position 7628: 0.07186997399057293
Position 7845: 0.04668674857450923
Position 6050: 0.04001427974321214
Position 3497: 0.031703439883271886
Position 5336: 0.0308681415857302
Position 3400: 0.030763111702937933
Position 7576: 0.02931384982462401
Position 6001: 0.029056660249702077
Position 3371: 0.027502322800973096
Position 3503: 0.026409198328819536
Position 6354: 0.02578205595612114
Position 6959: 0.020890064225154104
Position 3345: 0.016992595894576298
Position 4716: 0.01689585177088209
Position 4089: 0.01495503539852391
Position 4053: 0.012907719816186611
Position 4476: 0.01049923802483337
Position 3769: 0.010354664334973196
Position 7034: 0.009557735350712731
Position 4356: 0.009555696003823631
Position 223: 0.008849639532338117
Position 3721: 0.007464922729211951
Position 7085: 0.0073478589812968845
Position 858: 0.007275415949961973
Position 2409: 0.0068327072751470765
Position 7369: 0.0061778798927974755
Position 2974: 0.006033959472147016
Position 7855: 0.005581480192867833
Position 307: 0.005427545049677248
Position 5013: 0.005169995663828452
Position 830: 0.005094374070139191
Position 5001: 0.004792102435465452
Position 7648: 0.0039814170419568235
Position 2441: 0.0031276722985194433
Position 2815: 0.0030368377387325644
Position 2768: 0.0025353709022369344
Position 5815: 0.0024638984835156945
Position 4468: 0.0022921172708640298
Position 3493: 0.002269850479068106
Position 977: 0.0021774756926778867
Position 7592: 0.0021081800475933796
Position 4309: 0.0019178411497314035
Position 392: 0.001843511888954387
Position 300: 0.0015949111536574137
Position 7121: 0.001432852858961538
Position 6203: 0.0013746344582325875
Position 464: 0.0013484914140033811
Position 2085: 0.0012373667631748715
Position 3420: 0.00122093435328354
Position 5150: 0.0011443458524356674
Position 6297: 0.0011161059560408906
Position 242: 0.0010279346321762043
Position 8141: 0.0009713796211011192
Position 4325: 0.000939588301068006
Position 3644: 0.000869122036121051
