Gene = Lrif1
index = 643
Annotated 5SS: [  171 11207 12704]
Annotated 3SS: [ 9726 12421 13468]
SMsplice 5SS: [  171 12704]
SMsplice 3SS: [12421 12793]
top_k =  500
Partition function (log Z): -12.092055118366172

Sorted 5' Splice Sites (High to Low Probability):
Position 171: 0.95585109431561
Position 12704: 0.5297675040945256
Position 11671: 0.20989497487366732
Position 781: 0.163286183240871
Position 692: 0.11118398639107147
Position 1034: 0.08966748131618826
Position 11499: 0.08825978960194368
Position 10679: 0.06727273575939803
Position 1019: 0.027601385682308858
Position 3758: 0.021877693192836743
Position 12578: 0.02031563118365071
Position 6867: 0.007600996284548569
Position 7383: 0.006452622302237557
Position 565: 0.00429997262260068
Position 575: 0.004263431144320475
Position 42: 0.002783336943595917
Position 597: 0.0014686142738661726
Position 463: 0.0009769481029750506
Position 547: 0.0007541197973309813
Position 776: 0.0006853490997279226
Position 74: 0.0005618486689350816
Position 479: 0.00035687750726902384
Position 223: 0.0003256334701237047
Position 266: 0.00021123701130248344
Position 765: 0.00010949778377609788
Position 156: 0.0001076919377870945
Position 374: 0.00010465498642156062
Position 4438: 9.841176278010244e-05
Position 65: 8.480037718113729e-05
Position 175: 8.386257343742706e-05
Position 535: 6.74802354388271e-05
Position 237: 4.181571146383833e-05
Position 665: 3.649941150454981e-05
Position 247: 3.281960734587128e-05
Position 878: 3.103174701440836e-05
Position 610: 3.0319436262367884e-05
Position 836: 3.0138290106181396e-05
Position 119: 2.877934256411747e-05
Position 612: 2.4738068515926872e-05
Position 214: 2.3973948392840758e-05
Position 283: 2.120300369753489e-05
Position 825: 2.0052718869171598e-05
Position 584: 1.9743917704863165e-05
Position 34: 1.26042531933461e-05
Position 887: 1.142286739025339e-05
Position 2289: 1.0884292798013489e-05
Position 111: 1.0483081545551735e-05
Position 868: 9.826555190941457e-06
Position 1175: 3.5658794393517517e-06
Position 181: 3.4267086632577156e-06
Position 339: 2.5597704112775146e-06
Position 188: 2.2160757646529947e-06
Position 721: 1.992024980071037e-06
Position 360: 1.7785215508658968e-06
Position 852: 2.9839158971562913e-07
Position 226: 1.4322109600259995e-08
Position 130: 3.1428382824618405e-09

Sorted 3' Splice Sites (High to Low Probability):
Position 12421: 0.8888078573092304
Position 12793: 0.36121754628965186
Position 11400: 0.3159173985878648
Position 691: 0.17266531974398278
Position 13468: 0.09887805350422565
Position 920: 0.08442823202484574
Position 10460: 0.06822672265791094
Position 453: 0.04283734454992723
Position 421: 0.03217568656855935
Position 12823: 0.031418635645468235
Position 13967: 0.03139129484150417
Position 6542: 0.02349888784411799
Position 985: 0.020823624865309125
Position 14474: 0.01828333479345001
Position 3634: 0.012019921821242216
Position 11770: 0.010988023619536963
Position 6591: 0.00922420331700367
Position 7124: 0.008171857991794925
Position 3567: 0.0068795367930168634
Position 14279: 0.006291475858708123
Position 618: 0.006206676238244909
Position 13790: 0.006077348137780331
Position 10276: 0.004556901396873712
Position 9734: 0.004037675354600071
Position 3590: 0.0036777596346063493
Position 2682: 0.003265663396567729
Position 11792: 0.0030761644392833755
Position 543: 0.0028458338207575616
