Gene = Dusp23
index = 351
Annotated 5SS: [347]
Annotated 3SS: [1135]
SMsplice 5SS: [347]
SMsplice 3SS: [2036]
top_k =  500
Partition function (log Z): -9.887420848837651

Sorted 5' Splice Sites (High to Low Probability):
Position 347: 0.6411008701523981
Position 359: 0.1918424129055806
Position 860: 0.16948212259184053
Position 1493: 0.08270617599437684
Position 1074: 0.057025564055155485
Position 183: 0.03898843891830363
Position 1273: 0.034148896104910786
Position 740: 0.02979538242885422
Position 458: 0.0023017238337316587
Position 970: 0.0021848833353409376
Position 637: 0.001937905065359323
Position 1943: 0.001507038822387753
Position 1390: 0.00143841687412769
Position 197: 0.0014158695694174047
Position 185: 0.0013880557482665878
Position 1909: 0.0013495917834186733
Position 1406: 0.0012355256569515011
Position 39: 0.0011410027921248274
Position 541: 0.0010605190168946651
Position 445: 0.0010059908792565202
Position 2063: 0.0009335520114183388
Position 398: 0.0009161104873388301
Position 18: 0.0005846390802464762
Position 430: 0.0005384088652072806
Position 64: 0.0005187710844138755
Position 1766: 0.0003796841810101058
Position 228: 0.00034242366933973794
Position 987: 0.0002799521657297721
Position 1300: 0.00023118622841328918
Position 419: 0.00020785512550897388
Position 615: 0.0001951352030492464
Position 110: 0.00018637495610686564
Position 286: 0.00017210983303532308
Position 1062: 0.0001577800557745963
Position 139: 0.00014070320365021144
Position 199: 0.00010343952764603595
Position 166: 5.8848081521648376e-05
Position 662: 5.047630872660224e-05
Position 745: 4.556778936804694e-05
Position 531: 3.8033111093477035e-05
Position 476: 3.378524492308534e-05
Position 237: 2.5644343299416608e-05
Position 311: 2.2957407884740168e-05
Position 320: 2.1648621307525658e-05
Position 1067: 1.762363804576068e-05
Position 567: 1.71585808616579e-05
Position 754: 8.963134532050478e-06
Position 1024: 7.346957043493664e-06
Position 1017: 6.669936857846387e-06
Position 922: 6.132948974134956e-06
Position 601: 5.785625953831101e-06
Position 645: 4.415775769933518e-06
Position 557: 4.096140615934504e-06
Position 769: 3.289417916504727e-06
Position 932: 3.226941025228889e-06
Position 471: 2.8312172532768187e-06
Position 86: 1.8064976264509447e-06
Position 584: 3.983663941355115e-07
Position 1866: 1.2495867071898493e-07

Sorted 3' Splice Sites (High to Low Probability):
Position 2036: 0.437089944580196
Position 1135: 0.21408257447933976
Position 853: 0.14852638000622065
Position 1160: 0.07715046232119713
Position 1405: 0.04940472343075935
Position 1907: 0.03615099248033135
Position 904: 0.03276022276123837
Position 1223: 0.028354080265317765
Position 298: 0.02000538531949749
Position 2107: 0.019475557346646195
Position 525: 0.01802455241419444
Position 879: 0.016006942841722594
Position 1869: 0.015493898087388202
Position 792: 0.013605689775024405
Position 1259: 0.013324526644275993
Position 1448: 0.012816320466803479
Position 681: 0.011929479847323425
Position 1187: 0.011757608409995257
Position 1035: 0.009930811629743604
Position 2150: 0.009106944134054688
Position 1755: 0.008370478448663569
Position 2056: 0.007619490593962605
Position 1121: 0.007508306485579214
Position 2062: 0.007109399112709136
Position 684: 0.0061920472577556085
Position 1466: 0.005531670397687251
Position 1226: 0.00440977012684408
Position 724: 0.0029667172164074803
Position 581: 0.0029600493578711756
Position 1367: 0.002280147735530396
Position 1204: 0.0019244617349215476
Position 1811: 0.0019110316860267344
Position 509: 0.001855811006192998
Position 1207: 0.0014271224899095915
Position 830: 0.001341219007586196
Position 1626: 0.0012207666471364753
Position 1841: 0.0010073390928601192
Position 530: 0.001003499475878704
Position 1937: 0.0009358635423182743
Position 1282: 0.0008909023851263344
Position 884: 0.0008679627014610905
Position 769: 0.0006632706414601926
Position 1435: 0.0004329689144248207
Position 228: 0.0004157858655195701
Position 1432: 0.0003971162332261101
Position 1838: 0.00037154035975630435
Position 820: 0.00033817847153223114
Position 1300: 0.0003379236974314424
Position 1715: 0.0001972134765374862
Position 943: 0.00017831849283155775
Position 181: 0.00016960948738830827
Position 1659: 0.00015662001405329995
Position 528: 0.00012168056698289286
Position 736: 0.00010957944907362345
Position 739: 0.0001066899081737208
Position 2113: 0.00010587753031356122
Position 464: 9.871617532211671e-05
Position 1006: 9.801694208322068e-05
Position 913: 9.740702314957099e-05
Position 166: 8.607269908282577e-05
Position 234: 7.69187131508431e-05
Position 733: 7.594226449407063e-05
Position 1309: 4.8481260915320794e-05
Position 557: 4.137874396698849e-05
Position 973: 3.317951535739222e-05
Position 634: 2.9263602179166135e-05
Position 544: 2.905504660087324e-05
Position 952: 2.559135554085228e-05
Position 745: 2.4145474439041568e-05
Position 947: 2.174588322985418e-05
Position 486: 1.9670380642068005e-05
Position 589: 1.8442397206904626e-05
Position 584: 1.5712187836863673e-05
Position 551: 9.90443400379762e-06
Position 316: 9.790417084939451e-06
Position 211: 9.460183347344894e-06
Position 922: 9.073332587077608e-06
Position 651: 8.811537038845066e-06
Position 636: 4.169723278961476e-06
Position 1056: 2.620948321815398e-06
Position 605: 1.512745650280756e-06
Position 615: 9.933323130805131e-07
Position 567: 7.210220795855438e-07
Position 593: 3.6661485173247846e-07
Position 653: 2.4383666845352794e-07
Position 541: 2.426821384279704e-07
Position 346: 1.2949380227817534e-07
Position 328: 1.2136934929808572e-08
Position 344: 1.138527632953972e-08
Position 351: 1.053993704731422e-08
Position 367: 1.5714812607186407e-09
Position 413: 4.994747929783557e-10
Position 369: 1.7602260045872157e-10
Position 428: 4.540614846976568e-11
Position 436: 3.012753135494037e-11
Position 419: 2.7820962984326237e-11
Position 373: 1.3552878982937271e-11
Position 390: 3.0528887257950732e-12
Position 363: 2.3952906468562015e-12
