Gene = Pdcd1
index = 801
Annotated 5SS: [  139 11398 11844 12462]
Annotated 3SS: [11037 11681 12426 13014]
SMsplice 5SS: [   78 11398 11844]
SMsplice 3SS: [11125 11681 13014]
top_k =  500
Partition function (log Z): -9.600426807975968

Sorted 5' Splice Sites (High to Low Probability):
Position 11844: 0.9009417840073672
Position 11398: 0.7094907124465946
Position 78: 0.624151159998497
Position 6504: 0.45176362488245536
Position 4032: 0.27154530183289965
Position 139: 0.2327430291508237
Position 4262: 0.2227475427339772
Position 6632: 0.17874514836796504
Position 12462: 0.16396921499629874
Position 292: 0.094629957044217
Position 412: 0.039726440576285674
Position 4004: 0.019356226008520095
Position 4788: 0.01814251654233568
Position 305: 0.01672252709199493
Position 65: 0.013859399467570106
Position 469: 0.012190432152494515
Position 7874: 0.010514443024344247
Position 12523: 0.010254015724952863
Position 5956: 0.007927350878552243
Position 3977: 0.006587978017125135
Position 3777: 0.005814502113146072
Position 3458: 0.005244386949423066
Position 1787: 0.005084039168904227
Position 2246: 0.004846557452836767
Position 12868: 0.004640229467959327
Position 12842: 0.004617156384445374
Position 11835: 0.004239422444863148
Position 1178: 0.0028099756402531167
Position 862: 0.002463939978718711
Position 12814: 0.0023513593428268332
Position 4663: 0.001977726750069852
Position 5530: 0.001697339586230934
Position 69: 0.0014338094786519966
Position 173: 0.0013472573050160195
Position 1767: 0.0013407970174600656
Position 7728: 0.0005274958350877468
Position 3758: 0.0005097949480419422
Position 7416: 0.00027767324310361757
Position 86: 0.00010524005435567529
Position 110: 5.902133642702145e-05
Position 272: 1.592293393710366e-05
Position 158: 7.496347983930003e-06
Position 243: 6.736800873175819e-06
Position 128: 5.824207881524436e-06
Position 143: 4.472436120976818e-06
Position 252: 3.918685635160971e-06
Position 177: 3.5461835177620436e-06
Position 416: 2.5503999615828823e-06
Position 102: 2.0332629419501624e-06
Position 203: 1.9702672525972686e-06
Position 214: 1.3871415690711511e-06
Position 374: 1.379335499839871e-06
Position 501: 1.0109186114279503e-06
Position 245: 7.37357160039778e-07
Position 666: 6.746761586563492e-07
Position 296: 3.431249934303798e-07
Position 539: 2.7142335143625967e-07
Position 627: 2.2396636424020494e-07
Position 600: 2.0612252566529527e-07
Position 378: 9.513429068417569e-14
Position 389: 2.345232076399173e-14

Sorted 3' Splice Sites (High to Low Probability):
Position 11681: 0.8762618642935005
Position 6414: 0.6126759020284132
Position 11125: 0.423941581767218
Position 11037: 0.3062906601433485
Position 3888: 0.2629564576676492
Position 13014: 0.2603957633502072
Position 4125: 0.174474156273709
Position 12685: 0.17321640550815842
Position 12426: 0.13376059765580894
Position 12585: 0.09261601490037047
Position 13252: 0.08492775507334414
Position 13972: 0.07330772998281776
Position 12178: 0.07199259145612373
Position 11656: 0.05970232868648335
Position 12618: 0.056463603539219094
Position 12621: 0.03493092745765458
Position 3920: 0.032636885565862764
Position 351: 0.028555506015640837
Position 13864: 0.023546446333991403
Position 4165: 0.021862659215847187
Position 4107: 0.02016119326057648
Position 13540: 0.019412665680465666
Position 6537: 0.019131508911944442
Position 7843: 0.015322182413387161
Position 12148: 0.01346475821289868
Position 14109: 0.012204966987091254
Position 13017: 0.011970067614006107
Position 13046: 0.01192930847390039
Position 4621: 0.011875616616648633
Position 3632: 0.010703507356636941
Position 13020: 0.010096146022622765
Position 12729: 0.008385212445768573
Position 5819: 0.008052606239013244
Position 4629: 0.006993379600205173
Position 13147: 0.0054767296948064256
Position 12593: 0.005198019812524045
Position 6371: 0.0031026140429381544
Position 3404: 0.0030413820069640227
Position 13311: 0.0029343613893299306
Position 1559: 0.002719037900896348
Position 1072: 0.002552410736738845
Position 2118: 0.0025142418070785866
Position 13197: 0.0024583040978937605
Position 712: 0.002357137564372204
Position 2153: 0.002223775685823754
Position 1615: 0.0021213567837500644
Position 5417: 0.0020980099847483346
Position 7218: 0.001859050393254954
Position 4052: 0.0017498146801768056
Position 8209: 0.001685674420989645
Position 406: 0.0016810896026900745
Position 7548: 0.0016693843535645569
Position 4241: 0.0016609121507241132
Position 3715: 0.0013337885490305912
Position 12522: 0.0013288318019606246
Position 189: 0.0013274633583565834
Position 153: 0.0012218767118727372
Position 12113: 0.0011584129867250109
Position 4347: 0.0011309152917584231
Position 14215: 0.0011107137135825463
Position 3254: 0.001095828562701892
Position 304: 0.0010239415124080403
Position 280: 0.0010069984738213745
Position 11987: 0.000967634535388953
Position 378: 0.000959873175725651
Position 7441: 0.0009233145553115021
Position 3358: 0.0009027403450988316
Position 6767: 0.0008827277673410619
Position 9291: 0.000851185491044527
Position 1677: 0.0007685179115086373
Position 1598: 0.0007619531622157008
Position 4504: 0.0007163984032868724
Position 355: 0.0006695444739000608
Position 2840: 0.0005893087671501392
Position 8167: 0.000525888578585712
Position 5511: 0.0005139298369743756
Position 234: 0.0003727207881268754
Position 1053: 0.0002421720098717384
Position 229: 0.0002313615812459974
Position 4007: 0.00018804053952200297
Position 1125: 0.00016445288635909142
Position 3156: 0.00014500047233245697
Position 648: 0.000135184508006752
Position 2725: 0.00011057872469336338
Position 198: 0.00010781046192311646
Position 3141: 9.701551593525489e-05
Position 7480: 7.417546903893646e-05
Position 2120: 5.3495615848907564e-05
Position 1567: 4.7675420264075046e-05
Position 1913: 4.575198737041148e-05
Position 1626: 4.570800219887662e-05
Position 6191: 4.2473200594608e-05
Position 1426: 3.329322063654252e-05
Position 415: 3.097991519418188e-05
Position 291: 2.7006267587011565e-05
Position 1012: 2.53242637013661e-05
Position 1861: 2.1246963600511225e-05
Position 1476: 1.8811567361352896e-05
Position 2548: 1.635750112915386e-05
Position 4367: 1.4394424322440306e-05
Position 723: 9.536414800492646e-06
Position 544: 8.595509212435418e-06
Position 688: 7.494139536972029e-06
Position 861: 7.4423850552795105e-06
Position 2522: 4.956555485046301e-06
Position 1454: 4.548879021261823e-06
Position 1231: 4.319862233490472e-06
Position 2257: 4.279186754584924e-06
Position 1822: 3.746981421822348e-06
Position 1148: 3.483934104985693e-06
Position 989: 3.1958641355632877e-06
Position 1129: 3.0070386715624366e-06
Position 1390: 2.9889940944106975e-06
Position 974: 2.849322276599521e-06
Position 451: 1.6108925400894013e-06
Position 1741: 9.16468446116105e-08
