Gene = Mns1
index = 686
Annotated 5SS: [  145   927  6436  7775 10224 10833 11025 14304 18369]
Annotated 3SS: [  704  6307  7671  9993 10615 10916 14045 18242 19777]
SMsplice 5SS: [  145   927  6422  7775  8297  9328 10833 11025 17443 18369]
SMsplice 3SS: [  704  6307  7671  8160  9159 10615 10916 17325 18242 22564]
top_k =  500
Partition function (log Z): 12.47632730537299

Sorted 5' Splice Sites (High to Low Probability):
Position 11025: 0.996858407924597
Position 927: 0.990387781799219
Position 18369: 0.9831186919796608
Position 7775: 0.9822407249841311
Position 145: 0.97151130528691
Position 9328: 0.8546141341214119
Position 6422: 0.7302796118746251
Position 10833: 0.707139164602915
Position 17443: 0.6317508064837455
Position 8297: 0.5706207389158866
Position 14304: 0.4827400603878289
Position 10224: 0.4412359368775145
Position 5396: 0.3894925477049325
Position 12635: 0.22529290764024817
Position 3948: 0.15853522874527354
Position 15185: 0.11390241649594096
Position 6436: 0.10491604673885811
Position 20164: 0.08331648638870055
Position 5908: 0.07474292354938475
Position 10708: 0.07017855032686551
Position 4125: 0.06270740415275186
Position 8602: 0.05523103607170587
Position 18054: 0.048570972187492664
Position 20168: 0.046421426026654625
Position 3688: 0.045781102045155425
Position 4095: 0.045055224203386694
Position 9422: 0.042212541947414244
Position 18996: 0.030739341290742177
Position 8091: 0.027285006842884124
Position 6505: 0.024924857911780136
Position 16562: 0.023042534976044665
Position 9028: 0.02226981133886595
Position 22427: 0.021753765144435097
Position 10822: 0.0189987672049284
Position 10815: 0.017783896351809284
Position 10265: 0.016841343826393598
Position 17894: 0.01677931012343631
Position 10222: 0.014653819819961623
Position 19925: 0.013400530244782752
Position 172: 0.012509636050649954
Position 414: 0.012053632306211348
Position 5896: 0.011118070938745875
Position 7762: 0.010743317453629567
Position 5254: 0.010683565263218014
Position 5477: 0.010539068244090588
Position 4931: 0.010434236276795242
Position 5305: 0.01017884919708138
Position 6682: 0.009919518479232992
Position 1479: 0.009531738975077942
Position 10508: 0.009270021033613914
Position 525: 0.008983730688348558
Position 15069: 0.008566872355989928
Position 5741: 0.008519522365847798
Position 1609: 0.008365043503889174
Position 5250: 0.007642305149740639
Position 10284: 0.007029920574951909
