Gene = Zzz3
index = 1211
Annotated 5SS: [  136 24138 26769 32830 50935 52924 53126 53714 54709 55396 56141 59952
 61967]
Annotated 3SS: [24011 26614 31273 50795 52775 53009 53641 54606 55299 55987 59816 61865
 62250]
SMsplice 5SS: [  136 24138 29357 40521 49700 50935 52924 53126 53714 54709 55396 56141
 59952 61967]
SMsplice 3SS: [24011 29247 40422 49556 50795 52775 53009 53641 54606 55299 55987 59816
 61865 62250]
top_k =  500
Partition function (log Z): -42.32550483560547

Sorted 5' Splice Sites (High to Low Probability):
Position 136: 0.9994646962674278
Position 5113: 0.19996872094523932
Position 3330: 0.19106947819511894
Position 6046: 0.1104413558458617
Position 2223: 0.03788603780906182
Position 1198: 0.031690057988366216
Position 1414: 0.028071480181741788
Position 3790: 0.023608257536024618
Position 8262: 0.022251802374828544
Position 1353: 0.01933041654466002
Position 3322: 0.015057008594809537
Position 1244: 0.010540215126226007
Position 2930: 0.0064941021151179125
Position 645: 0.006047550953717704
Position 649: 0.003805990009464616
Position 4457: 0.003775700427197551
Position 3678: 0.002809391222690332
Position 3034: 0.002784455062122583
Position 683: 0.001696764689512222
Position 1578: 0.0014905005060461217
Position 4630: 0.0014304792919353298
Position 1455: 0.0006171461923142521
Position 1189: 0.00013744237219479575
Position 1757: 7.870661195049738e-05
Position 720: 6.374056901996253e-05
Position 1979: 4.9060773698446735e-05
Position 1147: 4.8452816954966603e-05
Position 1240: 2.8880626128560245e-05
Position 695: 2.6944416175490793e-05
Position 741: 2.532077110310668e-05
Position 1930: 2.3145126220562993e-05
Position 1549: 1.7794197951732777e-05
Position 4585: 1.4255622118877852e-05
Position 1864: 1.2715718771118431e-05
Position 3462: 1.0271027267645909e-05
Position 577: 9.097866261053638e-06
Position 285: 5.822479839525988e-06
Position 1080: 5.126109326262563e-06
Position 1220: 2.966725088730601e-06
Position 543: 2.9318569320010498e-06
Position 73: 2.629305494648598e-06
Position 839: 2.550690008957999e-06
Position 373: 2.1644904214267933e-06
Position 580: 1.3926597735912956e-06
Position 988: 1.3469904637498842e-06
Position 569: 1.2252933263132003e-06
Position 1078: 1.177873404283674e-06
Position 451: 8.990999842493893e-07
Position 606: 7.26201933083886e-07
Position 562: 6.855494602799071e-07
Position 763: 6.399459370839426e-07
Position 1049: 6.223854676200973e-07
Position 408: 5.964633922919886e-07
Position 302: 4.730084719383592e-07
Position 1215: 3.726085082804029e-07
Position 1020: 3.201059630021756e-07
Position 362: 1.7872925394729717e-07
Position 1162: 1.0804415488782639e-07
Position 158: 9.55648132526571e-08
Position 852: 7.312116300768634e-08
Position 420: 5.364892294462941e-08
Position 444: 3.903216707344582e-08
Position 251: 2.3148479978464936e-08
Position 1269: 2.1064329321046628e-08
Position 1312: 3.3207077952920787e-09
Position 415: 2.582277787294083e-09
Position 524: 1.412562975826598e-09
Position 1308: 1.107458017648254e-09
Position 39: 3.9623427167002904e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 5603: 0.3233505304164823
Position 3224: 0.15417382136252336
Position 5975: 0.12650930184589648
Position 8136: 0.08862317970141212
Position 5005: 0.08708249047590952
Position 7400: 0.07546726087618807
Position 1298: 0.0717100739885641
Position 9606: 0.06751413200527943
Position 9568: 0.0634094656460362
Position 4907: 0.0496856216031058
Position 2126: 0.04641226477916664
Position 4552: 0.04255857751653472
Position 9726: 0.04154336734664834
Position 5034: 0.04027739103470478
Position 5502: 0.028964370771509294
Position 1060: 0.028902622578680315
Position 3174: 0.024301098249377925
Position 5091: 0.022100289774337818
Position 475: 0.021333223950947028
Position 7058: 0.019595641316770294
Position 3271: 0.014737285577974569
Position 3649: 0.013512445119862123
Position 3131: 0.013204724301545298
Position 6536: 0.012890794026527487
Position 758: 0.012164097980247974
Position 8132: 0.011429639431109981
Position 4875: 0.01135770843560443
Position 5587: 0.011090778603910216
Position 4089: 0.010226758922424636
Position 4624: 0.0096234896601856
Position 6362: 0.009553594692280055
Position 7483: 0.008814094212870329
Position 9280: 0.007990838847016807
Position 5878: 0.007480144164153627
Position 3621: 0.006542404766991316
Position 5250: 0.006445691332113748
Position 4189: 0.006313406520714646
