Gene = Tbrg1
index = 1061
Annotated 5SS: [ 315 2291 3097 4280 4698 6023 6364 7282]
Annotated 3SS: [2219 2875 4142 4550 5924 6252 7138 7808]
SMsplice 5SS: [ 315 2291 3097 4280 6023 6364 7282]
SMsplice 3SS: [2219 2950 4142 5924 6252 7138 7808]
top_k =  500
Partition function (log Z): 11.626462832018081

Sorted 5' Splice Sites (High to Low Probability):
Position 6023: 0.993868953807795
Position 2291: 0.9771819793000771
Position 4280: 0.9577103702342825
Position 3097: 0.9473927935528588
Position 315: 0.9221021660372738
Position 6364: 0.8480112581422519
Position 7282: 0.8088754924092119
Position 4698: 0.4449296270362675
Position 4414: 0.12803943667333856
Position 6528: 0.10586508222213575
Position 3454: 0.07707578244666158
Position 6391: 0.05470069227520161
Position 1967: 0.052405841517313735
Position 2658: 0.04959705998482449
Position 2714: 0.043074249723582966
Position 4904: 0.03977262768756203
Position 8080: 0.03415130269818324
Position 5694: 0.033977591190870404
Position 309: 0.027924887608316205
Position 5142: 0.01872401577894097
Position 7498: 0.017677886998905934
Position 6837: 0.01672287532887255
Position 5317: 0.01643030801082573
Position 1835: 0.014161592901642466
Position 263: 0.013193759749295401
Position 827: 0.012755812482959174
Position 275: 0.011160334337989204
Position 3706: 0.010895834724682552
Position 6470: 0.010503078104456158
Position 331: 0.010283228723248085
Position 4992: 0.00909978409970192
Position 3474: 0.006387716389334204
Position 5811: 0.0062982949559661945
Position 325: 0.00582242970612363
Position 6395: 0.00546122136442343
Position 2747: 0.004861701642463943
Position 6370: 0.004770803735633029
Position 853: 0.004497115036992232
Position 1398: 0.003543284152420512
Position 160: 0.0034716338172055138
Position 8255: 0.0030447432071805595
Position 4182: 0.002676880528361939
Position 1043: 0.0025212974578758185
Position 5763: 0.0024540854170410314
Position 7929: 0.002410315042112099
Position 1055: 0.0023628467442426406
Position 8065: 0.0022906199987338615
Position 4622: 0.0021001358241487665
Position 6118: 0.0018220550846924438
Position 5532: 0.0018213696844844116
Position 6180: 0.0018181445675444386
Position 4262: 0.0017330310478962704
Position 1858: 0.0014928730107421184
Position 1133: 0.001472254199936066
Position 6063: 0.001464944374806273
Position 7328: 0.001320256398732227
Position 42: 0.0012846420526705473
Position 3341: 0.0012057097629127925
Position 4254: 0.0011905498471925981
Position 5752: 0.001067465853507755
Position 6832: 0.0009605363778113319
Position 4284: 0.0008834462680501055
Position 5834: 0.0008740960771097724
Position 3486: 0.0008286133470524354
Position 311: 0.0008270210635247194
Position 4196: 0.0007139997870390921
Position 6905: 0.0006567914336674351
Position 829: 0.0006474164612767221
Position 2318: 0.0006379820267149602
Position 4980: 0.0006151271945692626
Position 92: 0.0005948375006877961
Position 319: 0.0005764062837002454
Position 385: 0.0005561393727278383
Position 2686: 0.0005403128762082524
Position 875: 0.0005275937854422993
Position 2793: 0.0005205464086841523
Position 3959: 0.0004632935047855561
Position 1406: 0.00044236224103093107
Position 1997: 0.0004324530530936616
Position 6068: 0.0004285749299925007
Position 66: 0.0003742743080353784
Position 899: 0.0003630062496119593
Position 176: 0.00035852793186943956
Position 2346: 0.00031011579434584883
Position 3275: 0.0003008123112646951
Position 978: 0.00027603553013802717
Position 3611: 0.0002698150521834341
Position 3156: 0.00026659602514702223
Position 687: 0.00021959683145759753
Position 3782: 0.0002182490750003366
Position 1385: 0.000210313998285752
Position 3423: 0.000158155804648732
Position 2770: 0.00015479837009279288
Position 1117: 0.00015166318782736902
Position 751: 0.00014103817424441223
Position 985: 0.00013471485161129897
Position 36: 0.00013368660689273837
Position 2020: 0.00012502019053274325
Position 1067: 0.00011871227186948615
Position 6285: 9.695092627184911e-05
Position 1087: 8.619600465505032e-05
Position 3478: 8.161383980749345e-05
Position 652: 6.8997430210703e-05
Position 3441: 6.882716733815058e-05
Position 3321: 6.341985294623264e-05
Position 584: 5.611600771217762e-05
Position 1084: 5.039121153657426e-05
Position 4078: 4.828998762344008e-05
Position 1784: 4.697718100952955e-05
Position 1625: 4.650651828640218e-05
Position 1109: 4.623894245294764e-05
Position 643: 4.591974227715393e-05
Position 378: 4.575075218371604e-05
Position 4684: 4.53451620032494e-05
Position 3115: 4.407981612306086e-05
Position 2370: 4.204495525585819e-05
Position 3316: 3.917634846356235e-05
Position 1931: 3.47221397286648e-05
Position 3596: 3.423058278464763e-05
Position 722: 3.3938095279498646e-05
Position 522: 3.1103898933477294e-05
Position 3187: 3.031819981137992e-05
Position 1229: 2.9618176524978164e-05
Position 29: 2.8863387696213425e-05
Position 111: 2.615865713366179e-05
Position 7299: 1.911963413155817e-05
Position 7606: 1.6668636477812946e-05
Position 7351: 1.3669893419087101e-05
Position 7567: 1.3468350107255362e-05
Position 2782: 1.3221473569656828e-05
Position 4658: 1.1287166169606164e-05
Position 4686: 1.0430369886701883e-05
Position 2789: 1.0041228889923636e-05
Position 2768: 9.531925331131723e-06
Position 7486: 5.836252710635278e-06
Position 4232: 3.656299221071948e-06
Position 4234: 3.5542335196082386e-06
Position 3121: 1.4837887452706836e-06
Position 6301: 8.567162540266067e-07
Position 340: 5.967467274275791e-07
Position 389: 5.130678376825891e-07
Position 618: 4.6462468692294477e-07
Position 4456: 2.9688607427475203e-07
Position 212: 2.8879277142157447e-07
Position 2312: 2.3645335310204478e-07
Position 498: 1.762179415464837e-07
Position 442: 7.37504026520346e-08
Position 174: 2.8040992109419045e-08
Position 538: 2.627071917024354e-09
Position 4501: 1.5024435298731145e-09
Position 430: 8.192311816611061e-10
Position 540: 3.3802314108636185e-10
Position 477: 1.9495340477515184e-10
Position 411: 1.608784788227805e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 4142: 0.977635949740242
Position 2219: 0.9618234178006965
Position 6252: 0.9549291216987956
Position 5924: 0.8288411892255846
Position 7138: 0.6861322834722554
Position 2950: 0.532824594438032
Position 7808: 0.40614203107191926
Position 8152: 0.3800090479956556
Position 4550: 0.194717074753048
Position 2875: 0.1821930720706466
Position 4612: 0.14827661108784257
Position 7174: 0.125556544204907
Position 4357: 0.12356271930330424
Position 3002: 0.12133038784917263
Position 2983: 0.09582037367629423
Position 5943: 0.09498759452587575
Position 2586: 0.05714216520032542
Position 7420: 0.049296969764525266
Position 5979: 0.04682638429215403
Position 3353: 0.04272104234675697
Position 4786: 0.04089996509712723
Position 3207: 0.040430708278003914
Position 2632: 0.039171927892141994
Position 4434: 0.03600694187828998
Position 5673: 0.0274062209993125
Position 7077: 0.024084050420998177
Position 1834: 0.023432054695735813
Position 7927: 0.022768199879017063
Position 6692: 0.02268148310592696
Position 4413: 0.022323785407776485
Position 7861: 0.021612904586275634
Position 7350: 0.021331253159623434
Position 1725: 0.020904417532902626
Position 4929: 0.020228708882935393
Position 6221: 0.019667370319903225
Position 7455: 0.018274318572578413
Position 6433: 0.018030081957262818
Position 6490: 0.01571577202577039
Position 6904: 0.01496043765594076
Position 6394: 0.014218312793463138
Position 8350: 0.01326952498460271
Position 1768: 0.01225758388641894
Position 8177: 0.010116042578538844
Position 5047: 0.009966106293799307
Position 5608: 0.009938525466228405
Position 1887: 0.009458362914380701
Position 5954: 0.009432752036547096
Position 5787: 0.009279037425498663
Position 750: 0.00818756498461909
Position 4472: 0.008105777079345698
Position 5453: 0.006779926658744063
Position 2068: 0.006708126986047616
Position 728: 0.00620666890451352
Position 4531: 0.006063608728242552
Position 8474: 0.005972145784490591
Position 5215: 0.005828078170121113
Position 8453: 0.00574716619522491
Position 8078: 0.0055700114812712205
Position 2956: 0.005293804903269023
Position 2192: 0.005137624673608383
Position 4129: 0.005116169196513617
Position 6523: 0.005027257917352815
Position 3539: 0.004891694590624876
Position 5396: 0.004834621679845703
Position 4387: 0.004766387834761179
Position 984: 0.004596893869174769
Position 8286: 0.004434432140124786
Position 7751: 0.0037328221575150806
Position 7906: 0.003707378584411429
Position 4518: 0.0037024480973873158
Position 7193: 0.003529981525630016
Position 8106: 0.003513706773366324
Position 2657: 0.003345845187243199
Position 3363: 0.0032623692680997067
Position 7108: 0.00320558399674622
Position 6254: 0.00275531475281925
Position 7081: 0.0026227842927958617
Position 7865: 0.00237051234565955
Position 694: 0.002359819627280716
Position 4954: 0.0023515909030615146
Position 3481: 0.0022014185243955475
Position 639: 0.002071115050909494
Position 4491: 0.002018122721381163
Position 2108: 0.001985237094907698
Position 6202: 0.001969058840500399
Position 5190: 0.0019321723855822573
Position 5653: 0.0018941074573122546
Position 7660: 0.0018830128120570695
Position 5822: 0.0017354814659406594
Position 5819: 0.0017108654275891718
Position 2930: 0.001663950350366641
Position 1864: 0.001645090916624167
Position 3512: 0.001624986813321242
Position 4815: 0.001603176552984293
Position 7440: 0.001594576099199499
Position 7145: 0.0015538762718173588
Position 7759: 0.0015441802962263096
Position 2274: 0.0015036661547578936
Position 4150: 0.0013800139476577355
Position 7203: 0.0013659438347271959
Position 3016: 0.0013220487536439083
Position 2811: 0.0013162936196126271
Position 7792: 0.0012836741151719016
Position 7184: 0.0011938511840631522
Position 8126: 0.0011897740390071165
Position 5864: 0.0011775841869565156
Position 4670: 0.0011668898911220882
Position 3006: 0.0011108200892952992
Position 8301: 0.001088733450070123
Position 1243: 0.0010840756568116598
Position 7008: 0.0010596565513317647
Position 3557: 0.0010591065013364738
Position 4630: 0.0010129923660140501
Position 8483: 0.0009991656382118907
Position 6946: 0.0009930058626895857
Position 7178: 0.000956649801761322
Position 217: 0.0009460769404928619
Position 2641: 0.0009210784424965327
Position 7834: 0.0009099141175894739
Position 4223: 0.0009066924735317877
Position 4418: 0.0009065186743221856
Position 2789: 0.0007895426015877441
Position 1269: 0.0007801545314412912
Position 6968: 0.0007771022523449768
Position 8531: 0.0007417434820439525
Position 5109: 0.0007137298305342047
Position 6109: 0.0006983433265188653
Position 7692: 0.0006643378191132463
Position 7238: 0.0006400546774331979
Position 8407: 0.0006309177370508782
Position 4398: 0.0006181132701922361
Position 1021: 0.0005878126713166796
Position 8425: 0.0005839906489251258
Position 2919: 0.0005711257500095513
Position 6659: 0.0005587154084997994
Position 856: 0.0005578034679844809
Position 7030: 0.0004891446535682586
Position 4760: 0.0004875696463826891
Position 4537: 0.0004738469255835166
Position 2900: 0.0004734676178117248
Position 1189: 0.0004540816622678145
Position 1342: 0.0004423731585446112
Position 8288: 0.0004023452646633053
Position 1042: 0.0003998963207950445
Position 3826: 0.0003818059861617951
Position 7281: 0.00036513091577893844
Position 3406: 0.00036355279661876895
Position 4480: 0.0003393720416180671
Position 1680: 0.0002917336498318361
Position 3609: 0.00029065110366266955
Position 1806: 0.00028091576271499887
Position 4583: 0.0002719579178052206
Position 4844: 0.00027147177469551636
Position 221: 0.000269548666225738
Position 2258: 0.0002597337222013538
Position 2731: 0.0002577059414638968
Position 6087: 0.00025573958056257485
Position 6723: 0.0002480630573872771
Position 6334: 0.00024196028508695659
Position 4525: 0.0002323564449641689
Position 6699: 0.00019992918790652853
