Gene = Spn
index = 1015
Annotated 5SS: [77]
Annotated 3SS: [455]
SMsplice 5SS: [77]
SMsplice 3SS: [874]
top_k =  500
Partition function (log Z): -7.790278476789467

Sorted 5' Splice Sites (High to Low Probability):
Position 77: 0.7623785735732765
Position 1021: 0.593869495233382
Position 1685: 0.14123309633401823
Position 40: 0.13073984121044574
Position 100: 0.04050254974228323
Position 85: 0.03830369441180923
Position 2984: 0.023702183152923554
Position 1453: 0.022271740657164443
Position 3172: 0.018715814774438722
Position 1209: 0.014415035500437457
Position 171: 0.014036498993441669
Position 2368: 0.013078766282330838
Position 163: 0.0111686597731131
Position 2944: 0.008350386310298477
Position 1082: 0.00757344532486981
Position 2713: 0.005726324197670385
Position 2789: 0.002508490663675085
Position 602: 0.0023936058957459154
Position 258: 0.0015208111745802087
Position 535: 0.0014618953698506327
Position 3599: 0.0011326465951687367
Position 3398: 0.0010611918999727452
Position 645: 0.0007399380660559284
Position 3702: 0.0004713522486839293
Position 3776: 0.00038134479065718777
Position 108: 0.00019835285340452028
Position 456: 0.00019817584661927052
Position 2610: 0.00012735345618849431
Position 135: 7.166234809540125e-05
Position 384: 5.586334451744417e-05
Position 805: 4.776565806106487e-05
Position 634: 4.625892886961986e-05
Position 640: 3.898510293573406e-05
Position 437: 2.980805828070055e-05
Position 411: 2.558852031682823e-05
Position 1229: 1.5614735802206792e-05
Position 758: 1.351086219975305e-05
Position 2605: 1.3441062859391287e-05
Position 778: 1.2129165780523415e-05
Position 1156: 1.13459407466725e-05
Position 264: 1.0543743942749738e-05
Position 288: 9.722738222376911e-06
Position 347: 5.463506876164193e-06
Position 57: 5.144858903319496e-06
Position 703: 4.1220710962792075e-06
Position 1243: 3.85590648349167e-06
Position 1009: 3.5101799899873855e-06
Position 847: 3.4411359295911165e-06
Position 973: 2.3808043835644353e-06
Position 956: 2.203503004201702e-06
Position 529: 1.9765675566235606e-06
Position 1040: 1.801415144070047e-06
Position 1037: 8.08123014381241e-07
Position 854: 7.028526559365143e-07
Position 551: 6.023722459829701e-07
Position 1065: 3.8226240614777636e-07
Position 304: 1.892137432637762e-08
Position 10: 1.5608190955196875e-08
Position 237: 1.1500179586574192e-08
Position 280: 8.980775289404073e-09
Position 291: 8.455465701064495e-09
Position 179: 7.772922708001326e-09
Position 372: 3.770118701086341e-09
Position 144: 3.307453768967613e-09
Position 397: 2.0123227003313954e-09
Position 429: 9.081125702496873e-10

Sorted 3' Splice Sites (High to Low Probability):
Position 874: 0.7314132991406616
Position 3488: 0.1061312158823038
Position 3247: 0.10387849242762186
Position 2836: 0.09735628461399838
Position 1111: 0.07716006911684008
Position 2655: 0.055181591808746266
Position 3135: 0.05404730557736838
Position 2518: 0.04626722978534339
Position 1508: 0.04276067059516971
Position 1308: 0.04167554883329784
Position 2711: 0.04057234520057625
Position 4118: 0.039396248274316745
Position 1601: 0.03447349533083683
Position 2127: 0.03241483709409223
Position 801: 0.02646865069004192
Position 2687: 0.026044432758382016
Position 1575: 0.021492494445543492
Position 1505: 0.017711988925571468
Position 3308: 0.01715134953691874
Position 949: 0.015826212480144715
Position 1156: 0.015619750481525646
Position 1827: 0.015339492497229422
Position 2062: 0.013117887533260061
Position 1587: 0.012267498934308162
Position 455: 0.012109765510102309
Position 1708: 0.011855862526459348
Position 1956: 0.01108451597204834
Position 2841: 0.010907711016496468
Position 1057: 0.010074882407516006
Position 3543: 0.007825349469406804
Position 2415: 0.0071394168399559295
Position 3929: 0.006589199482957849
Position 2273: 0.006085980809072364
Position 3317: 0.005762448046648244
Position 1534: 0.005498967264370427
Position 1605: 0.0047061951965167185
Position 889: 0.004122554037370333
Position 2856: 0.0029481008544202285
Position 489: 0.0029068689472764235
Position 2493: 0.0028210071938200676
Position 835: 0.002707489206505668
Position 2015: 0.0027041734999241093
Position 916: 0.002551516690203684
Position 1208: 0.0025394294731555054
Position 901: 0.002415837732632477
Position 595: 0.0022096026034631733
Position 534: 0.0020433400322292157
Position 1166: 0.0020324183698710065
Position 2012: 0.0019567003068450667
Position 1645: 0.001933565789801392
Position 4078: 0.001708186675763969
Position 1684: 0.0017013660918025998
Position 304: 0.0016591548412422084
Position 1343: 0.0016361046174809995
Position 1163: 0.0015855094726860734
Position 1118: 0.0015694307777270706
Position 3948: 0.001444032953312102
Position 3655: 0.00140637436579665
Position 3562: 0.00134271961537591
Position 1585: 0.0013067025792820328
Position 1310: 0.0012477161424191865
Position 1432: 0.0012460765796680074
Position 1581: 0.0012442043616872492
Position 3755: 0.0011337360910780039
Position 3063: 0.0011207625302324393
Position 1192: 0.0011184608240050818
Position 2202: 0.0010834439548203104
Position 747: 0.001068680923004335
Position 2392: 0.0010401791029314466
Position 764: 0.0010061751352270865
Position 850: 0.0009993929795822202
Position 1465: 0.0009601972099071174
Position 3492: 0.0009019449529783489
Position 3041: 0.0008494667587432701
Position 2535: 0.000783662953595529
Position 1426: 0.0007421265721414742
Position 1612: 0.0007147801462973575
Position 2233: 0.0007012177382373149
Position 805: 0.0006205889767635028
Position 2339: 0.0005349456259453224
Position 1136: 0.0005283137629034891
Position 161: 0.0004871380418012978
Position 2433: 0.0004818143427109291
Position 1925: 0.0004232352310437096
Position 2276: 0.00041141480751114506
Position 1651: 0.00040160343360873767
Position 1021: 0.00038077916905482725
Position 1524: 0.0002255273959139164
Position 1452: 0.00020546729881901308
Position 144: 0.0001987512056067841
Position 1390: 0.0001645390688345599
Position 1351: 0.00013505276652197082
Position 1348: 0.0001322932094832866
Position 956: 0.00010604928166443798
Position 928: 0.00010507336979797814
Position 2297: 0.00010064587912975848
Position 983: 0.000100389503810323
Position 1408: 7.185502388032721e-05
Position 1468: 6.830237421865758e-05
Position 1317: 4.800446984469358e-05
Position 812: 4.321306703473792e-05
Position 854: 2.57835328430955e-05
Position 786: 1.3601237291158992e-05
Position 1410: 6.964326555011663e-06
Position 770: 5.3491095900642386e-06
Position 359: 5.281761638926516e-06
Position 379: 4.9027702411127645e-06
Position 816: 4.795743483026755e-06
Position 558: 4.26761745970222e-06
Position 649: 3.755271740828427e-06
Position 690: 3.6753630013373922e-06
Position 372: 3.407362193314e-06
Position 1678: 3.2362504068658097e-06
Position 703: 3.089548535945833e-06
Position 153: 2.619584208505161e-06
Position 1082: 1.968133030295641e-06
Position 823: 1.606709679106153e-06
Position 655: 1.5307538418828618e-06
Position 547: 1.2540417865496782e-06
Position 411: 9.825519207416409e-07
Position 998: 8.273826380375068e-07
Position 121: 6.509147883484226e-07
Position 211: 6.075815972064867e-07
Position 677: 5.19033241309201e-07
Position 130: 4.6165513439226323e-07
Position 175: 3.113873509986418e-07
Position 184: 2.547468760143522e-07
Position 216: 1.5414929319743305e-07
Position 243: 1.1020271629201169e-08
Position 551: 7.4891157123681e-09
Position 314: 1.8132362775847007e-09
Position 167: 1.773821873076886e-09
Position 384: 1.7640443809300363e-09
Position 186: 1.6795802876578318e-09
Position 310: 1.614371522288564e-09
Position 613: 8.83717644654093e-11
Position 391: 4.2170651446104413e-11
Position 618: 3.829779708008685e-11
