Gene = Timm29
index = 1082
Annotated 5SS: [349]
Annotated 3SS: [427]
SMsplice 5SS: [349]
SMsplice 3SS: [427]
top_k =  500
Partition function (log Z): -8.625906092308707

Sorted 5' Splice Sites (High to Low Probability):
Position 349: 0.6310766795622097
Position 519: 0.4496750579105566
Position 271: 0.15772713913780392
Position 109: 0.11638557312058354
Position 280: 0.059475227503651154
Position 321: 0.024942323524802513
Position 1180: 0.022031336967552474
Position 1360: 0.019823841679427516
Position 1012: 0.01811112199264607
Position 569: 0.015575983500826052
Position 2689: 0.01010195883325077
Position 240: 0.008192175627225616
Position 266: 0.007123203035829202
Position 829: 0.006958399392892221
Position 315: 0.005319559174652188
Position 301: 0.003835223787740769
Position 2207: 0.0036332157300854183
Position 45: 0.002732689734866834
Position 2707: 0.0024492449915581274
Position 113: 0.002224275351242668
Position 353: 0.0014404011855185651
Position 1039: 0.0012465422979644697
Position 2776: 0.0011178533958349601
Position 148: 0.0009963462733922652
Position 103: 0.0007396467624481789
Position 706: 0.0003920505414851749
Position 609: 0.0003771437116140269
Position 304: 0.0003055970555535068
Position 131: 0.00014016947354163336
Position 374: 6.965251114569445e-05
Position 204: 5.930534948964601e-05
Position 523: 5.3193386928658334e-05
Position 928: 5.230200333192608e-05
Position 981: 3.55767650843978e-05
Position 123: 1.731490594606165e-05
Position 657: 1.4529592039428239e-05
Position 689: 1.2294681171293017e-05
Position 969: 1.2204063183986582e-05
Position 335: 1.196711229356958e-05
Position 549: 1.1671374982338365e-05
Position 25: 3.687774261049037e-06
Position 615: 3.0916218411553574e-06
Position 468: 2.431003949710708e-06
Position 356: 2.1706270880790706e-06
Position 1679: 1.668576517689031e-06
Position 1411: 1.5840313447284303e-06
Position 730: 1.1445748336984052e-06
Position 675: 8.699631114235461e-07
Position 378: 3.975153604932829e-10
Position 390: 1.8432879461153474e-10
Position 395: 6.032861446685682e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 427: 0.9197444143508652
Position 2891: 0.11632997749252705
Position 2569: 0.06819913193829286
Position 861: 0.06438078762246403
Position 1989: 0.05376512364037646
Position 756: 0.0468745743213836
Position 1246: 0.04639975200289669
Position 2848: 0.025906920844838238
Position 229: 0.021937476595015486
Position 2065: 0.020129577588692403
Position 792: 0.019305550468577112
Position 666: 0.01629093175537587
Position 739: 0.015068385402391927
Position 1556: 0.013288614866630842
Position 410: 0.012565564732347453
Position 2103: 0.011905668353313343
Position 2439: 0.007949916112239528
Position 1112: 0.007340840342021692
Position 1351: 0.007065169006278108
Position 2974: 0.0058174790265654195
Position 2014: 0.0053743083724223355
Position 1011: 0.00531164153496523
Position 1682: 0.005192840055686339
Position 942: 0.0040284715718914
Position 1593: 0.003948406751296398
Position 1814: 0.0033854849513222244
Position 1278: 0.002969085779495572
Position 1038: 0.0029236946918134153
Position 2536: 0.002577901791506376
Position 166: 0.0024262246542139675
Position 2492: 0.0023501706599249332
Position 1747: 0.0023155647410784286
Position 2688: 0.0021752710365069853
Position 2444: 0.0018599156682701453
Position 1457: 0.001743514334983925
Position 2808: 0.0017093948520942716
Position 1773: 0.0014375508880492128
Position 1861: 0.0013981572108649532
Position 220: 0.0013454709806049404
Position 1143: 0.0012934143329595114
Position 761: 0.0011833825443374212
Position 1562: 0.0010761862048068883
Position 1098: 0.0009867078944618217
Position 2944: 0.0009634599848613904
Position 2196: 0.000963275717714772
Position 1391: 0.0008457116459145735
Position 1692: 0.0007583238965669365
Position 3233: 0.0007362399710212302
Position 1123: 0.000724604802725187
Position 2386: 0.0007085922763826892
Position 1732: 0.0006819105555468143
Position 246: 0.0006202112630242334
Position 1252: 0.0006127064969997521
Position 2294: 0.000595872779599497
Position 1572: 0.000592956648525438
Position 1511: 0.0005121900050878538
Position 683: 0.0004757127600442557
Position 1533: 0.0004736989045859063
Position 1749: 0.0004633809880881017
Position 1226: 0.00044885937338849457
Position 1635: 0.0003407491171413792
Position 1796: 0.0003397518574318779
Position 771: 0.0003323276878551586
Position 1381: 0.00032769273042849864
Position 3195: 0.00032336347122520644
Position 1974: 0.00026540742644443803
Position 1912: 0.00026163026782595835
Position 1793: 0.00025778118770085215
Position 654: 0.00022629846625925077
Position 1047: 0.00017929602786820475
Position 1059: 0.00017357048781797217
Position 285: 0.00015549745954187462
Position 1020: 0.00014225541702231608
Position 569: 0.00010301093037091252
Position 233: 9.784084568361462e-05
Position 257: 8.619220411624947e-05
Position 1035: 7.734645648151424e-05
Position 259: 7.195140333450173e-05
Position 291: 6.62972622667641e-05
Position 1080: 5.9062319673682624e-05
Position 897: 3.4954155323844875e-05
Position 952: 3.117462327757803e-05
Position 326: 2.7100626546257145e-05
Position 330: 2.3813191114704764e-05
Position 981: 1.2696792924958325e-05
Position 1053: 1.2494714018913376e-05
Position 987: 6.388681115103431e-06
Position 294: 6.111079640968862e-06
Position 108: 4.950353430687358e-06
Position 296: 4.1280012731538466e-06
Position 465: 4.1177910938580685e-06
Position 1280: 2.781418331733615e-06
Position 1149: 1.4528486002933703e-06
Position 372: 4.379945255304499e-07
Position 362: 2.2142843178152336e-07
Position 573: 2.909053031377152e-08
Position 395: 2.7358865594260886e-08
Position 349: 2.7108017057432204e-08
Position 496: 2.5545750294463863e-08
Position 356: 2.2699519507945816e-08
Position 387: 1.7605328182920236e-08
Position 365: 1.1384767362911773e-08
Position 588: 6.96144337390303e-09
Position 353: 1.1318115037769225e-09
Position 585: 1.6857467850448054e-10
