Gene = Enoph1
index = 380
Annotated 5SS: [  318 19257 21183 22291 23898]
Annotated 3SS: [19154 20988 22157 23773 27813]
SMsplice 5SS: [  318 16044 19257 22291 23894 27957]
SMsplice 3SS: [15918 19154 22157 23773 27813 28348]
top_k =  500
Partition function (log Z): -16.24632086647857

Sorted 5' Splice Sites (High to Low Probability):
Position 19257: 0.916457830494964
Position 318: 0.9094806832506127
Position 2411: 0.26260588858933265
Position 19839: 0.20830575378263844
Position 626: 0.20767887330910415
Position 289: 0.08448405488350076
Position 6770: 0.0010745732827378662
Position 4258: 0.0007109806079654634
Position 579: 0.0006044791111085613
Position 5519: 0.0005506036989114542
Position 1663: 0.00039860662427111405
Position 4089: 0.00038335795436034837
Position 8120: 0.0003073943301718781
Position 8299: 0.0003057641214191756
Position 7179: 0.00024264180522854772
Position 267: 0.00023448304852107665
Position 3616: 0.00021003842794332
Position 4154: 0.00020600768163959158
Position 8290: 0.00013607207246991643
Position 8125: 8.590693694483346e-05
Position 4762: 8.412712203348444e-05
Position 275: 5.90146904575539e-05
Position 2791: 5.770322210529429e-05
Position 144: 5.057971376449595e-05
Position 6459: 4.557148834526658e-05
Position 7116: 4.238780975212748e-05
Position 419: 2.8877960830222177e-05
Position 1553: 2.6095338645343697e-05
Position 3797: 2.5032890134653995e-05
Position 3576: 2.468840412592225e-05
Position 2668: 2.445189204189116e-05
Position 2211: 2.3596166090691157e-05
Position 1638: 2.2180088880374405e-05
Position 93: 2.1491155266370224e-05
Position 630: 2.0335968191356725e-05
Position 343: 1.5916452316011582e-05
Position 517: 1.538181181600163e-05
Position 686: 1.2923846027703575e-05
Position 216: 1.1583513754550116e-05
Position 312: 1.1318903770828438e-05
Position 3751: 1.0068077135699128e-05
Position 1095: 8.7995198241017e-06
Position 3124: 8.763211716821336e-06
Position 237: 7.392632850690084e-06
Position 183: 7.024114342633164e-06
Position 57: 6.509357268051829e-06
Position 62: 6.3456461304116895e-06
Position 670: 6.212219627509991e-06
Position 52: 5.838080713329366e-06
Position 3686: 5.248101374572205e-06
Position 1591: 4.3559775182419705e-06
Position 119: 4.240740352806245e-06
Position 3778: 4.059625111171705e-06
Position 147: 3.6178947954022284e-06
Position 185: 3.3295631723277654e-06
Position 2032: 2.915274494384061e-06
Position 25: 2.680948636788171e-06
Position 59: 2.4803638931207706e-06
Position 4407: 2.0483696256940516e-06
Position 249: 1.8833506697973067e-06
Position 243: 1.479270629133914e-06
Position 129: 1.3312414815071344e-06
Position 462: 1.218689670471271e-06
Position 261: 1.1693133128910985e-06
Position 213: 1.0862777785972994e-06
Position 22: 1.0320666719165652e-06
Position 104: 8.933021020547367e-07
Position 3839: 8.462050498991898e-07
Position 2344: 7.010581384487874e-07
Position 2899: 6.496045231009415e-07
Position 240: 5.236554349322995e-07
Position 350: 5.08104878723469e-07
Position 715: 4.462571837922858e-07
Position 122: 4.093606664800774e-07
Position 382: 4.0433309568871553e-07
Position 3376: 3.2329140454052745e-07
Position 472: 3.138084749898508e-07
Position 1827: 2.927736661610384e-07
Position 2795: 2.8459914980146933e-07
Position 384: 2.2738057856335904e-07
Position 431: 1.7654093255256823e-07
Position 873: 1.2524929189348731e-07
Position 522: 8.807313230752585e-08
Position 1623: 8.312584789837541e-08
Position 2931: 8.301113193863269e-08
Position 599: 6.602872345673139e-08
Position 1048: 6.101608873766668e-08
Position 768: 5.198007877993709e-08
Position 1419: 2.178862923634369e-08
Position 1421: 9.12667958402297e-09
Position 642: 9.036091144310757e-09
Position 902: 5.5942894661415685e-09
Position 661: 5.488882186142416e-09
Position 744: 5.280463998479076e-09
Position 987: 4.860939959424353e-09
Position 551: 4.8039815234544575e-09
Position 1430: 4.512608654045601e-09
Position 706: 2.929054014995749e-09
Position 1099: 2.728558359707835e-09
Position 1026: 3.2963470537769165e-10
Position 1575: 1.4052019859824359e-10
Position 1479: 8.330753371656352e-11
Position 421: 7.175820975726405e-11
Position 1599: 4.99105348457355e-11
Position 1643: 3.758884758708935e-12
Position 542: 5.408543199558956e-13

Sorted 3' Splice Sites (High to Low Probability):
Position 19154: 0.9771503758209439
Position 20035: 0.5956655454933958
Position 19744: 0.3784544592596598
Position 521: 0.17808742876284328
Position 2285: 0.17518562681360458
Position 20988: 0.10229585561797525
Position 2165: 0.0626995710224271
Position 19637: 0.04834772390657148
Position 410: 0.01856801233232875
Position 2291: 0.010653844329681758
Position 3977: 0.005319080661346613
Position 8149: 0.005035539312962561
Position 2344: 0.004103035019624918
Position 2070: 0.003805028847962527
Position 578: 0.00375493451727213
Position 2254: 0.0035372027387320626
Position 8326: 0.003506112251683887
Position 8874: 0.002259336586863543
Position 1526: 0.0015654699254763623
Position 2354: 0.0013916209211982731
Position 2249: 0.0012718573610264621
Position 6649: 0.0011778761457411993
Position 5261: 0.001133372873283952
Position 5805: 0.0010151641983368715
Position 404: 0.0010089823923818194
Position 12708: 0.0008544297575166068
Position 12670: 0.0006454714797798556
Position 7971: 0.0005696893500184837
Position 10104: 0.0005630232048749114
Position 12421: 0.000554179531384048
Position 8538: 0.0004380953280906129
Position 5463: 0.00043719381507906403
Position 448: 0.00043632931333123027
Position 527: 0.0003459680564851099
Position 382: 0.00032597588101635026
Position 530: 0.00032536822929783856
Position 1709: 0.00023910996000411368
Position 6990: 0.0002085874954167795
Position 11261: 0.00019515907289970088
Position 3477: 0.00018861217121709668
Position 7078: 0.00018246830305078995
Position 6357: 0.0001343425198591753
Position 4336: 0.00013278254227934132
Position 3437: 9.810579122912673e-05
Position 6101: 9.672738540253474e-05
Position 5402: 8.397992635613463e-05
Position 5744: 8.096674496292054e-05
Position 4367: 6.636743089724357e-05
Position 1656: 6.441893268111503e-05
Position 3723: 6.435837613221706e-05
Position 8094: 6.054842369363356e-05
Position 4183: 5.852644993582618e-05
Position 4989: 5.11462368152146e-05
Position 5971: 4.583004600510253e-05
Position 3270: 4.343924920048211e-05
Position 3041: 3.8924801372547906e-05
Position 2827: 3.836692952855503e-05
Position 4714: 3.412486992883936e-05
Position 4902: 3.273822337587712e-05
Position 2635: 3.1046574855872065e-05
Position 4677: 2.9079815749526624e-05
Position 3973: 2.7348394516378035e-05
Position 4564: 2.6275673922869988e-05
Position 7389: 2.5384728835302887e-05
Position 4644: 2.3418291372003007e-05
Position 2567: 2.260252711203493e-05
Position 3501: 2.1621744312084136e-05
Position 2448: 2.138945577045334e-05
Position 947: 1.808370181174521e-05
Position 1920: 1.7842041189236368e-05
Position 6795: 1.4982468845843949e-05
Position 625: 1.3381941765555319e-05
Position 2679: 1.228366728347436e-05
Position 3011: 1.1492304164597439e-05
Position 2394: 1.0948961616879257e-05
Position 2866: 1.0009888370001302e-05
Position 1092: 9.709243564848804e-06
Position 1313: 8.727320514287414e-06
Position 2613: 8.367419329077324e-06
Position 5494: 8.29830364970079e-06
Position 3462: 7.514437400688176e-06
Position 4452: 6.380458105307812e-06
Position 3504: 6.2737671821733814e-06
Position 1155: 6.077303663397932e-06
Position 4509: 5.582916459076708e-06
Position 863: 5.2158075044194365e-06
Position 1124: 5.160723450448947e-06
Position 2499: 4.933322621178329e-06
Position 1159: 4.7659352349315254e-06
Position 2741: 4.297193662307709e-06
Position 1753: 3.708336623439213e-06
Position 1705: 3.624486055840036e-06
Position 975: 3.4998637993170807e-06
Position 1724: 3.4048260590780157e-06
Position 3353: 3.2840197953109404e-06
Position 3485: 3.2664476763630234e-06
Position 3219: 3.1732051231038967e-06
Position 2091: 2.898691738183271e-06
Position 1185: 2.2932915281793926e-06
Position 2527: 2.0105016306326966e-06
Position 450: 1.7042203620261863e-06
Position 3596: 1.677864221891976e-06
Position 669: 1.6525698506192734e-06
Position 453: 1.4690257255120467e-06
Position 2115: 1.4474682924928566e-06
Position 1373: 1.4150168519878012e-06
Position 3507: 1.3993155246744287e-06
Position 1488: 1.3603029047353418e-06
Position 2371: 1.3210853160594725e-06
Position 2134: 1.2103126035945866e-06
Position 783: 6.909375520634926e-07
Position 1297: 6.440517966161854e-07
Position 629: 5.361521957411372e-07
Position 683: 4.806552747931704e-07
Position 415: 2.491383001909763e-07
Position 360: 2.3303626550476523e-07
Position 390: 1.7476916661989888e-07
Position 980: 4.0507932586384345e-08
Position 203: 3.6286549339441126e-08
Position 911: 3.551054711529096e-08
Position 413: 3.244977360986466e-08
Position 2013: 1.4495043206867127e-08
Position 883: 1.1731092266688163e-08
Position 1026: 1.167418388641994e-08
Position 1047: 1.0907285847011098e-08
Position 557: 1.0865792816402604e-08
Position 370: 1.0612448129094187e-08
Position 136: 9.698394423539162e-09
Position 823: 9.491528498936036e-09
Position 583: 8.830305381672705e-09
Position 535: 5.709759253913634e-09
Position 2078: 5.246608600680017e-09
Position 229: 4.899926358055787e-09
Position 720: 3.4039909657200496e-09
Position 1360: 2.7020310347891357e-09
Position 2022: 2.654776648946522e-09
Position 2042: 2.624476548965207e-09
Position 279: 2.198374438997759e-09
Position 261: 2.130755123878054e-09
Position 209: 1.6425755168218704e-09
Position 759: 1.2558886488875265e-09
Position 737: 1.0932785899232044e-09
Position 608: 2.096157880649587e-10
Position 572: 5.4057559345643356e-11
Position 590: 4.997857026700323e-11
Position 542: 4.397529998521038e-11
Position 539: 4.2722015249560406e-11
Position 650: 2.582879824747981e-11
Position 317: 2.4808601055904846e-11
Position 744: 9.511897051572541e-12
Position 171: 6.897110640633612e-12
Position 219: 5.626277760989903e-12
Position 179: 2.870785884080926e-12
Position 99: 2.4482345653301772e-12
