Gene = Tbcb
index = 1060
Annotated 5SS: [ 693 1147 4669 5429 7800]
Annotated 3SS: [1002 4571 5236 7726 7924]
SMsplice 5SS: [ 693 1147 4472 4837 5380 7800]
SMsplice 3SS: [1002 4364 4571 5236 7665 7924]
top_k =  500
Partition function (log Z): -3.43076275846788

Sorted 5' Splice Sites (High to Low Probability):
Position 1147: 0.8440399009961531
Position 4472: 0.6404967522852718
Position 4837: 0.5024692069073898
Position 5380: 0.4959919496054689
Position 693: 0.48493632292076927
Position 915: 0.41324921197058606
Position 5429: 0.3765183704912001
Position 7800: 0.33820753551223026
Position 4669: 0.22578680498570852
Position 585: 0.21440617766774878
Position 4696: 0.1931600503319699
Position 6841: 0.11618413072637804
Position 4331: 0.10622828321746888
Position 3219: 0.049894757795996045
Position 4299: 0.042433891110124904
Position 5421: 0.031294552037901865
Position 4700: 0.027741222387930524
Position 3556: 0.027328933146437206
Position 4504: 0.015120640120350005
Position 1364: 0.011686744096550674
Position 3094: 0.010091878704340744
Position 5330: 0.009036755767344501
Position 712: 0.008322820818848997
Position 4509: 0.007305217191395518
Position 1481: 0.0072411898743304
Position 4463: 0.006946255367780692
Position 2498: 0.006746764379196277
Position 5425: 0.0064408457931071006
Position 409: 0.006215617494471926
Position 4984: 0.005811276700380615
Position 468: 0.005804584680886975
Position 5107: 0.005786566346407665
Position 4487: 0.005494460053766082
Position 451: 0.004948606054592015
Position 667: 0.004253778945404505
Position 1086: 0.003871545714694184
Position 531: 0.0032263733581734295
Position 7827: 0.003202579486963873
Position 4704: 0.0027961657567773237
Position 4604: 0.002711116843147563
Position 4994: 0.0025918949686917114
Position 4316: 0.0025522752274374735
Position 6003: 0.00254956934420887
Position 4476: 0.0023791626045650775
Position 391: 0.0022121693921978067
Position 223: 0.0022114197494604937
Position 841: 0.002164596949805344
Position 4086: 0.001950020981138087
Position 609: 0.0018193210354368688
Position 446: 0.0015685536784551207
Position 4614: 0.0014227951856963478
Position 3480: 0.0012989545408921843
Position 4990: 0.0011369734257543553
Position 4780: 0.0009380724662456862
Position 4623: 0.0008112252243834672
Position 4877: 0.0007718777638229833
Position 5732: 0.00072327410868998
Position 384: 0.0007230764663133873
Position 4496: 0.0006990972072500193
Position 646: 0.0006873807022837501
Position 4429: 0.0006719875492284593
Position 4052: 0.000638023153530987
Position 6815: 0.0006144732067628418
Position 6292: 0.0005646463160601156
Position 5735: 0.0005608474510518379
Position 5954: 0.0005397975082260534
Position 893: 0.0005282131462746832
Position 533: 0.0005119010806658547
Position 4886: 0.0004728342958399599
Position 37: 0.0004427323758116408
Position 686: 0.0004405990211598671
Position 1844: 0.00040554189167543226
Position 7097: 0.00039792414271626455
Position 6927: 0.0003649421307323394
Position 7583: 0.00035158741328229185
Position 4785: 0.0002991331431991591
Position 701: 0.0002968553769423977
Position 3103: 0.0002879029030473012
Position 1123: 0.00028386477089006944
Position 4713: 0.00027216598200103246
Position 1074: 0.0002599928273380169
Position 1276: 0.00025625654316001117
Position 6413: 0.00023627474301474331
Position 4224: 0.00020977555552119758
Position 1666: 0.00017010725506674796
Position 3132: 0.00016906509333294457
Position 1021: 0.0001368985227027766
Position 1136: 0.00011734636710058167
Position 908: 0.0001138537963915229
Position 4616: 0.00010885386495460953
Position 664: 0.00010619226788535961
Position 5611: 9.88046934202226e-05
Position 695: 9.747784998143302e-05
Position 6370: 9.711075803812111e-05
Position 3678: 9.628636615630518e-05
Position 615: 9.375013736959885e-05
Position 741: 8.876526195815288e-05
Position 5375: 8.713269901588292e-05
Position 2443: 8.565212734561285e-05
Position 265: 8.509390125013745e-05
Position 5627: 7.951453365280506e-05
Position 202: 7.861031208905689e-05
Position 2916: 7.613923393403024e-05
Position 780: 5.915927124375621e-05
Position 413: 4.178870780508907e-05
Position 359: 3.911777284007228e-05
Position 919: 3.0552193216262476e-05
Position 159: 2.5740901728323494e-05
