Gene = Diablo
index = 334
Annotated 5SS: [ 106  922 4136 6222 6440]
Annotated 3SS: [  794  4003  6110  6342 11468]
SMsplice 5SS: [ 106  922 4136 6222]
SMsplice 3SS: [ 794 4003 6110 6342]
top_k =  500
Partition function (log Z): -2.150126614455621

Sorted 5' Splice Sites (High to Low Probability):
Position 106: 0.9329862686080574
Position 922: 0.9204096259169268
Position 4136: 0.8445458198247534
Position 6222: 0.7647636748082064
Position 6440: 0.7621327653380107
Position 11612: 0.5367505456090619
Position 6198: 0.22146829601714477
Position 6884: 0.11117749959341283
Position 4761: 0.10909026974945103
Position 3195: 0.07765324914552622
Position 9853: 0.07756297372213794
Position 470: 0.06549231260578497
Position 7762: 0.06220206362131489
Position 7802: 0.027708191672206162
Position 6048: 0.024915704839889884
Position 12217: 0.019448227013381274
Position 11525: 0.01772714138552813
Position 3061: 0.01766760899707747
Position 6397: 0.015831241096011087
Position 2727: 0.01473892329966786
Position 169: 0.014062484158673814
Position 6705: 0.013674875379083762
Position 11374: 0.011215070505916372
Position 3328: 0.010921683652206712
Position 3381: 0.010533835237195366
Position 218: 0.009202298051951873
Position 2770: 0.007900848526621141
Position 3022: 0.007142423355747955
Position 1060: 0.006590490781582382
Position 11534: 0.004874551244075374
Position 795: 0.0048066374293057115
Position 1988: 0.0036937004507185496
Position 4784: 0.0035491532367447533
Position 1326: 0.0032731427692225296
Position 3161: 0.0029798394933608233
Position 29: 0.0026071088487706995
Position 6234: 0.00259826186270967
Position 6189: 0.0025418914308087625
Position 77: 0.002266240891467217
Position 44: 0.0022640930993223845
Position 1756: 0.0019464457769190345
Position 5646: 0.0018849502669674972
Position 955: 0.001695186201209321
Position 11718: 0.0016271582453113106
Position 1289: 0.0014454853198684735
Position 3418: 0.001393808672985493
Position 3017: 0.0013330332304195612
Position 4804: 0.0012878303747613667
Position 4061: 0.0012816752947498859
Position 4992: 0.0010971482290572543
Position 6443: 0.0010004587334452968
Position 117: 0.000966331291373333
Position 276: 0.0008698949864414375
Position 6502: 0.0005368271791143388
Position 200: 0.0004779440630980005
Position 190: 0.00047404195545425583
Position 655: 0.000418311946104576
Position 6216: 0.0002880636847680465
Position 248: 0.0002772936478611239
Position 527: 0.00026606493003442924
Position 595: 0.00024370491277780286
Position 4734: 0.0001747688651979738
Position 635: 0.00016631470494321993
Position 702: 0.00012233776990013147
Position 40: 0.000122324467816442
Position 478: 0.00011269037087858093
Position 317: 0.00010819404539602434
Position 663: 0.00010356750874208978
Position 2104: 9.367533674328842e-05
Position 72: 8.779564844779509e-05
Position 6226: 8.723358094888119e-05
Position 6476: 8.44276960560738e-05
Position 241: 8.072139687130096e-05
Position 516: 7.73245868272443e-05
Position 100: 7.421539494407708e-05
Position 1476: 6.413535657813004e-05
Position 1615: 6.306437963016908e-05
Position 2488: 4.985041525775974e-05
Position 187: 4.952445681809592e-05
Position 279: 4.833716943772857e-05
Position 1261: 4.6743663579672496e-05
Position 4126: 4.51106577491801e-05
Position 2291: 4.2000314986614514e-05
Position 2013: 4.003854485485792e-05
Position 2100: 3.989261585980149e-05
Position 1118: 3.854441411053784e-05
Position 2451: 3.678460782809047e-05
Position 6530: 3.1825114095617334e-05
Position 393: 2.934069439751955e-05
Position 509: 2.5737310272255467e-05
Position 660: 2.523635581706396e-05
Position 3314: 2.3488315693815893e-05
Position 6238: 1.9320195990834993e-05
Position 33: 1.9096701222988415e-05
Position 4140: 1.7351804490874627e-05
Position 173: 1.622779265824489e-05
Position 719: 1.5785020074082044e-05
Position 89: 1.560208768787446e-05
Position 387: 1.5147015860610962e-05
Position 3120: 1.024588568898884e-05
Position 6122: 8.624065237958528e-06
Position 4026: 8.332984129410655e-06
Position 6372: 6.705089078295478e-06
Position 6570: 5.7630513014405065e-06
Position 1684: 3.8479516315696955e-06
Position 5088: 3.589922790774231e-06
Position 902: 9.438733623410838e-07
Position 6479: 8.772036212627899e-07
Position 6554: 8.140621736461953e-07
Position 907: 7.09672367278982e-07
Position 900: 5.788472751157456e-07
Position 6464: 4.575982087607158e-07
Position 159: 2.984779575409633e-07
Position 937: 2.2920295367893895e-07
Position 6579: 1.0872038943077115e-08
Position 15: 3.609394603942791e-09
Position 353: 1.9013661883859463e-09
Position 371: 1.211155085339309e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 6110: 0.9654095761135096
Position 6342: 0.8822039964570151
Position 794: 0.870099203212278
Position 4003: 0.7718111014845713
Position 11468: 0.6380537250617605
Position 12164: 0.20371765416695756
Position 12318: 0.1850355765372985
Position 6634: 0.15062840567240662
Position 11900: 0.12535232326771542
Position 4690: 0.11351050813392413
Position 2951: 0.10115367263098833
Position 9762: 0.06962780507176256
Position 12042: 0.0660637563408035
Position 7723: 0.06252812660296174
Position 12111: 0.05837041223698055
Position 11208: 0.04374681792391175
Position 3984: 0.04029456718985318
Position 5958: 0.03099082640820719
Position 847: 0.030598389617353183
Position 4067: 0.0271370311061355
Position 324: 0.023950668165377765
