Gene = Tipin
index = 1083
Annotated 5SS: [   50  6641  8180  8847 12530 12784 19646]
Annotated 3SS: [ 6510  8106  8770 12406 12719 19438 22703]
SMsplice 5SS: [  384  8847 12530 19646]
SMsplice 3SS: [ 8770 12406 19438 22703]
top_k =  500
Partition function (log Z): -11.342194297507767

Sorted 5' Splice Sites (High to Low Probability):
Position 8847: 0.9763048723130886
Position 12530: 0.8110991239612122
Position 19646: 0.6295221901502529
Position 1122: 0.5095830816636762
Position 384: 0.43837506834133255
Position 8180: 0.41340943422288007
Position 50: 0.36618773703670454
Position 16901: 0.3326551181493864
Position 9615: 0.30935632775853755
Position 12784: 0.26023452259079644
Position 6641: 0.15603530448084757
Position 45: 0.135384167468294
Position 22241: 0.08463683934837878
Position 16527: 0.04889007105832732
Position 14879: 0.030566853181964185
Position 12931: 0.02972253023902261
Position 285: 0.029346698496189098
Position 19622: 0.026873773368125208
Position 15388: 0.022183019555724007
Position 19133: 0.02029640757778082
Position 4051: 0.017681271486621148
Position 8250: 0.016219419910283694
Position 16463: 0.015297161112026506
Position 6665: 0.015081432499694184
Position 6791: 0.01372575872872156
Position 2912: 0.011288823492526507
Position 2886: 0.010024511171193021
Position 780: 0.007006397417309207
Position 312: 0.005756454596976703
Position 399: 0.005140532299338299
Position 15256: 0.005093683330188083
Position 490: 0.0034251119360860925
Position 181: 0.00304854083041658
Position 65: 0.0028095142450708607
Position 323: 0.0018927703924181659
Position 742: 0.0010952455558676313
Position 388: 0.00094244435669333
Position 332: 0.0006775870381313744
Position 2632: 0.0003347029286957621
Position 609: 0.0002621392275753317
Position 2644: 0.00017607051991038895
Position 2055: 0.00016240433656305377
Position 128: 0.00013945994949930707
Position 1668: 0.00011261958020324396
Position 620: 8.689849563041368e-05
Position 329: 7.124706341267319e-05
Position 84: 6.117112932648996e-05
Position 868: 4.4951180525982e-05
Position 59: 4.1999301590617255e-05
Position 507: 2.983462158066529e-05
Position 540: 2.9385502712055022e-05
Position 425: 2.297925488805657e-05
Position 598: 2.258047965196119e-05
Position 578: 2.1890670036655352e-05
Position 732: 4.03024830516737e-06
Position 792: 3.1229616522988957e-06
Position 12: 9.444253373673477e-08
Position 39: 6.101081810151182e-08
Position 95: 2.118816882757735e-08
Position 14: 5.1680668396699544e-09
Position 362: 6.426646857900122e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 8770: 0.8922183294290562
Position 19438: 0.8622740388098258
Position 12406: 0.8112258778204015
Position 22703: 0.5995946028501776
Position 1023: 0.37581350848930734
Position 8106: 0.36678104701562275
Position 16803: 0.33417592244564204
Position 12719: 0.2642451942360961
Position 9482: 0.23434047029790936
Position 22122: 0.1395631409060858
Position 1081: 0.10485466116633303
Position 8701: 0.08387561564380946
Position 6550: 0.08329892592116102
Position 6504: 0.07994185961654474
Position 16392: 0.06449719069282697
Position 22443: 0.058964402825563
Position 9458: 0.04844979565794072
Position 18916: 0.04237857222450172
Position 8068: 0.03205521606924056
Position 14712: 0.0308047040728701
Position 7982: 0.03079916683989302
Position 15107: 0.02987854954186612
Position 961: 0.021218385083993423
Position 2734: 0.020708497070190988
Position 6510: 0.016762391936782604
Position 18854: 0.01479093384019368
Position 12641: 0.011359300890954464
Position 9216: 0.010242584954856401
Position 9402: 0.009616632960943075
Position 20917: 0.009578010456174459
Position 12664: 0.007806345248327291
Position 3930: 0.007313469366727784
Position 9367: 0.006817280536293151
Position 20229: 0.006552544642473269
Position 19741: 0.0056157277460915644
Position 3938: 0.005305146001628044
Position 12610: 0.005251153177961768
Position 12645: 0.0050237105124859745
Position 19780: 0.004730533437729764
Position 22240: 0.0037041289824211736
Position 18291: 0.003652935725836122
Position 6384: 0.0033422320168037863
Position 3901: 0.0029211654789498055
Position 4010: 0.0021429438882591277
Position 375: 0.0019804835202155845
Position 931: 0.0016496600549694576
Position 6448: 0.0014987821599668938
Position 659: 0.0014185737006739824
Position 852: 0.000861600432964294
Position 347: 0.0008226921837075503
Position 2797: 0.0006055199537527444
Position 809: 0.00058705621266846
Position 138: 0.00041063680451479113
Position 14947: 0.0003780938215509838
Position 779: 0.00036594586026908005
Position 963: 0.0003376877605259382
Position 8541: 0.0002931512125376334
Position 238: 0.0002752571122079311
Position 2519: 0.0002293074923459496
Position 629: 0.00016933090715315954
