Gene = BC107364
index = 165
Annotated 5SS: [  131 10264 11598 17570]
Annotated 3SS: [10138 11443 17475 17863]
SMsplice 5SS: [  120 10264 11598 13586]
SMsplice 3SS: [10138 11443 13483 13699]
top_k =  500
Partition function (log Z): -5.407861096833903

Sorted 5' Splice Sites (High to Low Probability):
Position 11598: 0.9287147798026546
Position 120: 0.9273276039033805
Position 13586: 0.8204473092176913
Position 15249: 0.6193453820017344
Position 13375: 0.33934766749146344
Position 16851: 0.30738914761265906
Position 12232: 0.281646668695898
Position 2514: 0.22265433820125988
Position 3228: 0.221452162335304
Position 1853: 0.1920349578757303
Position 4367: 0.16629186715223626
Position 15823: 0.16136037425851207
Position 3425: 0.139957212436385
Position 2714: 0.113489477672031
Position 16835: 0.09641823305892627
Position 1230: 0.09000523233493622
Position 4692: 0.07696215181816493
Position 1559: 0.07188899480135262
Position 11577: 0.07127123437109056
Position 2594: 0.06843120656817975
Position 2287: 0.04930564030719753
Position 13208: 0.04910158920235957
Position 16014: 0.04653436887750125
Position 131: 0.03850719019177729
Position 644: 0.03289096808751565
Position 10737: 0.03153492757322489
Position 14068: 0.021108977276383858
Position 15987: 0.018182498858915805
Position 14402: 0.01772937943147881
Position 4244: 0.0176253050496393
Position 4081: 0.01626063178012638
Position 135: 0.014536770918129445
Position 1799: 0.012874209124255742
Position 16064: 0.010885186748547214
Position 18416: 0.009739378686864985
Position 16027: 0.009593225397212687
Position 969: 0.009075962071756174
Position 1013: 0.009064702484360955
Position 1570: 0.008265973634212258
Position 886: 0.0062222900381399575
Position 1669: 0.006134351948315932
Position 3248: 0.005082016840594405
Position 789: 0.004611062770468197
Position 12038: 0.003947738199326917
Position 125: 0.0035160996891233525
Position 2366: 0.0030068905128345673
Position 15973: 0.0029121953687910743
Position 2318: 0.0026781960160684602
Position 412: 0.002269032547796249
Position 1234: 0.002032711640008757
Position 3496: 0.001903990631701545
Position 1547: 0.0017739536830093544
Position 2410: 0.001533978333601547
Position 15283: 0.001250545816819782
Position 15632: 0.0008458526187391692
Position 2256: 0.0007817246500426551
Position 1774: 0.0007352627973548733
Position 1837: 0.0006349486481998986
Position 13606: 0.0005597871157133869
Position 13876: 0.0005317836237174357
Position 139: 0.00041185713027881775
Position 1096: 0.0004000866926353668
Position 980: 0.0003289693800385784
Position 971: 0.00025344324030753576
Position 1857: 0.00022028804655322128
Position 2332: 0.00022003612937724514
Position 997: 0.00017947815560947762
Position 1392: 0.00013989659742436684
Position 1252: 0.0001308502844340408
Position 221: 0.00012784378953810104
Position 101: 0.00011063830199525603
Position 2185: 0.00010259315671962827
Position 2443: 8.807833604827438e-05
Position 1347: 7.511580682883233e-05
Position 1080: 7.126517148224494e-05
Position 1454: 5.5631571439762774e-05
Position 357: 4.37468220423359e-05
Position 1638: 3.273804008070422e-05
Position 1302: 2.8330053408614403e-05
Position 1418: 2.5449346713790683e-05
Position 314: 2.4982376762574754e-05
Position 281: 1.1455114574724101e-05
Position 368: 1.1322539535569136e-05
Position 68: 6.774087872874835e-06
Position 381: 6.7405707106867e-06
Position 50: 6.00519347352871e-06
Position 1124: 5.720210867235707e-06
Position 1049: 5.6056472001881915e-06
Position 13549: 5.162889300728659e-06
Position 714: 3.9216016525362425e-06
Position 624: 2.7268923240157525e-06
Position 2030: 2.6437791524947356e-06
Position 319: 2.5295559386815794e-06
Position 579: 2.4480975691858893e-06
Position 572: 1.933158985593921e-06
Position 606: 1.8175936283635046e-06
Position 1512: 1.7521705860088182e-06
Position 57: 1.6761123521893975e-06
Position 460: 1.5087681975281695e-06
Position 291: 1.4940164300073913e-06
Position 426: 1.3711857035009963e-06
Position 737: 1.1563787581295893e-06
Position 671: 9.140978993391317e-07
Position 429: 7.324286225545264e-07
Position 817: 7.312216679830095e-07
Position 218: 6.127973697330953e-07
Position 682: 5.764348271736563e-07
Position 312: 5.736341903679166e-07
Position 691: 5.602613118158012e-07
Position 269: 5.002656411245794e-07
Position 727: 4.4463162969436554e-07
Position 432: 4.2185252181363557e-07
Position 435: 2.9298516660518875e-07
Position 438: 2.75575164993983e-07
Position 441: 1.9567118942807216e-07
Position 143: 1.7381610332818324e-07
Position 146: 1.7238625298507166e-07
Position 586: 9.071895528829487e-08
Position 776: 7.880218874440556e-08
Position 39: 7.502736213969634e-08
Position 664: 1.2715141226203516e-08
Position 680: 1.2559846720379636e-08
Position 36: 2.217771667127309e-10
Position 391: 1.2591746156406903e-11
Position 389: 2.7842636964226093e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 11443: 0.999986014173745
Position 13483: 0.7218322497500971
Position 15168: 0.6314426578202019
Position 16739: 0.4651839951168411
Position 13297: 0.31000992363340957
Position 12146: 0.28085617078809433
Position 2478: 0.24780441511831977
Position 3136: 0.2378337308159443
Position 18279: 0.1990513060361538
Position 2255: 0.19702519240564456
Position 15902: 0.19343758347345832
Position 4138: 0.18123940847233405
Position 17863: 0.13227434336076765
Position 1485: 0.13170870474852836
Position 15714: 0.12860078781058404
Position 1690: 0.12563464242504016
Position 3309: 0.12467015012337675
Position 17511: 0.1164727157643644
Position 18247: 0.11527781774860406
Position 15329: 0.07065270443646741
Position 4626: 0.06851610491388035
Position 13187: 0.06631388550726515
Position 13699: 0.05622145574158803
Position 849: 0.04809722770560337
Position 13507: 0.04355711522493211
Position 18122: 0.03884222407866669
Position 915: 0.036901111881110955
Position 13975: 0.03302398004596578
Position 15952: 0.032047030431253995
Position 10567: 0.03153492757322489
Position 15557: 0.02580576526203671
Position 519: 0.024063768315672477
Position 13078: 0.024049870553237727
Position 13050: 0.021991972862197937
Position 17475: 0.02101882908831003
Position 1771: 0.019890814891910545
Position 3915: 0.018941095593782376
Position 13222: 0.014274927737867189
Position 14293: 0.010027753381066262
Position 18508: 0.009739378686864994
Position 4570: 0.008446046904284587
Position 16940: 0.008141444979772098
Position 17813: 0.008139282031928347
Position 13346: 0.00702019525148558
Position 17150: 0.006527619157443128
Position 2433: 0.006503891632389588
Position 16743: 0.006391583369324642
Position 877: 0.00625461451953532
Position 1741: 0.005508985620222484
Position 919: 0.005200789355167769
Position 14349: 0.005191776139576662
Position 2174: 0.005012604427343338
Position 2318: 0.004988460808809791
Position 554: 0.004768587328549282
Position 11969: 0.004505145615423976
Position 14261: 0.004368996129739304
Position 1132: 0.003706982823317717
