Gene = Ticrr
index = 1081
Annotated 5SS: [  807  5744  7703  9487 10800 15213 17250 18971 20813 21708 21874 22281
 22857 24066 25743 28121 29771 30808 31784 35627 35865]
Annotated 3SS: [ 5466  7463  9251 10669 15075 17030 18818 20711 21613 21793 22052 22759
 24007 25580 28029 29711 30675 31625 33504 35738 36457]
SMsplice 5SS: [  807  5744 10800 15213 17250 18971 20813 21708 21874 22281 22857 24066
 25743 28121 30808 31020 35865]
SMsplice 3SS: [ 5466 10669 15075 17030 18818 20711 21613 21793 22052 22759 24007 25580
 28029 30675 30894 35738 36457]
top_k =  500
Partition function (log Z): 10.505495997657327

Sorted 5' Splice Sites (High to Low Probability):
Position 30808: 0.9976105548589742
Position 21708: 0.9918589521819554
Position 22281: 0.9574095905027125
Position 5744: 0.9218781691463417
Position 21874: 0.9156694108617092
Position 28121: 0.884980457687748
Position 15213: 0.8353129584230694
Position 22857: 0.8340637181256071
Position 31020: 0.6984479484083074
Position 18971: 0.6959500117807876
Position 10800: 0.6857877207366686
Position 807: 0.6732731984961996
Position 25743: 0.6703041784140154
Position 17250: 0.6633436825147107
Position 24066: 0.6526586430947318
Position 35865: 0.5426354311605576
Position 31784: 0.5337373226236585
Position 20813: 0.4942119701536736
Position 12328: 0.4011627063042507
Position 9487: 0.373771138286625
Position 20852: 0.33106220367924494
Position 24129: 0.2539411525430699
Position 7703: 0.24422181379086164
Position 812: 0.2217102046372844
Position 29771: 0.1756680167880332
Position 7670: 0.17527797556431104
Position 15267: 0.13726376136515744
Position 32094: 0.13067668417683262
Position 28669: 0.126633988643127
Position 7583: 0.12012508005369703
Position 2490: 0.11754043906872999
Position 5531: 0.104728538148215
Position 30333: 0.07581967089110364
Position 25760: 0.07235053128770781
Position 25303: 0.07157652284938783
Position 714: 0.07114167584674665
Position 4292: 0.06735940866161763
Position 13543: 0.0605159488454734
Position 3200: 0.054977901636770354
Position 28614: 0.04620327603665935
Position 12924: 0.04531626207706231
Position 15459: 0.04238525539826319
Position 2305: 0.04217137629930402
Position 12418: 0.039530717832546594
Position 28713: 0.03686905795044441
Position 23944: 0.031238757800120854
Position 22288: 0.03106521653237723
Position 19231: 0.028795819382052747
Position 7745: 0.023795167402782046
Position 17142: 0.022826314350499383
Position 25405: 0.02068296862361734
Position 19019: 0.016865891253275787
Position 4533: 0.016390103071772067
Position 19015: 0.016280383571712423
Position 36250: 0.01595801353005844
Position 28945: 0.015772069733402148
Position 5361: 0.014285489126194853
Position 28680: 0.014058923424752741
Position 20859: 0.013933888137035966
Position 671: 0.013401908324688955
Position 4879: 0.012945753820594359
Position 36612: 0.011329285860260455
Position 2320: 0.011164174657934445
Position 4250: 0.011134287731243402
Position 31087: 0.008616734984091367
Position 535: 0.007937009034190834
Position 17907: 0.006463498876302932
Position 16016: 0.006063424566450254
Position 2213: 0.005773743143371508
Position 13511: 0.005747393571949447
Position 833: 0.0053585563583093375
Position 4233: 0.004844914365240833
Position 329: 0.004835411237551038
Position 4308: 0.0043825798591575005
Position 726: 0.004365027692010731
Position 12404: 0.00430538681187796
Position 15430: 0.0031402837985446508
Position 5298: 0.0031323384891460892
Position 17114: 0.0030412072802804713
Position 327: 0.0029820433316524795
Position 22916: 0.0027870185242755393
Position 31028: 0.002618074661265623
Position 2088: 0.002574948607509317
Position 961: 0.0024894525212331184
Position 1867: 0.00241726780486579
Position 162: 0.0023288223389910604
Position 6581: 0.0022276578549070276
Position 2182: 0.002060941661510264
Position 21887: 0.0019043401005048395
Position 21687: 0.0018308748534201838
Position 7070: 0.0015769717846825318
Position 21815: 0.0014990940549736936
Position 2476: 0.0014980489309809868
Position 25400: 0.001455188098197749
Position 2038: 0.001451080681334138
Position 23326: 0.0013995470618755688
Position 3630: 0.0012378799402012828
Position 21986: 0.0010957219673072666
Position 24360: 0.0010759311081047817
Position 2399: 0.0010543265428362351
Position 30920: 0.0010205691101688261
Position 4751: 0.000969952713678964
Position 22893: 0.0009650826062385189
Position 457: 0.0009445983843576624
Position 1773: 0.0009189838502858561
Position 509: 0.000855914290932869
Position 23335: 0.0008490352070264163
Position 4771: 0.0008339932448529183
Position 4512: 0.0007901622446268393
Position 31024: 0.0006177220494723023
Position 21627: 0.0005793467800753548
Position 21898: 0.0005724908976392005
Position 21794: 0.0005582435385386496
Position 24980: 0.0005322679444054447
Position 15476: 0.0004605738300521157
Position 287: 0.0004449361603967671
Position 15858: 0.00043297858236040706
Position 84: 0.0003874496392294346
Position 270: 0.00035196219691868404
Position 22475: 0.00029461188290496514
Position 23817: 0.00024699284432029073
Position 70: 0.00021833810547333593
Position 21919: 0.00019566011528955563
Position 21878: 0.00019498279753507326
Position 21838: 0.00018440363805005008
