Gene = Iqcd
index = 587
Annotated 5SS: [   72 11816 13537 16178]
Annotated 3SS: [11004 13302 16105 17611]
SMsplice 5SS: [   72 13438 16178]
SMsplice 3SS: [13302 16105 16813]
top_k =  500
Partition function (log Z): -16.062528841314283

Sorted 5' Splice Sites (High to Low Probability):
Position 72: 0.9053768544289624
Position 13438: 0.26197904765650365
Position 9481: 0.13174556400542092
Position 9106: 0.08282104596654635
Position 252: 0.07433561701321974
Position 2206: 0.07361566261670283
Position 5505: 0.07062477238020738
Position 13537: 0.04756160548191441
Position 3364: 0.036304379242126116
Position 421: 0.028346145943439743
Position 4080: 0.026816812196307736
Position 7623: 0.026343145457272118
Position 5761: 0.026308102764803876
Position 7154: 0.024206586270411206
Position 4965: 0.022212301387026668
Position 3696: 0.02012617421873263
Position 3939: 0.01864010554570259
Position 3643: 0.018262048664722273
Position 3406: 0.012391295017789631
Position 3756: 0.01215127210287712
Position 4547: 0.011745830701461884
Position 9335: 0.010580287772712709
Position 3710: 0.009696292010402787
Position 5349: 0.008076291556333801
Position 5033: 0.0078695615664875
Position 367: 0.005804470122388839
Position 434: 0.0053218631936179485
Position 1952: 0.003807627747464666
Position 4582: 0.0037534419853351773
Position 911: 0.003580720552606285
Position 189: 0.0026942533608825345
Position 6903: 0.0018288936556184608
Position 6223: 0.0017142612347816066
Position 1307: 0.0015668346194237924
Position 383: 0.0013674316999638272
Position 1634: 0.0013201047628376645
Position 7142: 0.0010378512634877757
Position 759: 0.0010169897026264126
Position 379: 0.0008704077842118886
Position 3963: 0.0007402867304661935
Position 118: 0.0005939323811996273
Position 898: 0.0002507899728732107
Position 3731: 0.00023983815395690119
Position 787: 0.00018269751541237207
Position 453: 0.00018022924286238614
Position 1448: 0.0001700498493049329
Position 4314: 0.00016901547815651024
Position 698: 0.00016868192796714703
Position 1891: 0.00013895165872284006
Position 2365: 0.00013265419319063263
Position 1196: 0.00011169420406263402
Position 769: 0.00010374678786303822
Position 3623: 8.268278123844384e-05
Position 2708: 8.131635164160439e-05
Position 2163: 8.024427594866275e-05
Position 1885: 7.707708910079187e-05
Position 625: 4.5482734005597516e-05
Position 1784: 4.528589936445279e-05
Position 134: 4.007408961256604e-05
Position 845: 3.930377903454761e-05
Position 894: 3.775008891227236e-05
Position 1957: 3.1991639829164456e-05
Position 285: 2.9896636550178195e-05
Position 154: 4.443661938257517e-06
Position 40: 4.26600015934025e-06
Position 76: 3.854831039645248e-06
Position 107: 2.412630508427306e-06
Position 29: 2.1503901908688127e-06
Position 129: 1.719354812518871e-06
Position 109: 1.3904209973880528e-06
Position 500: 6.292863847893168e-07
Position 924: 5.587660343143741e-07
Position 219: 1.4576195098467674e-07
Position 177: 6.962167457569312e-08
Position 1629: 3.273205249355015e-08
Position 352: 7.560368787431483e-09
Position 402: 5.381674704697276e-09
Position 268: 4.089849486755601e-09
Position 438: 8.819981914912563e-10
Position 615: 7.546060059751588e-10
Position 393: 6.80309255684451e-10
Position 304: 8.37843571178182e-11
Position 336: 6.553326514446727e-11
Position 341: 6.419501464525946e-11
Position 280: 4.790936080366887e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 9191: 0.40894204630870323
Position 13302: 0.38168937170263206
Position 14193: 0.2844576140507111
Position 5187: 0.103499601066616
Position 3538: 0.08611808092376115
Position 8948: 0.0858198700009546
Position 2097: 0.07144031024912743
Position 14869: 0.067020920820022
Position 4709: 0.04610901661804416
Position 7224: 0.0428268574153801
Position 3851: 0.042271687523734704
Position 9511: 0.036426342628879164
Position 11004: 0.03599518403864472
Position 3137: 0.032983005142755595
Position 151: 0.027155975765175387
Position 7026: 0.0264730211863106
Position 4379: 0.025271846249351065
Position 10732: 0.020363612199130552
Position 3298: 0.017929319042294285
Position 7263: 0.016531953565034962
Position 3810: 0.01612029577242138
Position 5582: 0.013515295626401845
Position 5630: 0.013440698438182103
Position 7474: 0.01330624183632135
Position 10761: 0.007584667233985046
Position 230: 0.006438082835215206
Position 10408: 0.005516554376036515
Position 2044: 0.005391693804986606
Position 5607: 0.005284240960355243
Position 9391: 0.005226356991759562
Position 1783: 0.004948802402361572
Position 5252: 0.004461245683918249
Position 4847: 0.00434099601897557
Position 2102: 0.004229987131294377
Position 3687: 0.004004986369055779
Position 5212: 0.003679090026536848
Position 7315: 0.0035959159199353123
