Gene = Nrgn
index = 766
Annotated 5SS: [ 368 6957 7205]
Annotated 3SS: [6729 7186 7572]
SMsplice 5SS: [ 368 6817]
SMsplice 3SS: [6729 7572]
top_k =  500
Partition function (log Z): -4.7755499920103

Sorted 5' Splice Sites (High to Low Probability):
Position 368: 0.9922421709216457
Position 6957: 0.7279139626841401
Position 5725: 0.14039279907611488
Position 7479: 0.10126783388092386
Position 1426: 0.09840004982587719
Position 3523: 0.07393580426531998
Position 3062: 0.05278154743805059
Position 5318: 0.047999968177453
Position 936: 0.04635066542380813
Position 5515: 0.045083666458445686
Position 6233: 0.04377751478245676
Position 7205: 0.036575632197333736
Position 4299: 0.027780319470358524
Position 5622: 0.026775624823618317
Position 2679: 0.02331297314254052
Position 2932: 0.022679080175697683
Position 6341: 0.020521877360958042
Position 1309: 0.017401689647302262
Position 3734: 0.015259147320549896
Position 1430: 0.013163906766298984
Position 7066: 0.009557499928369342
Position 429: 0.007668230240234772
Position 7742: 0.006707582079037515
Position 1051: 0.004888267241088555
Position 6821: 0.00487763275129003
Position 3012: 0.004811198579658413
Position 7036: 0.004394403996045528
Position 49: 0.0037280620118151694
Position 4620: 0.00349128745291323
Position 170: 0.0032164763077328837
Position 929: 0.0029925800501745376
Position 10: 0.002931347051651193
Position 7330: 0.00289759845656566
Position 4326: 0.0028774914551250182
Position 2576: 0.0028571388164896207
Position 7634: 0.0027190026501326915
Position 1218: 0.002601482051128914
Position 37: 0.0024217780360046375
Position 4927: 0.0023215565779482056
Position 249: 0.0023047716890628304
Position 5555: 0.0022819419170472363
Position 2158: 0.0018851933761536398
Position 1908: 0.0015945655363173328
Position 33: 0.0014764615306736158
Position 5162: 0.001375197193990746
Position 2907: 0.0013169570850128376
Position 4340: 0.0012061944145312245
Position 7734: 0.0011256371093130604
Position 2347: 0.0010693681099354522
Position 872: 0.001002210340776926
Position 3538: 0.0008669398419607172
Position 2899: 0.0008501714621291281
Position 946: 0.0008002877305185088
Position 4006: 0.0007730173650350532
Position 1343: 0.000754257715955707
Position 41: 0.0007323759387378621
Position 1072: 0.0006917127638588448
Position 3265: 0.0006510613706490315
Position 4923: 0.0005989293774858049
Position 1014: 0.0005056253585457185
Position 134: 0.0003090797919672069
Position 850: 0.00027903675320892544
Position 227: 0.00027032940355729124
Position 14: 0.00020800574669817515
Position 1038: 0.0001386199152827225
Position 185: 0.00011665547363454474
Position 2793: 9.29782282935566e-05
Position 97: 7.480687834481966e-05
Position 695: 6.371954881218744e-05
Position 136: 4.288944741674287e-05
Position 81: 4.00494178408104e-05
Position 1572: 3.9407381782492573e-05
Position 716: 2.014931902310682e-05
Position 847: 2.0032667686594643e-05
Position 658: 1.3727874782426353e-05
Position 109: 1.3598642493526585e-05
Position 841: 9.604560600168514e-06
Position 94: 7.193840895687569e-06
Position 813: 7.086412704592254e-06
Position 898: 6.030796248312887e-06
Position 688: 5.749814958182905e-06
Position 35: 5.705953065161736e-06
Position 2198: 5.125572024253425e-06
Position 940: 5.078625786323749e-06
Position 821: 3.660417311314387e-06
Position 959: 2.768203284867035e-06
Position 450: 1.840087188709652e-06
Position 12: 1.5603878297629121e-06
Position 446: 1.4946845422297936e-06
Position 601: 1.3280166576969072e-06
Position 257: 7.938009056223419e-07
Position 604: 6.558298551927898e-07
Position 433: 6.390777693685732e-07
Position 976: 3.4838754313467617e-07
Position 485: 1.8969027673209017e-07
Position 372: 1.0192777865656958e-07
Position 291: 7.62315800332898e-08
Position 393: 7.021083427092841e-08
Position 703: 3.8889186686295215e-08
Position 697: 2.8235409695767966e-08
Position 472: 4.377451848155793e-10
Position 391: 6.499706321607982e-12
Position 498: 3.103976991335832e-12

Sorted 3' Splice Sites (High to Low Probability):
Position 6729: 0.9418002661280954
Position 7572: 0.3228857236744385
Position 7888: 0.24060682409404446
Position 5503: 0.15667889817385638
Position 1142: 0.0886428988373193
Position 7322: 0.08024219222290542
Position 6121: 0.06767582250121953
Position 2872: 0.06071372193446376
Position 7867: 0.05946312503357272
Position 7284: 0.05127469111609769
Position 5419: 0.05111211516219012
Position 5220: 0.04838518955975112
Position 3365: 0.04620877483077932
Position 3498: 0.033879221540208886
Position 792: 0.0335525778209505
Position 7306: 0.03315832998574347
Position 7339: 0.025987649814846595
Position 1329: 0.02560388461678997
Position 7609: 0.024822829540349964
Position 928: 0.023015852590379162
Position 7578: 0.022926337503817867
Position 4236: 0.02138630588831482
Position 2421: 0.019485311755843084
Position 2822: 0.014756246236317376
Position 7137: 0.014219463884236566
Position 3264: 0.011763644762122896
Position 4036: 0.01095394713984342
Position 130: 0.01061968330242688
Position 6412: 0.009588240778448642
Position 1208: 0.00799218546761113
Position 8240: 0.007059289174321969
Position 5552: 0.00625308633581026
Position 318: 0.006231067680070526
Position 2734: 0.005819300279990483
Position 3599: 0.005795311434630752
Position 7517: 0.005746618883499336
Position 1180: 0.0053379472389073175
Position 7700: 0.00510708977848983
Position 7659: 0.004111909191679385
Position 7874: 0.0039684098091050555
Position 7918: 0.0033320940141738893
Position 775: 0.002882551891765317
Position 7758: 0.002841145198596154
Position 4487: 0.0028194385926804803
Position 8057: 0.0027769206932156797
Position 2892: 0.0026044942442994433
Position 5667: 0.002421453311555709
Position 2771: 0.0024035901336029604
Position 7186: 0.0023808313238432325
Position 7358: 0.002219173059536276
Position 4863: 0.0021299901894971033
Position 2481: 0.001775882916240556
Position 6610: 0.0017378320760693176
Position 6227: 0.00171235653733238
Position 1760: 0.0016526178049554642
Position 6805: 0.0014369667324847066
Position 5046: 0.001375197193990746
Position 5512: 0.0011479772203710084
Position 2398: 0.0010875785055561792
Position 2202: 0.0010842311653798799
Position 2361: 0.0009721296307866373
Position 7716: 0.0009705695200939745
Position 4803: 0.0009378151149671677
Position 4562: 0.0009192532880763925
Position 3384: 0.0008626286386150855
Position 2569: 0.0008049543444259979
Position 2550: 0.0006734397151224443
Position 2605: 0.0006621388159425797
Position 2749: 0.0006516380534899246
Position 1989: 0.00064504245249506
Position 1308: 0.0006436563480541023
Position 621: 0.0006347203197680067
Position 860: 0.0005740959823877656
Position 2316: 0.0005674979493022997
Position 6732: 0.0005592875186880268
Position 2326: 0.0005574020819349338
Position 6751: 0.0005493719652373156
Position 2928: 0.0005382894516263544
Position 1235: 0.0005351840480886144
Position 267: 0.0004957395663133873
Position 2022: 0.0004814927904667469
Position 1085: 0.00045141394215706933
Position 821: 0.0004188980001983437
Position 3872: 0.0004051696137847172
Position 1292: 0.000399838447200429
Position 683: 0.00038789819172881974
Position 286: 0.0003513268993743037
Position 634: 0.0003268749410555026
Position 2042: 0.00030123491767375225
Position 1400: 0.0002974020920316901
Position 1952: 0.00028279145106302337
Position 1155: 0.0002760528343064204
Position 1489: 0.00024391182852481904
Position 2576: 0.00015877273553263253
Position 3061: 0.00015094935127536903
Position 2683: 0.0001279840853465226
Position 4618: 0.00012408645550169496
Position 1486: 0.00011590188140173313
Position 4088: 0.00010963479026787467
Position 1306: 0.00010726396358416138
Position 1337: 0.0001025888849698551
Position 1343: 0.00010249647420020322
Position 2642: 9.985420586886533e-05
Position 559: 9.028979923050022e-05
Position 1698: 8.37515816318089e-05
Position 155: 6.468586676209998e-05
Position 2436: 5.302181606298e-05
Position 3181: 5.084844013469204e-05
Position 3141: 4.301429078413495e-05
Position 1527: 4.1492506218614595e-05
Position 1713: 3.88231963800902e-05
Position 600: 3.687482043317855e-05
Position 514: 3.664650543624396e-05
