Gene = Hinfp
index = 539
Annotated 5SS: [  56 3262 6109 6459 6799 7338 7548 7773 7979]
Annotated 3SS: [3083 5878 6346 6645 7259 7426 7633 7853 9090]
SMsplice 5SS: [ 537 3084 6109 6459 7338 7548 7773 7979]
SMsplice 3SS: [2898 5904 6319 7259 7426 7633 7853 9090]
top_k =  500
Partition function (log Z): 14.15215282717072

Sorted 5' Splice Sites (High to Low Probability):
Position 7548: 0.9955082965063321
Position 7338: 0.9882390935512276
Position 7979: 0.9565215610638029
Position 6459: 0.8937933833861443
Position 6109: 0.8365384273791042
Position 3084: 0.767224111512699
Position 7773: 0.7275046720961985
Position 9491: 0.6404851822957816
Position 9136: 0.5571492984730327
Position 537: 0.5536341363644375
Position 9288: 0.3397021129182004
Position 6799: 0.3106337110103425
Position 3262: 0.3097120146516829
Position 7777: 0.24354865978252582
Position 4324: 0.23099256275270227
Position 56: 0.19977036312319724
Position 400: 0.17210330259165246
Position 890: 0.15375821541164753
Position 7100: 0.149335344011997
Position 6218: 0.06474130942535335
Position 145: 0.05292733926968803
Position 10218: 0.04596563168866464
Position 6850: 0.04396965154402412
Position 6714: 0.0414160083150595
Position 1410: 0.03406126946425609
Position 9751: 0.03403608917299845
Position 7130: 0.025117875743448054
Position 2669: 0.02318130962497079
Position 5077: 0.022212681727811743
Position 3338: 0.020308731903033547
Position 152: 0.019954934430369612
Position 3142: 0.01989200541748647
Position 9872: 0.01981933992730148
Position 10320: 0.01738187405769903
Position 6862: 0.016393645745751223
Position 19: 0.016082574096598447
Position 2102: 0.014812735171679444
Position 7018: 0.014248337665276384
Position 10279: 0.012535905046261332
Position 10830: 0.01212541118686472
Position 7697: 0.009915652899271784
Position 2739: 0.008512589187674124
Position 880: 0.007888009986948531
Position 7730: 0.007687103777881187
Position 396: 0.006877577483598899
Position 8697: 0.005333735996663584
Position 9091: 0.005332640757441473
Position 8714: 0.004743583856433471
Position 1437: 0.004593198667617261
Position 2732: 0.004512575489084966
Position 10554: 0.003960060071530764
Position 4626: 0.003571695124244523
Position 1374: 0.003526062632581501
Position 878: 0.00253532495081722
Position 3004: 0.0024450991383274585
Position 4339: 0.0020232570812798623
Position 7871: 0.0019716745011280827
Position 5668: 0.0019692115246239166
Position 1402: 0.0019538736891173817
Position 7818: 0.0018862175622937124
Position 6673: 0.0017200330483692348
Position 7952: 0.0011897980898566843
Position 3290: 0.0011270272564897351
Position 7381: 0.0011232753551084498
Position 7764: 0.0010549865109555946
Position 7508: 0.001026457812775455
