Gene = Prcc
index = 850
Annotated 5SS: [  734 13399 16026 18294 23478 25463]
Annotated 3SS: [13350 15458 18197 23333 25396 26261]
SMsplice 5SS: [  734 13399 18294 23478 25463]
SMsplice 3SS: [13350 18197 23333 25396 26261]
top_k =  500
Partition function (log Z): -5.827940043984432

Sorted 5' Splice Sites (High to Low Probability):
Position 1173: 0.9999999726773504
Position 13399: 0.9999999324053942
Position 18294: 0.9999996970957602
Position 23478: 0.9780423020151024
Position 25463: 0.9686991926069634
Position 734: 0.7162555648067835
Position 181: 0.08771960592186895
Position 220: 0.06607600953042504
Position 36: 0.043454678733841644
Position 557: 0.031399533475731045
Position 698: 0.018831969046408957
Position 905: 0.01613075063669666
Position 25000: 0.01533658422839898
Position 25550: 0.010506820903485817
Position 23398: 0.009626125832800436
Position 25960: 0.009137908753080877
Position 738: 0.005668430632102693
Position 786: 0.005571316578233601
Position 23669: 0.005413443323984058
Position 26175: 0.0053069355566968315
Position 23701: 0.0035438795927450225
Position 26168: 0.0030477910303745442
Position 25647: 0.001986691489968088
Position 300: 0.0017614139741038454
Position 347: 0.0014927365274777955
Position 866: 0.0013710004528488394
Position 970: 0.0010808327728688769
Position 25669: 0.0007895161823180311
Position 385: 0.000740059735906525
Position 25830: 0.0006880434685506408
Position 961: 0.0005634076418900993
Position 25972: 0.0004231179464918382
Position 213: 0.00040684702519597096
Position 26297: 0.0003794046677322426
Position 26431: 0.0003464553487656439
Position 899: 0.0003078013878568283
Position 26578: 0.0002534982142391667
Position 26023: 0.00024028125998986762
Position 8: 0.0002323903307657818
Position 38: 0.00021596303388022578
Position 45: 0.00016080079523926393
Position 5: 0.00014822291595439376
Position 161: 0.00012415582716379084
Position 17: 8.547348876390027e-05
Position 70: 6.96355983267421e-05
Position 53: 6.779672807079556e-05
Position 245: 6.360854938169296e-05
Position 26506: 6.3052516393116e-05
Position 26585: 5.25992646490271e-05
Position 26314: 1.853473198263584e-05
Position 26378: 1.631845727569974e-05
Position 26618: 5.522624661362891e-06
Position 2971: 3.875880331469595e-09
Position 2511: 1.5139034753487815e-09
Position 2291: 1.458852803619055e-09
Position 2491: 1.1095952728704189e-09
Position 7993: 8.436904938090746e-10
Position 4599: 8.016058071829655e-10
Position 1432: 5.69619972459631e-10
Position 4821: 2.8747541088562847e-10
Position 2199: 2.0730381479807372e-10
Position 1428: 4.944594869574994e-11
Position 2287: 1.4843478605363684e-11
Position 1062: 7.38655975983921e-12
Position 1091: 6.185577254816775e-12
Position 90: 1.8880217510963436e-12
Position 1351: 1.581857084400257e-12
Position 275: 1.3665400621409192e-12
Position 1240: 1.1888680957644623e-12
Position 2211: 7.772144591147182e-13
Position 42: 5.553867332960139e-13
Position 113: 4.3865433929617114e-13
Position 229: 3.509428994857352e-13
Position 40: 2.7617091358272115e-13
Position 129: 2.219424368432102e-13
Position 581: 1.0570701582204982e-13
Position 268: 7.550211468559045e-14
Position 68: 2.6460711867488697e-14
Position 648: 1.7729317078348816e-16
Position 1191: 1.3263177004575228e-16

Sorted 3' Splice Sites (High to Low Probability):
Position 13350: 0.9999999324053942
Position 18197: 0.9999999105413528
Position 23333: 0.9876788862355315
Position 26261: 0.9851079435956074
Position 25396: 0.9600516777291153
Position 1019: 0.7024639395998216
Position 1061: 0.13124931729133466
Position 1056: 0.07723209342062845
Position 947: 0.03356432998526577
Position 1122: 0.023566713454815518
Position 1033: 0.02326539203329065
Position 24823: 0.015346453065440212
Position 25359: 0.013969114148227178
