Gene = Nicn1
index = 748
Annotated 5SS: [ 234 3084 3616 4089 4565]
Annotated 3SS: [2906 3501 4016 4459 4638]
SMsplice 5SS: [ 234  565 3616 4089 4565]
SMsplice 3SS: [ 426 3440 3961 4459 4638]
top_k =  500
Partition function (log Z): -0.3356811301382834

Sorted 5' Splice Sites (High to Low Probability):
Position 234: 0.9926316543853626
Position 4089: 0.9892182906507911
Position 4565: 0.7793966006798104
Position 565: 0.6359529542556033
Position 2993: 0.24102105903783155
Position 3084: 0.19743013673849408
Position 2997: 0.16736647083625134
Position 570: 0.15349021821737033
Position 3620: 0.05600212824534856
Position 2781: 0.042093281573708764
Position 3204: 0.03483438507828173
Position 483: 0.02182925394190272
Position 844: 0.0164431740826949
Position 4695: 0.011045548108836407
Position 829: 0.00979911781166483
Position 3489: 0.009234779907971932
Position 3697: 0.00840219444759998
Position 64: 0.006454140517810361
Position 71: 0.003906971273069846
Position 1466: 0.0036572888258852403
Position 601: 0.003456388867537628
Position 538: 0.0034374413589521326
Position 2317: 0.003085681423090675
Position 178: 0.003080807599299746
Position 2330: 0.0028434318740393188
Position 833: 0.0019196440990666092
Position 5434: 0.0016823646235667982
Position 4765: 0.0015983025348533036
Position 2343: 0.0010806674846256985
Position 4639: 0.0009346297255506312
Position 3040: 0.0008017692602807573
Position 4493: 0.000697048051079675
Position 4569: 0.0006267940157259121
Position 1773: 0.0006046116893969475
Position 592: 0.0005966592127973427
Position 4108: 0.0005948500583777099
Position 1583: 0.0005136241712246324
Position 2574: 0.0005034282204449817
Position 1035: 0.0004520842148083415
Position 1028: 0.00036008571738116766
Position 2599: 0.000308728384761258
Position 50: 0.0001623971051300027
Position 5588: 0.00015297129069573556
Position 296: 0.00013601589951082926
Position 4575: 0.00010682225669136773
Position 285: 8.036939940691583e-05
Position 109: 7.410096362111228e-05
Position 87: 2.4131794502274656e-05
Position 153: 1.807066050108327e-05
Position 195: 1.7315087347318553e-05
Position 198: 1.5029297207210765e-05
Position 20: 1.3782436737079611e-05
Position 47: 1.2049784335712626e-05
Position 84: 1.1353966974498818e-05
Position 5: 8.504120449862114e-06
Position 141: 6.736049434991987e-06
Position 549: 5.382998786270423e-06
Position 129: 4.759622711693361e-06
Position 507: 4.686446869271259e-06
Position 189: 4.195883526596605e-06
Position 113: 4.050858873770668e-06
Position 327: 3.247879229763014e-06
Position 117: 2.459820711859669e-06
Position 8: 2.4124181834564156e-06
Position 325: 1.6804308057589242e-06
Position 477: 1.3704433797770208e-06
Position 104: 1.2009685810105475e-06
Position 608: 1.1415025970537396e-06
Position 204: 1.006652336098151e-06
Position 111: 5.940740351017778e-07
Position 4504: 5.700566713744252e-07
Position 404: 4.2134150448665266e-07
Position 11: 4.2006120927756244e-07
Position 519: 1.9350546245179966e-07
Position 370: 1.574165303095581e-07
