Gene = Krtdap
index = 613
Annotated 5SS: [ 118 1639 1850 2052 2711]
Annotated 3SS: [1599 1807 2006 2662 3014]
SMsplice 5SS: [118]
SMsplice 3SS: [2006]
top_k =  500
Partition function (log Z): -8.307953913348932

Sorted 5' Splice Sites (High to Low Probability):
Position 118: 0.5432917831745538
Position 360: 0.4488093845944402
Position 2052: 0.34909831086336124
Position 2476: 0.12856074591792865
Position 2711: 0.11982716198641667
Position 2136: 0.11872990207856737
Position 1639: 0.1045468975381934
Position 1681: 0.09593143452703007
Position 2081: 0.07927530233823679
Position 942: 0.03768105932852705
Position 592: 0.02810802564128282
Position 960: 0.017717083182011685
Position 1495: 0.012407905121502262
Position 2158: 0.008469031443086028
Position 1673: 0.0068085828008877716
Position 996: 0.005738807837639952
Position 1907: 0.00428266278991528
Position 2171: 0.0037668567929002414
Position 612: 0.00359358701941336
Position 1850: 0.0035422997862024075
Position 1477: 0.0034917630722665956
Position 2749: 0.002363186008034841
Position 2099: 0.0014543641451441659
Position 79: 0.0014094287706050259
Position 191: 0.0013744161090860482
Position 1902: 0.001138542720595162
Position 2972: 0.0010752461083906352
Position 364: 0.00104681861364373
Position 2734: 0.0009933632517814188
Position 130: 0.0008648560043676052
Position 275: 0.0007581991684030374
Position 1241: 0.0006486506516821577
Position 2086: 0.0005840315692233452
Position 1693: 0.0005494014917656465
Position 1685: 0.0005423233071428786
Position 2720: 0.0004329132972703582
Position 1253: 0.00037095189723376234
Position 1677: 0.00035250090314915513
Position 1675: 0.0003283513107110514
Position 333: 0.00031586985452407073
Position 43: 0.0003090791079160771
Position 1382: 0.0002931842755467416
Position 2165: 0.00019568480526053393
Position 1489: 0.00016708809635086145
Position 283: 0.00016643342064792403
Position 1125: 0.00015691560082186384
Position 2066: 0.00015491506470195122
Position 2295: 0.00015138093881137375
Position 240: 0.00013452037544572063
Position 1667: 0.0001331829622500811
Position 1151: 0.00010817752760534151
Position 1722: 6.480317814742498e-05
Position 167: 4.734972808456067e-05
Position 1665: 4.121656203489405e-05
Position 755: 2.7142924213427898e-05
Position 211: 1.802229197624805e-05
Position 46: 7.4745573341260665e-06
Position 291: 3.954789395101906e-06
Position 183: 3.361814472315477e-06
Position 667: 1.478859214536286e-06
Position 204: 1.0100022086427003e-06
Position 165: 9.424741218166894e-07
Position 1702: 9.372905198152981e-07
Position 1713: 9.167951029066487e-07
Position 1700: 9.1586484076061e-07
Position 707: 6.549634801838551e-07
Position 490: 6.341165102428521e-07
Position 413: 4.2330201600745796e-07
Position 770: 2.919496589384721e-07
Position 273: 8.306200705738929e-08
Position 512: 1.3079791298724088e-10
Position 493: 6.948477394603194e-11

Sorted 3' Splice Sites (High to Low Probability):
Position 2006: 0.7154221062122311
Position 3014: 0.4476147329271656
Position 1599: 0.20664814844194368
Position 1807: 0.1366904002588753
Position 2662: 0.13157022556254594
Position 2322: 0.06393970324486829
Position 2858: 0.04763342547568387
Position 2389: 0.04325726354517535
Position 828: 0.04028886753223527
Position 2514: 0.03915667449529182
Position 222: 0.029241184416672752
Position 1892: 0.028997880318109223
Position 2710: 0.02777569662230859
Position 2566: 0.024966942949219598
Position 3067: 0.020209446746208767
Position 3050: 0.017504863358219058
Position 2205: 0.015968081837099683
Position 509: 0.015623276521696938
Position 876: 0.011666630496515768
Position 1935: 0.008419219409020729
Position 2376: 0.007880632220562537
Position 1965: 0.007745272778417276
Position 1356: 0.007373688504058813
Position 1431: 0.005904717640984241
Position 2352: 0.004454114425443815
Position 1381: 0.0043250028860991495
Position 1571: 0.0029155580488894927
Position 1394: 0.0027709485548411492
Position 1452: 0.002574806816033606
Position 2350: 0.0020370367626793124
Position 3152: 0.0016010949469325792
Position 2396: 0.0013292097611250534
Position 921: 0.001173834717490762
Position 2015: 0.0011065811974287534
Position 835: 0.0010877595239742273
Position 450: 0.0010256611294465563
Position 1029: 0.0009995009056985873
Position 191: 0.0009743673791545134
Position 1142: 0.0009260915057980213
Position 716: 0.0009176614024193465
Position 3073: 0.0008950787662137522
Position 254: 0.0008561353010216559
Position 2299: 0.0008138643527943014
Position 797: 0.000799320091540453
Position 226: 0.0006358406369482232
Position 2426: 0.0005340424062964732
Position 1837: 0.0004927114406183435
Position 591: 0.0004373255529563602
Position 677: 0.00042633540693199105
Position 1603: 0.0004246285518917689
Position 1062: 0.0003060365990636949
Position 519: 0.00027571939552923947
Position 416: 0.00026806395260612655
Position 228: 0.00026773294771058147
Position 1636: 0.0002643210030617683
Position 459: 0.00024151600903315706
Position 1494: 0.00023175823751239423
Position 2412: 0.0002093698549555068
Position 2418: 0.00019866030300906117
Position 959: 0.00017422550719394992
Position 1477: 0.00015167485939059303
Position 1512: 0.00014809453734792926
Position 165: 0.00014286256177427158
Position 846: 0.00014077521665394987
Position 3181: 0.0001390015771801526
Position 2227: 0.0001355508130009983
Position 387: 0.00013450391890754647
Position 493: 0.00012317525999118174
Position 299: 0.00010576175564032687
Position 474: 0.00010146622682758066
Position 188: 9.632802313211373e-05
Position 558: 5.648947340252451e-05
Position 1303: 5.50250563558389e-05
Position 1218: 4.944873303556551e-05
Position 1221: 4.790951678678226e-05
Position 309: 4.685569381541712e-05
Position 259: 4.39594156419906e-05
Position 526: 4.1713995577019735e-05
Position 1335: 3.053465492047609e-05
Position 2453: 3.0500577967151202e-05
Position 1267: 2.7731879099868742e-05
Position 1261: 2.6150634623739067e-05
Position 1846: 2.4806966814762363e-05
Position 1367: 1.7128706296219762e-05
Position 1295: 1.5181812793040875e-05
Position 146: 1.2547510893889985e-05
Position 478: 1.0554699490959856e-05
Position 467: 8.832721085622664e-06
Position 250: 8.033482652756323e-06
Position 563: 4.536245955613703e-06
Position 1098: 3.951018189713933e-06
Position 773: 3.5596765174248627e-06
Position 923: 3.5384123540789676e-06
Position 885: 3.467526190074717e-06
Position 262: 3.3947729574486244e-06
Position 234: 2.6975823575236075e-06
Position 247: 2.5139729559024715e-06
Position 528: 5.732182075036882e-07
Position 347: 2.9090257801235517e-07
Position 433: 2.411810336572701e-07
Position 887: 2.2389518924672003e-07
Position 273: 2.0388541452897522e-07
Position 278: 1.7985381461086386e-07
Position 231: 1.6441223151209788e-07
Position 610: 1.559455297044076e-07
Position 286: 1.2865915100501828e-07
Position 354: 1.1909197880208422e-07
Position 413: 1.1735129164296719e-07
Position 266: 1.1626391606216573e-07
Position 323: 1.1605327618498809e-07
Position 745: 9.997942312727441e-08
Position 480: 4.690300271412637e-08
Position 482: 4.5176559057112067e-08
Position 302: 3.85133059642075e-08
Position 650: 3.254632173492198e-08
Position 684: 1.592688359277889e-08
Position 699: 8.762452028577121e-09
Position 271: 2.562133153094932e-09
Position 130: 1.4618788501736258e-09
Position 588: 4.7283393694653255e-11
Position 363: 4.0972924276380736e-11
Position 359: 2.4523489012968007e-13
