Gene = Edrf1
index = 360
Annotated 5SS: [  381  1573  3204  3877  6230  6607  9549  9924 10755 12883 13067 13593
 14651 16416 16865 19141 19626 21102 22752 24399 24688 25972 28441 30149]
Annotated 3SS: [ 1363  3136  3750  6104  6449  9446  9801 10642 12734 12957 13480 14389
 16343 16713 18951 19424 20882 22527 24239 24537 25817 28324 29996 33822]
SMsplice 5SS: [  381  3204  3877  6230  6607  9924 10755 12883 13067 13593 16416 16865
 21102 21550 22752 24399 24688 25972 28441 30149]
SMsplice 3SS: [ 3136  3750  6104  6493  9801 10642 12734 12957 13480 16343 16713 20882
 21415 22592 24239 24537 25817 28324 29996 33151]
top_k =  500
Partition function (log Z): 26.607130827230687

Sorted 5' Splice Sites (High to Low Probability):
Position 13067: 0.9944433036342997
Position 28441: 0.9775663275335437
Position 25972: 0.9672564756271174
Position 12883: 0.9560798596378081
Position 22752: 0.9233354741369293
Position 3204: 0.889853719015588
Position 6230: 0.8635429709749142
Position 381: 0.8419215155142414
Position 30149: 0.8371131935235585
Position 13593: 0.8293101675845317
Position 6607: 0.8209205798433568
Position 16416: 0.7988427174876902
Position 9924: 0.791978732058603
Position 24399: 0.7700229705083026
Position 10755: 0.7212364860940544
Position 3877: 0.7139861075883674
Position 19141: 0.625281584063645
Position 21550: 0.6101269245488365
Position 21102: 0.6087984998239506
Position 16865: 0.5802668707187801
Position 27545: 0.5561426341767074
Position 24688: 0.5513290491843671
Position 14651: 0.4707519904927426
Position 5796: 0.46457319247353046
Position 1573: 0.4401006165144697
Position 9549: 0.3828624103521058
Position 16877: 0.3748820533231716
Position 28925: 0.36689471855127376
Position 3056: 0.2771043730060203
Position 22378: 0.23422970392772768
Position 24122: 0.2216936784029162
Position 21366: 0.20745680261701138
Position 30408: 0.19972127997574143
Position 26938: 0.19959609127921277
Position 741: 0.1777544605232468
Position 23113: 0.16284326637266963
Position 27352: 0.1615895233289913
Position 18629: 0.1590798416575964
Position 15149: 0.1530066686487985
Position 19626: 0.1524694357572645
Position 21090: 0.14305775981322338
Position 3051: 0.12846729411884747
Position 29727: 0.11343700390168518
Position 3219: 0.10785886635024733
Position 4997: 0.10644478044425691
Position 31306: 0.09798961936710159
Position 5869: 0.08220847010714466
Position 10866: 0.07999109278306275
Position 6670: 0.07939148859135248
Position 1128: 0.06950123277290005
Position 21098: 0.06718399267057322
Position 8478: 0.05976204273354833
Position 9340: 0.05768929927758326
Position 2315: 0.05768488017697009
Position 33393: 0.054766684119875224
